ID,Date,Time,Matchup_EU_P,Home_Team,Visitor_Team,Home_Odd,Visitor_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Home_Team_PTS,visi_team_pts,True_Result,Winner_Odd
0,2016-09-18,21:25,San Diego Chargers vs Jacksonville Jaguars,San Diego Chargers,Jacksonville Jaguars,1.66,2.27,San Diego Chargers,San Diego Chargers,0.779,N,38,14,Jacksonville Jaguars,1.66
1,2016-09-19,01:30,Chicago Bears vs Philadelphia Eagles,Chicago Bears,Philadelphia Eagles,1.64,2.31,Chicago Bears,Philadelphia Eagles,0.545,Y,14,29,Philadelphia Eagles,1.64
