ID,Date,Time,Matchup_EU_P,Home_Team,Visitor_Team,Home_Odd,Visitor_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Home_Team_PTS,visi_team_pts,True_Result,Winner_Odd
133,2016-12-08,01:00,Memphis Grizzlies vs Portland Trail Blazers,Memphis Grizzlies,Portland Trail Blazers,2.36,1.65,Portland Trail Blazers,Memphis Grizzlies,0.736,Y,88,86,Portland Trail Blazers,2.36
134,2016-12-08,01:00,New Orleans Pelicans vs Philadelphia 76ers,New Orleans Pelicans,Philadelphia 76ers,1.38,3.24,New Orleans Pelicans,New Orleans Pelicans,0.787,N,88,99,Philadelphia 76ers,1.38
135,2016-12-08,02:00,Utah Jazz vs Golden State Warriors,Utah Jazz,Golden State Warriors,6.88,1.13,Golden State Warriors,Golden State Warriors,0.655,N,99,106,Golden State Warriors,6.88
136,2016-12-08,02:30,Chicago Bulls vs San Antonio Spurs,Chicago Bulls,San Antonio Spurs,2.4,1.63,San Antonio Spurs,San Antonio Spurs,0.616,N,95,91,San Antonio Spurs,2.4
137,2016-12-09,00:00,Charlotte Hornets vs Orlando Magic,Charlotte Hornets,Orlando Magic,1.32,3.59,Charlotte Hornets,Charlotte Hornets,0.824,N,109,88,Orlando Magic,1.32
138,2016-12-09,00:30,Boston Celtics vs Toronto Raptors,Boston Celtics,Toronto Raptors,1.75,2.17,Boston Celtics,Toronto Raptors,0.644,Y,94,101,Toronto Raptors,1.75
139,2016-12-09,00:30,Cleveland Cavaliers vs Miami Heat,Cleveland Cavaliers,Miami Heat,1.12,7.4,Cleveland Cavaliers,Cleveland Cavaliers,0.91,N,114,84,Miami Heat,1.12
140,2016-12-09,01:00,Milwaukee Bucks vs Atlanta Hawks,Milwaukee Bucks,Atlanta Hawks,1.65,2.34,Milwaukee Bucks,Milwaukee Bucks,0.775,N,110,114,Atlanta Hawks,1.65
141,2016-12-09,01:00,Minnesota Timberwolves vs Detroit Pistons,Minnesota Timberwolves,Detroit Pistons,2.41,1.62,Detroit Pistons,Minnesota Timberwolves,0.508,Y,90,117,Detroit Pistons,2.41
142,2016-12-09,01:00,Oklahoma City Thunder vs Houston Rockets,Oklahoma City Thunder,Houston Rockets,2.07,1.82,Houston Rockets,Houston Rockets,0.564,N,99,102,Houston Rockets,2.07
143,2016-12-09,01:30,Dallas Mavericks vs Indiana Pacers,Dallas Mavericks,Indiana Pacers,2.45,1.6,Indiana Pacers,Dallas Mavericks,0.559,Y,111,103,Indiana Pacers,2.45
144,2016-12-09,03:30,Los Angeles Lakers vs Phoenix Suns,Los Angeles Lakers,Phoenix Suns,1.82,2.06,Los Angeles Lakers,Los Angeles Lakers,0.716,N,115,119,Phoenix Suns,1.82
145,2016-12-09,03:30,Sacramento Kings vs New York Knicks,Sacramento Kings,New York Knicks,1.45,2.93,Sacramento Kings,Sacramento Kings,0.636,N,100,103,New York Knicks,1.45
146,2016-12-10,00:00,Indiana Pacers vs Portland Trail Blazers,Indiana Pacers,Portland Trail Blazers,2.0,1.87,Portland Trail Blazers,Indiana Pacers,0.661,Y,118,111,Portland Trail Blazers,2.0
147,2016-12-10,00:00,Orlando Magic vs Denver Nuggets,Orlando Magic,Denver Nuggets,2.08,1.81,Denver Nuggets,Orlando Magic,0.55,Y,113,121,Denver Nuggets,2.08
148,2016-12-10,00:00,Washington Wizards vs Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,1.56,2.57,Washington Wizards,Washington Wizards,0.514,N,110,105,Milwaukee Bucks,1.56
149,2016-12-10,00:30,Cleveland Cavaliers vs Charlotte Hornets,Cleveland Cavaliers,Charlotte Hornets,1.31,3.72,Cleveland Cavaliers,Cleveland Cavaliers,0.837,N,116,105,Charlotte Hornets,1.31
150,2016-12-10,01:00,Chicago Bulls vs Miami Heat,Chicago Bulls,Miami Heat,1.21,4.82,Chicago Bulls,Chicago Bulls,0.751,N,105,100,Miami Heat,1.21
151,2016-12-10,01:00,Houston Rockets vs Dallas Mavericks,Houston Rockets,Dallas Mavericks,1.1,8.33,Houston Rockets,Houston Rockets,0.924,N,109,87,Dallas Mavericks,1.1
152,2016-12-10,01:00,Memphis Grizzlies vs Golden State Warriors,Memphis Grizzlies,Golden State Warriors,8.61,1.09,Golden State Warriors,Golden State Warriors,0.81,N,110,89,Golden State Warriors,8.61
153,2016-12-10,01:30,San Antonio Spurs vs Brooklyn Nets,San Antonio Spurs,Brooklyn Nets,1.05,13.21,San Antonio Spurs,San Antonio Spurs,0.947,N,130,101,Brooklyn Nets,1.05
154,2016-12-10,02:00,Utah Jazz vs Sacramento Kings,Utah Jazz,Sacramento Kings,1.43,3.0,Utah Jazz,Utah Jazz,0.84,N,104,84,Sacramento Kings,1.43
155,2016-12-10,03:30,Los Angeles Clippers vs New Orleans Pelicans,Los Angeles Clippers,New Orleans Pelicans,1.07,10.51,Los Angeles Clippers,Los Angeles Clippers,0.899,N,133,105,New Orleans Pelicans,1.07
156,2016-12-11,00:00,Minnesota Timberwolves vs Golden State Warriors,Minnesota Timberwolves,Golden State Warriors,5.26,1.19,Golden State Warriors,Golden State Warriors,0.843,N,108,116,Golden State Warriors,5.26
157,2016-12-11,00:00,Oklahoma City Thunder vs Boston Celtics,Oklahoma City Thunder,Boston Celtics,1.65,2.36,Oklahoma City Thunder,Oklahoma City Thunder,0.626,N,99,96,Boston Celtics,1.65
158,2016-12-11,01:30,Phoenix Suns vs New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,1.78,2.13,Phoenix Suns,New Orleans Pelicans,0.507,Y,119,120OT,New Orleans Pelicans,1.78
159,2016-12-11,02:30,Los Angeles Lakers vs New York Knicks,Los Angeles Lakers,New York Knicks,2.19,1.73,New York Knicks,Los Angeles Lakers,0.519,Y,112,118,New York Knicks,2.19
160,2016-12-12,00:00,Indiana Pacers vs Charlotte Hornets,Indiana Pacers,Charlotte Hornets,2.03,1.85,Charlotte Hornets,Charlotte Hornets,0.529,N,110,94,Charlotte Hornets,2.03
161,2016-12-12,00:30,Miami Heat vs Washington Wizards,Miami Heat,Washington Wizards,2.03,1.85,Washington Wizards,Miami Heat,0.599,Y,112,101,Washington Wizards,2.03
162,2016-12-12,00:30,Toronto Raptors vs Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,1.27,4.12,Toronto Raptors,Toronto Raptors,0.86,N,122,100,Milwaukee Bucks,1.27
163,2016-12-12,01:00,Houston Rockets vs Brooklyn Nets,Houston Rockets,Brooklyn Nets,1.09,8.64,Houston Rockets,Houston Rockets,0.945,N,122,118,Brooklyn Nets,1.09
164,2016-12-12,01:30,Dallas Mavericks vs Denver Nuggets,Dallas Mavericks,Denver Nuggets,2.23,1.71,Denver Nuggets,Dallas Mavericks,0.525,Y,112,92,Denver Nuggets,2.23
165,2016-12-12,03:30,Los Angeles Clippers vs Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,1.19,5.19,Los Angeles Clippers,Los Angeles Clippers,0.897,N,121,120,Portland Trail Blazers,1.19
166,2016-12-12,03:30,Sacramento Kings vs Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,1.27,4.09,Sacramento Kings,Sacramento Kings,0.744,N,116,92,Los Angeles Lakers,1.27
167,2016-12-13,00:00,Cleveland Cavaliers vs Memphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies,1.07,10.17,Cleveland Cavaliers,Cleveland Cavaliers,0.879,N,103,86,Memphis Grizzlies,1.07
168,2016-12-13,00:30,Atlanta Hawks vs Orlando Magic,Atlanta Hawks,Orlando Magic,1.27,4.13,Atlanta Hawks,Atlanta Hawks,0.717,N,120,131,Orlando Magic,1.27
169,2016-12-13,01:00,Chicago Bulls vs Minnesota Timberwolves,Chicago Bulls,Minnesota Timberwolves,1.44,2.95,Chicago Bulls,Chicago Bulls,0.731,N,94,99,Minnesota Timberwolves,1.44
170,2016-12-13,01:00,New Orleans Pelicans vs Golden State Warriors,New Orleans Pelicans,Golden State Warriors,5.88,1.16,Golden State Warriors,Golden State Warriors,0.871,N,109,113,Golden State Warriors,5.88
171,2016-12-13,02:00,Phoenix Suns vs New York Knicks,Phoenix Suns,New York Knicks,2.15,1.76,New York Knicks,New York Knicks,0.564,N,113,111OT,New York Knicks,2.15
172,2016-12-13,03:30,Portland Trail Blazers vs Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,1.75,2.16,Portland Trail Blazers,Oklahoma City Thunder,0.552,Y,114,95,Oklahoma City Thunder,1.75
173,2016-12-14,00:00,Miami Heat vs Indiana Pacers,Miami Heat,Indiana Pacers,1.99,1.88,Indiana Pacers,Miami Heat,0.649,Y,95,89,Indiana Pacers,1.99
174,2016-12-14,00:00,Orlando Magic vs Los Angeles Clippers,Orlando Magic,Los Angeles Clippers,4.4,1.24,Los Angeles Clippers,Los Angeles Clippers,0.761,N,108,113,Los Angeles Clippers,4.4
175,2016-12-14,00:00,Washington Wizards vs Charlotte Hornets,Washington Wizards,Charlotte Hornets,2.12,1.78,Charlotte Hornets,Washington Wizards,0.524,Y,109,106,Charlotte Hornets,2.12
176,2016-12-14,00:30,Brooklyn Nets vs Los Angeles Lakers,Brooklyn Nets,Los Angeles Lakers,2.03,1.85,Los Angeles Lakers,Brooklyn Nets,0.567,Y,107,97,Los Angeles Lakers,2.03
177,2016-12-14,01:00,Houston Rockets vs Sacramento Kings,Houston Rockets,Sacramento Kings,1.08,9.14,Houston Rockets,Houston Rockets,0.886,N,132,98,Sacramento Kings,1.08
178,2016-12-14,01:00,Memphis Grizzlies vs Cleveland Cavaliers,Memphis Grizzlies,Cleveland Cavaliers,1.35,3.44,Memphis Grizzlies,Cleveland Cavaliers,0.692,Y,93,85,Cleveland Cavaliers,1.35
179,2016-12-14,01:30,Dallas Mavericks vs Detroit Pistons,Dallas Mavericks,Detroit Pistons,2.94,1.45,Detroit Pistons,Detroit Pistons,0.61,N,85,95,Detroit Pistons,2.94
180,2016-12-14,02:00,Utah Jazz vs Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,1.31,3.7,Utah Jazz,Utah Jazz,0.739,N,109,89,Oklahoma City Thunder,1.31
181,2016-12-14,02:30,San Antonio Spurs vs Boston Celtics,San Antonio Spurs,Boston Celtics,1.38,3.22,San Antonio Spurs,San Antonio Spurs,0.802,N,108,101,Boston Celtics,1.38
182,2016-12-15,01:00,Milwaukee Bucks vs Chicago Bulls,Milwaukee Bucks,Chicago Bulls,1.92,1.94,Milwaukee Bucks,Milwaukee Bucks,0.688,N,108,97,Chicago Bulls,1.92
183,2016-12-15,01:00,New Orleans Pelicans vs Indiana Pacers,New Orleans Pelicans,Indiana Pacers,1.73,2.21,New Orleans Pelicans,New Orleans Pelicans,0.618,N,102,95,Indiana Pacers,1.73
184,2016-12-15,02:00,Denver Nuggets vs Portland Trail Blazers,Denver Nuggets,Portland Trail Blazers,1.69,2.27,Denver Nuggets,Denver Nuggets,0.692,N,132,120,Portland Trail Blazers,1.69
185,2016-12-15,02:00,Phoenix Suns vs San Antonio Spurs,Phoenix Suns,San Antonio Spurs,3.87,1.29,San Antonio Spurs,San Antonio Spurs,0.85,N,92,107,San Antonio Spurs,3.87
186,2016-12-15,03:30,Golden State Warriors vs New York Knicks,Golden State Warriors,New York Knicks,1.04,14.35,Golden State Warriors,Golden State Warriors,0.946,N,103,90,New York Knicks,1.04
187,2016-12-16,00:00,Orlando Magic vs Brooklyn Nets,Orlando Magic,Brooklyn Nets,1.35,3.43,Orlando Magic,Orlando Magic,0.739,N,118,111,Brooklyn Nets,1.35
188,2016-12-16,00:00,Washington Wizards vs Detroit Pistons,Washington Wizards,Detroit Pistons,2.04,1.84,Detroit Pistons,Washington Wizards,0.529,Y,122,108,Detroit Pistons,2.04
189,2016-12-16,00:30,Boston Celtics vs Charlotte Hornets,Boston Celtics,Charlotte Hornets,1.38,3.25,Boston Celtics,Boston Celtics,0.663,N,96,88,Charlotte Hornets,1.38
190,2016-12-16,00:30,Toronto Raptors vs Atlanta Hawks,Toronto Raptors,Atlanta Hawks,1.35,3.4,Toronto Raptors,Toronto Raptors,0.922,N,121,125,Atlanta Hawks,1.35
191,2016-12-16,01:00,Chicago Bulls vs Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,1.45,2.91,Chicago Bulls,Chicago Bulls,0.595,N,69,95,Milwaukee Bucks,1.45
192,2016-12-16,01:00,Houston Rockets vs New Orleans Pelicans,Houston Rockets,New Orleans Pelicans,1.11,7.65,Houston Rockets,Houston Rockets,0.905,N,122,100,New Orleans Pelicans,1.11
193,2016-12-16,01:00,Memphis Grizzlies vs Sacramento Kings,Memphis Grizzlies,Sacramento Kings,1.48,2.81,Memphis Grizzlies,Memphis Grizzlies,0.7,N,92,96,Sacramento Kings,1.48
194,2016-12-16,01:00,Miami Heat vs Los Angeles Clippers,Miami Heat,Los Angeles Clippers,3.8,1.3,Los Angeles Clippers,Los Angeles Clippers,0.708,N,98,102,Los Angeles Clippers,3.8
195,2016-12-16,01:00,Philadelphia 76ers vs Los Angeles Lakers,Philadelphia 76ers,Los Angeles Lakers,1.92,1.95,Philadelphia 76ers,Philadelphia 76ers,0.536,N,89,100,Los Angeles Lakers,1.92
196,2016-12-16,03:30,Utah Jazz vs Dallas Mavericks,Utah Jazz,Dallas Mavericks,1.14,6.29,Utah Jazz,Utah Jazz,0.891,N,103,100,Dallas Mavericks,1.14
197,2016-12-17,00:00,Detroit Pistons vs Indiana Pacers,Detroit Pistons,Indiana Pacers,1.52,2.68,Detroit Pistons,Detroit Pistons,0.781,N,90,105,Indiana Pacers,1.52
198,2016-12-17,00:30,Atlanta Hawks vs Charlotte Hornets,Atlanta Hawks,Charlotte Hornets,1.71,2.23,Atlanta Hawks,Charlotte Hornets,0.506,Y,99,107,Charlotte Hornets,1.71
199,2016-12-17,00:30,Cleveland Cavaliers vs Los Angeles Lakers,Cleveland Cavaliers,Los Angeles Lakers,1.04,13.93,Cleveland Cavaliers,Cleveland Cavaliers,0.939,N,119,108,Los Angeles Lakers,1.04
200,2016-12-17,01:00,Minnesota Timberwolves vs Houston Rockets,Minnesota Timberwolves,Houston Rockets,2.28,1.68,Houston Rockets,Houston Rockets,0.7,N,109,111OT,Houston Rockets,2.28
201,2016-12-17,02:00,Denver Nuggets vs New York Knicks,Denver Nuggets,New York Knicks,1.58,2.5,Denver Nuggets,Denver Nuggets,0.646,N,127,114,New York Knicks,1.58
202,2016-12-17,03:30,Golden State Warriors vs Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers,1.07,10.43,Golden State Warriors,Golden State Warriors,0.955,N,135,90,Portland Trail Blazers,1.07
203,2016-12-18,00:00,San Antonio Spurs vs New Orleans Pelicans,San Antonio Spurs,New Orleans Pelicans,1.12,7.17,San Antonio Spurs,San Antonio Spurs,0.908,N,113,100,New Orleans Pelicans,1.12
