ID,Date,Time,Matchup_EU_P,Home_Team,Visitor_Team,Home_Odd,Visitor_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Home_Team_PTS,visi_team_pts,True_Result,Winner_Odd
13,2016-11-03,23:00,Orlando Magic vs Sacramento Kings,Orlando Magic,Sacramento Kings,1.95,1.91,Sacramento Kings,Orlando Magic,0.519,Y,102,94,Sacramento Kings,1.95
14,2016-11-04,23:00,Washington Wizards vs Atlanta Hawks,Washington Wizards,Atlanta Hawks,1.88,1.99,Washington Wizards,Washington Wizards,0.671,N,95,92,Atlanta Hawks,1.88
15,2016-11-04,23:30,Brooklyn Nets vs Charlotte Hornets,Brooklyn Nets,Charlotte Hornets,3.36,1.36,Charlotte Hornets,Charlotte Hornets,0.699,N,95,99,Charlotte Hornets,3.36
16,2016-11-04,23:30,Toronto Raptors vs Miami Heat,Toronto Raptors,Miami Heat,1.32,3.6,Toronto Raptors,Toronto Raptors,0.926,N,96,87,Miami Heat,1.32
17,2016-11-05,22:00,Oklahoma City Thunder vs Minnesota Timberwolves,Oklahoma City Thunder,Minnesota Timberwolves,1.5,2.73,Oklahoma City Thunder,Oklahoma City Thunder,0.743,N,112,92,Minnesota Timberwolves,1.5
18,2016-11-05,23:00,Detroit Pistons vs Denver Nuggets,Detroit Pistons,Denver Nuggets,1.51,2.69,Detroit Pistons,Detroit Pistons,0.743,N,103,86,Denver Nuggets,1.51
19,2016-11-05,23:00,Indiana Pacers vs Chicago Bulls,Indiana Pacers,Chicago Bulls,1.62,2.4,Indiana Pacers,Chicago Bulls,0.516,Y,111,94,Chicago Bulls,1.62
20,2016-11-05,23:00,Orlando Magic vs Washington Wizards,Orlando Magic,Washington Wizards,1.39,3.18,Orlando Magic,Washington Wizards,0.531,Y,88,86,Washington Wizards,1.39
21,2016-11-05,23:00,Philadelphia 76ers vs Cleveland Cavaliers,Philadelphia 76ers,Cleveland Cavaliers,9.19,1.09,Cleveland Cavaliers,Cleveland Cavaliers,0.888,N,101,102,Cleveland Cavaliers,9.19
22,2016-11-05,23:30,Atlanta Hawks vs Houston Rockets,Atlanta Hawks,Houston Rockets,1.64,2.37,Atlanta Hawks,Houston Rockets,0.694,Y,112,97,Houston Rockets,1.64
23,2016-11-06,17:00,New York Knicks vs Utah Jazz,New York Knicks,Utah Jazz,2.21,1.72,Utah Jazz,Utah Jazz,0.622,N,109,114,Utah Jazz,2.21
24,2016-11-06,20:30,Memphis Grizzlies vs Portland Trail Blazers,Memphis Grizzlies,Portland Trail Blazers,1.93,1.93,Portland Trail Blazers,Memphis Grizzlies,0.74,Y,94,100,Portland Trail Blazers,1.93
25,2016-11-06,23:00,Toronto Raptors vs Sacramento Kings,Toronto Raptors,Sacramento Kings,1.26,4.3,Toronto Raptors,Toronto Raptors,0.926,N,91,96,Sacramento Kings,1.26
26,2016-11-13,20:30,Cleveland Cavaliers vs Charlotte Hornets,Cleveland Cavaliers,Charlotte Hornets,1.3,3.79,Cleveland Cavaliers,Cleveland Cavaliers,0.852,N,100,93,Charlotte Hornets,1.3
27,2016-11-19,22:00,Houston Rockets vs Utah Jazz,Houston Rockets,Utah Jazz,1.34,3.45,Houston Rockets,Houston Rockets,0.722,N,111,102,Utah Jazz,1.34
