ID,Date,Time,Matchup_EU_P,Home_Team,Visitor_Team,Home_Odd,Visitor_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Home_Team_PTS,visi_team_pts,True_Result,Winner_Odd
132,2016-12-09,00:30,Boston Celtics vs Toronto Raptors,Boston Celtics,Toronto Raptors,1.75,2.17,Boston Celtics,Toronto Raptors,0.662,Y,94,101,Toronto Raptors,1.75
133,2016-12-09,00:30,Cleveland Cavaliers vs Miami Heat,Cleveland Cavaliers,Miami Heat,1.12,7.4,Cleveland Cavaliers,Cleveland Cavaliers,0.913,N,114,84,Miami Heat,1.12
134,2016-12-09,01:00,Minnesota Timberwolves vs Detroit Pistons,Minnesota Timberwolves,Detroit Pistons,2.41,1.62,Detroit Pistons,Minnesota Timberwolves,0.539,Y,90,117,Detroit Pistons,2.41
135,2016-12-09,01:00,Oklahoma City Thunder vs Houston Rockets,Oklahoma City Thunder,Houston Rockets,2.07,1.82,Houston Rockets,Houston Rockets,0.596,N,99,102,Houston Rockets,2.07
136,2016-12-09,01:30,Dallas Mavericks vs Indiana Pacers,Dallas Mavericks,Indiana Pacers,2.45,1.6,Indiana Pacers,Dallas Mavericks,0.552,Y,111,103,Indiana Pacers,2.45
137,2016-12-09,03:30,Los Angeles Lakers vs Phoenix Suns,Los Angeles Lakers,Phoenix Suns,1.82,2.06,Los Angeles Lakers,Los Angeles Lakers,0.715,N,115,119,Phoenix Suns,1.82
138,2016-12-09,03:30,Sacramento Kings vs New York Knicks,Sacramento Kings,New York Knicks,1.45,2.93,Sacramento Kings,Sacramento Kings,0.636,N,100,103,New York Knicks,1.45
139,2016-12-10,00:00,Indiana Pacers vs Portland Trail Blazers,Indiana Pacers,Portland Trail Blazers,2.0,1.87,Portland Trail Blazers,Indiana Pacers,0.66,Y,118,111,Portland Trail Blazers,2.0
140,2016-12-10,00:00,Orlando Magic vs Denver Nuggets,Orlando Magic,Denver Nuggets,2.08,1.81,Denver Nuggets,Orlando Magic,0.521,Y,113,121,Denver Nuggets,2.08
141,2016-12-10,00:00,Washington Wizards vs Milwaukee Bucks,Washington Wizards,Milwaukee Bucks,1.56,2.57,Washington Wizards,Washington Wizards,0.553,N,110,105,Milwaukee Bucks,1.56
142,2016-12-10,00:30,Cleveland Cavaliers vs Charlotte Hornets,Cleveland Cavaliers,Charlotte Hornets,1.31,3.72,Cleveland Cavaliers,Cleveland Cavaliers,0.852,N,116,105,Charlotte Hornets,1.31
143,2016-12-10,01:00,Chicago Bulls vs Miami Heat,Chicago Bulls,Miami Heat,1.21,4.82,Chicago Bulls,Chicago Bulls,0.763,N,105,100,Miami Heat,1.21
144,2016-12-10,01:00,Houston Rockets vs Dallas Mavericks,Houston Rockets,Dallas Mavericks,1.1,8.33,Houston Rockets,Houston Rockets,0.926,N,109,87,Dallas Mavericks,1.1
145,2016-12-10,01:00,Memphis Grizzlies vs Golden State Warriors,Memphis Grizzlies,Golden State Warriors,8.61,1.09,Golden State Warriors,Golden State Warriors,0.807,N,110,89,Golden State Warriors,8.61
146,2016-12-10,01:30,San Antonio Spurs vs Brooklyn Nets,San Antonio Spurs,Brooklyn Nets,1.05,13.21,San Antonio Spurs,San Antonio Spurs,0.943,N,130,101,Brooklyn Nets,1.05
147,2016-12-10,02:00,Utah Jazz vs Sacramento Kings,Utah Jazz,Sacramento Kings,1.43,3.0,Utah Jazz,Utah Jazz,0.846,N,104,84,Sacramento Kings,1.43
148,2016-12-10,03:30,Los Angeles Clippers vs New Orleans Pelicans,Los Angeles Clippers,New Orleans Pelicans,1.07,10.51,Los Angeles Clippers,Los Angeles Clippers,0.922,N,133,105,New Orleans Pelicans,1.07
149,2016-12-11,00:00,Minnesota Timberwolves vs Golden State Warriors,Minnesota Timberwolves,Golden State Warriors,5.26,1.19,Golden State Warriors,Golden State Warriors,0.847,N,108,116,Golden State Warriors,5.26
150,2016-12-11,00:00,Oklahoma City Thunder vs Boston Celtics,Oklahoma City Thunder,Boston Celtics,1.65,2.36,Oklahoma City Thunder,Oklahoma City Thunder,0.603,N,99,96,Boston Celtics,1.65
151,2016-12-11,01:30,Phoenix Suns vs New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,1.78,2.13,Phoenix Suns,New Orleans Pelicans,0.503,Y,119,120OT,New Orleans Pelicans,1.78
152,2016-12-11,02:30,Los Angeles Lakers vs New York Knicks,Los Angeles Lakers,New York Knicks,2.19,1.73,New York Knicks,Los Angeles Lakers,0.511,Y,112,118,New York Knicks,2.19
153,2016-12-12,00:00,Indiana Pacers vs Charlotte Hornets,Indiana Pacers,Charlotte Hornets,2.03,1.85,Charlotte Hornets,Charlotte Hornets,0.52,N,110,94,Charlotte Hornets,2.03
154,2016-12-12,00:30,Miami Heat vs Washington Wizards,Miami Heat,Washington Wizards,2.03,1.85,Washington Wizards,Miami Heat,0.595,Y,112,101,Washington Wizards,2.03
155,2016-12-12,00:30,Toronto Raptors vs Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,1.27,4.12,Toronto Raptors,Toronto Raptors,0.875,N,122,100,Milwaukee Bucks,1.27
156,2016-12-12,01:00,Houston Rockets vs Brooklyn Nets,Houston Rockets,Brooklyn Nets,1.09,8.64,Houston Rockets,Houston Rockets,0.948,N,122,118,Brooklyn Nets,1.09
157,2016-12-12,01:30,Dallas Mavericks vs Denver Nuggets,Dallas Mavericks,Denver Nuggets,2.23,1.71,Denver Nuggets,Dallas Mavericks,0.536,Y,112,92,Denver Nuggets,2.23
158,2016-12-12,03:30,Los Angeles Clippers vs Portland Trail Blazers,Los Angeles Clippers,Portland Trail Blazers,1.19,5.19,Los Angeles Clippers,Los Angeles Clippers,0.915,N,121,120,Portland Trail Blazers,1.19
159,2016-12-12,03:30,Sacramento Kings vs Los Angeles Lakers,Sacramento Kings,Los Angeles Lakers,1.27,4.09,Sacramento Kings,Sacramento Kings,0.751,N,116,92,Los Angeles Lakers,1.27
160,2016-12-13,00:00,Cleveland Cavaliers vs Memphis Grizzlies,Cleveland Cavaliers,Memphis Grizzlies,1.07,10.17,Cleveland Cavaliers,Cleveland Cavaliers,0.884,N,103,86,Memphis Grizzlies,1.07
161,2016-12-13,00:30,Atlanta Hawks vs Orlando Magic,Atlanta Hawks,Orlando Magic,1.27,4.13,Atlanta Hawks,Atlanta Hawks,0.764,N,120,131,Orlando Magic,1.27
162,2016-12-13,01:00,Chicago Bulls vs Minnesota Timberwolves,Chicago Bulls,Minnesota Timberwolves,1.44,2.95,Chicago Bulls,Chicago Bulls,0.756,N,94,99,Minnesota Timberwolves,1.44
163,2016-12-13,01:00,New Orleans Pelicans vs Golden State Warriors,New Orleans Pelicans,Golden State Warriors,5.88,1.16,Golden State Warriors,Golden State Warriors,0.88,N,109,113,Golden State Warriors,5.88
164,2016-12-13,02:00,Phoenix Suns vs New York Knicks,Phoenix Suns,New York Knicks,2.15,1.76,New York Knicks,New York Knicks,0.572,N,113,111OT,New York Knicks,2.15
165,2016-12-13,03:30,Portland Trail Blazers vs Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,1.75,2.16,Portland Trail Blazers,Oklahoma City Thunder,0.516,Y,114,95,Oklahoma City Thunder,1.75
166,2016-12-14,00:00,Miami Heat vs Indiana Pacers,Miami Heat,Indiana Pacers,1.99,1.88,Indiana Pacers,Miami Heat,0.658,Y,95,89,Indiana Pacers,1.99
167,2016-12-14,00:00,Orlando Magic vs Los Angeles Clippers,Orlando Magic,Los Angeles Clippers,4.4,1.24,Los Angeles Clippers,Los Angeles Clippers,0.827,N,108,113,Los Angeles Clippers,4.4
168,2016-12-14,00:00,Philadelphia 76ers vs Toronto Raptors,Philadelphia 76ers,Toronto Raptors,4.1,1.27,Toronto Raptors,Toronto Raptors,0.905,N,114,123,Toronto Raptors,4.1
169,2016-12-14,00:00,Washington Wizards vs Charlotte Hornets,Washington Wizards,Charlotte Hornets,2.12,1.78,Charlotte Hornets,Washington Wizards,0.547,Y,109,106,Charlotte Hornets,2.12
170,2016-12-14,00:30,Brooklyn Nets vs Los Angeles Lakers,Brooklyn Nets,Los Angeles Lakers,2.03,1.85,Los Angeles Lakers,Brooklyn Nets,0.567,Y,107,97,Los Angeles Lakers,2.03
171,2016-12-14,01:00,Houston Rockets vs Sacramento Kings,Houston Rockets,Sacramento Kings,1.08,9.14,Houston Rockets,Houston Rockets,0.888,N,132,98,Sacramento Kings,1.08
172,2016-12-14,01:00,Memphis Grizzlies vs Cleveland Cavaliers,Memphis Grizzlies,Cleveland Cavaliers,1.35,3.44,Memphis Grizzlies,Cleveland Cavaliers,0.702,Y,93,85,Cleveland Cavaliers,1.35
173,2016-12-14,01:30,Dallas Mavericks vs Detroit Pistons,Dallas Mavericks,Detroit Pistons,2.94,1.45,Detroit Pistons,Detroit Pistons,0.581,N,85,95,Detroit Pistons,2.94
174,2016-12-14,02:00,Utah Jazz vs Oklahoma City Thunder,Utah Jazz,Oklahoma City Thunder,1.31,3.7,Utah Jazz,Utah Jazz,0.768,N,109,89,Oklahoma City Thunder,1.31
175,2016-12-14,02:30,San Antonio Spurs vs Boston Celtics,San Antonio Spurs,Boston Celtics,1.38,3.22,San Antonio Spurs,San Antonio Spurs,0.787,N,108,101,Boston Celtics,1.38
176,2016-12-15,01:00,Milwaukee Bucks vs Chicago Bulls,Milwaukee Bucks,Chicago Bulls,1.92,1.94,Milwaukee Bucks,Milwaukee Bucks,0.642,N,108,97,Chicago Bulls,1.92
177,2016-12-15,01:00,New Orleans Pelicans vs Indiana Pacers,New Orleans Pelicans,Indiana Pacers,1.73,2.21,New Orleans Pelicans,New Orleans Pelicans,0.602,N,102,95,Indiana Pacers,1.73
178,2016-12-15,02:00,Denver Nuggets vs Portland Trail Blazers,Denver Nuggets,Portland Trail Blazers,1.69,2.27,Denver Nuggets,Denver Nuggets,0.674,N,132,120,Portland Trail Blazers,1.69
179,2016-12-15,02:00,Phoenix Suns vs San Antonio Spurs,Phoenix Suns,San Antonio Spurs,3.87,1.29,San Antonio Spurs,San Antonio Spurs,0.839,N,92,107,San Antonio Spurs,3.87
180,2016-12-15,03:30,Golden State Warriors vs New York Knicks,Golden State Warriors,New York Knicks,1.04,14.35,Golden State Warriors,Golden State Warriors,0.947,N,103,90,New York Knicks,1.04
181,2016-12-16,00:00,Orlando Magic vs Brooklyn Nets,Orlando Magic,Brooklyn Nets,1.35,3.43,Orlando Magic,Orlando Magic,0.713,N,118,111,Brooklyn Nets,1.35
182,2016-12-16,00:00,Washington Wizards vs Detroit Pistons,Washington Wizards,Detroit Pistons,2.04,1.84,Detroit Pistons,Washington Wizards,0.58,Y,122,108,Detroit Pistons,2.04
183,2016-12-16,00:30,Toronto Raptors vs Atlanta Hawks,Toronto Raptors,Atlanta Hawks,1.35,3.4,Toronto Raptors,Toronto Raptors,0.92,N,121,125,Atlanta Hawks,1.35
