ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date,League_T
0,Werder Bremen,0,Bayern Munich,6,1,1,0.683038027891,2016-08-26,bundesliga
1,Wolfsburg,2,Augsburg,0,2,1,0.499699625869,2016-08-27,bundesliga
2,Ingolstadt,1,Hamburger SV,1,0,1,0.48870397296,2016-08-27,bundesliga
3,FSV Mainz 05,1,Dortmund,2,1,1,0.57687425164,2016-08-27,bundesliga
4,Schalke 04,0,Frankfurt,1,1,1,0.59871381648,2016-08-27,bundesliga
5,Darmstadt,0,FC Koln,2,1,1,0.641926165047,2016-08-27,bundesliga
6,Leverkusen,1,Monchengladb.,2,1,1,0.411435228925,2016-08-27,bundesliga
7,Freiburg,1,Hertha Berlin,2,1,1,0.570749908979,2016-08-28,bundesliga
8,RB Leipzig,2,Hoffenheim,2,0,1,0.397315209532,2016-08-28,bundesliga
9,Bayern Munich,2,Schalke 04,0,2,2,0.592206328633,2016-09-09,bundesliga
10,Hamburger SV,1,Leverkusen,3,1,1,0.546633667089,2016-09-10,bundesliga
11,Frankfurt,0,Darmstadt,1,1,2,0.604672384797,2016-09-10,bundesliga
12,Hertha Berlin,2,Ingolstadt,0,2,2,0.543336255756,2016-09-10,bundesliga
13,Monchengladb.,1,Freiburg,3,1,1,0.528823809444,2016-09-10,bundesliga
14,FC Koln,0,Wolfsburg,0,0,2,0.41917556,2016-09-10,bundesliga
15,Dortmund,0,RB Leipzig,1,1,1,0.546715784651,2016-09-10,bundesliga
16,Augsburg,2,Werder Bremen,1,2,1,0.418728217597,2016-09-11,bundesliga
17,Hoffenheim,4,FSV Mainz 05,4,0,2,0.433540688584,2016-09-11,bundesliga
18,Freiburg,0,FC Koln,3,1,1,0.528189590068,2016-09-16,bundesliga
19,Wolfsburg,0,Hoffenheim,0,0,1,0.620737518298,2016-09-17,bundesliga
20,Leverkusen,1,Frankfurt,2,1,1,0.58151892519,2016-09-17,bundesliga
21,RB Leipzig,4,Hamburger SV,0,2,2,0.611392895395,2016-09-17,bundesliga
22,Darmstadt,0,Dortmund,6,1,1,0.659020758409,2016-09-17,bundesliga
23,Ingolstadt,1,Bayern Munich,3,1,1,0.686421320213,2016-09-17,bundesliga
24,Werder Bremen,1,Monchengladb.,4,1,1,0.481373394745,2016-09-17,bundesliga
25,FSV Mainz 05,3,Augsburg,1,2,1,0.459127559324,2016-09-18,bundesliga
26,Schalke 04,0,Hertha Berlin,2,1,1,0.599970770437,2016-09-18,bundesliga
27,Hoffenheim,1,Darmstadt,1,0,2,0.610806429188,2016-09-20,bundesliga
28,Frankfurt,2,Ingolstadt,0,2,2,0.538082636517,2016-09-20,bundesliga
29,Hamburger SV,0,Freiburg,1,1,1,0.557530973018,2016-09-20,bundesliga
30,Dortmund,5,Wolfsburg,1,2,2,0.444333797377,2016-09-20,bundesliga
31,Augsburg,0,Leverkusen,0,0,1,0.485527630718,2016-09-21,bundesliga
32,FC Koln,3,Schalke 04,1,2,2,0.392175731624,2016-09-21,bundesliga
33,FSV Mainz 05,2,Werder Bremen,1,2,1,0.410697175643,2016-09-21,bundesliga
34,Monchengladb.,1,RB Leipzig,1,0,1,0.649135767899,2016-09-21,bundesliga
35,Hertha Berlin,0,Bayern Munich,3,1,1,0.568925430203,2016-09-21,bundesliga
36,Freiburg,1,Dortmund,3,1,1,0.555812680328,2016-09-23,bundesliga
37,Darmstadt,0,Augsburg,1,1,1,0.583221422065,2016-09-24,bundesliga
38,Hertha Berlin,3,Frankfurt,3,0,1,0.46446077291,2016-09-24,bundesliga
39,Leverkusen,3,FSV Mainz 05,2,2,1,0.455592733871,2016-09-24,bundesliga
40,Ingolstadt,0,Monchengladb.,2,1,1,0.525240220288,2016-09-24,bundesliga
41,Bayern Munich,1,Hamburger SV,0,2,2,0.650584975641,2016-09-24,bundesliga
42,Wolfsburg,1,Werder Bremen,2,1,1,0.45206374716,2016-09-24,bundesliga
43,Schalke 04,1,Hoffenheim,2,1,1,0.604282237933,2016-09-25,bundesliga
44,RB Leipzig,1,FC Koln,1,0,2,0.429673435183,2016-09-25,bundesliga
45,Augsburg,1,RB Leipzig,2,1,1,0.636254414102,2016-09-30,bundesliga
46,Werder Bremen,2,Darmstadt,2,0,2,0.427177015466,2016-10-01,bundesliga
47,Hamburger SV,0,Hertha Berlin,2,1,1,0.634609617497,2016-10-01,bundesliga
48,FC Koln,1,Bayern Munich,1,0,1,0.600216950767,2016-10-01,bundesliga
49,Hoffenheim,2,Ingolstadt,1,2,2,0.544899462411,2016-10-01,bundesliga
50,Frankfurt,0,Freiburg,1,1,2,0.366874591528,2016-10-01,bundesliga
51,Dortmund,0,Leverkusen,2,1,2,0.363341289768,2016-10-01,bundesliga
52,FSV Mainz 05,0,Wolfsburg,0,0,1,0.42511924064,2016-10-02,bundesliga
53,Monchengladb.,0,Schalke 04,4,1,1,0.491402540653,2016-10-02,bundesliga
54,Hertha Berlin,1,Dortmund,1,0,1,0.448621746367,2016-10-14,bundesliga
55,Ingolstadt,1,FC Koln,2,1,1,0.62639459329,2016-10-15,bundesliga
56,Hamburger SV,0,Monchengladb.,0,0,1,0.5042108012,2016-10-15,bundesliga
57,Bayern Munich,2,Frankfurt,2,0,2,0.432622295317,2016-10-15,bundesliga
58,Freiburg,1,Hoffenheim,2,1,1,0.575113722788,2016-10-15,bundesliga
59,Schalke 04,1,Augsburg,1,0,1,0.476182701923,2016-10-15,bundesliga
60,Leverkusen,1,Werder Bremen,2,1,1,0.398650399951,2016-10-15,bundesliga
61,Darmstadt,1,FSV Mainz 05,2,1,1,0.589645394157,2016-10-16,bundesliga
62,RB Leipzig,1,Wolfsburg,0,2,2,0.566581555054,2016-10-16,bundesliga
63,Frankfurt,3,Hamburger SV,0,2,2,0.528735915681,2016-10-21,bundesliga
64,Wolfsburg,1,Darmstadt,3,1,2,0.422556166366,2016-10-22,bundesliga
65,FC Koln,1,Hertha Berlin,2,1,1,0.512782165474,2016-10-22,bundesliga
66,Dortmund,3,Ingolstadt,3,0,2,0.511298201048,2016-10-22,bundesliga
67,Hoffenheim,3,Leverkusen,0,2,2,0.402483454838,2016-10-22,bundesliga
68,Augsburg,1,Freiburg,2,1,1,0.500368052328,2016-10-22,bundesliga
69,Monchengladb.,0,Bayern Munich,2,1,1,0.664071580937,2016-10-22,bundesliga
70,Werder Bremen,1,RB Leipzig,3,1,1,0.667919536365,2016-10-23,bundesliga
71,FSV Mainz 05,0,Schalke 04,3,1,1,0.449860715408,2016-10-23,bundesliga
72,Frankfurt,0,Monchengladb.,0,0,2,0.480336735444,2016-10-28,bundesliga
73,Ingolstadt,0,FSV Mainz 05,2,1,1,0.561076663026,2016-10-29,bundesliga
74,RB Leipzig,2,Darmstadt,0,2,2,0.670897743438,2016-10-29,bundesliga
75,Freiburg,3,Werder Bremen,1,2,1,0.381507276472,2016-10-29,bundesliga
76,Leverkusen,2,Wolfsburg,1,2,1,0.412473585199,2016-10-29,bundesliga
77,Bayern Munich,3,Augsburg,1,2,2,0.579867719912,2016-10-29,bundesliga
78,Schalke 04,0,Dortmund,0,0,1,0.590085271729,2016-10-29,bundesliga
79,Hertha Berlin,0,Hoffenheim,1,1,1,0.472318106011,2016-10-30,bundesliga
80,Hamburger SV,0,FC Koln,3,1,1,0.608607860687,2016-10-30,bundesliga
81,Monchengladb.,0,Hertha Berlin,3,1,1,0.615065200086,2016-11-04,bundesliga
82,Dortmund,5,Hamburger SV,2,2,2,0.501297664749,2016-11-05,bundesliga
83,Augsburg,2,Ingolstadt,0,2,2,0.381554346521,2016-11-05,bundesliga
84,Hoffenheim,1,Bayern Munich,1,0,1,0.56425698674,2016-11-05,bundesliga
85,Wolfsburg,3,Freiburg,0,2,1,0.529422489048,2016-11-05,bundesliga
86,Darmstadt,2,Leverkusen,3,1,1,0.590918664752,2016-11-05,bundesliga
87,FC Koln,0,Frankfurt,1,1,1,0.510427247543,2016-11-05,bundesliga
88,FSV Mainz 05,1,RB Leipzig,3,1,1,0.630614560258,2016-11-06,bundesliga
89,Werder Bremen,1,Schalke 04,3,1,1,0.506211957213,2016-11-06,bundesliga
90,RB Leipzig,3,Leverkusen,2,2,2,0.497644506324,2016-11-18,bundesliga
91,Ingolstadt,1,Darmstadt,0,2,1,0.41703348601,2016-11-19,bundesliga
92,Hertha Berlin,0,Augsburg,0,0,2,0.438895187403,2016-11-19,bundesliga
93,Schalke 04,1,Wolfsburg,0,2,1,0.442745007774,2016-11-19,bundesliga
94,Freiburg,2,FSV Mainz 05,4,1,1,0.438050918771,2016-11-19,bundesliga
95,FC Koln,2,Monchengladb.,1,2,2,0.425482215493,2016-11-19,bundesliga
96,Bayern Munich,0,Dortmund,1,1,2,0.462801042458,2016-11-19,bundesliga
97,Hamburger SV,2,Hoffenheim,2,0,1,0.638583854168,2016-11-20,bundesliga
98,Frankfurt,2,Werder Bremen,1,2,2,0.468283980018,2016-11-20,bundesliga
99,RB Leipzig,4,Freiburg,1,2,2,0.472158180227,2016-11-25,bundesliga
100,Augsburg,0,FC Koln,0,0,1,0.55858925745,2016-11-26,bundesliga
101,Werder Bremen,2,Hamburger SV,2,0,1,0.440827281577,2016-11-26,bundesliga
102,Hoffenheim,1,Monchengladb.,1,0,2,0.48774134243,2016-11-26,bundesliga
103,Dortmund,1,Frankfurt,2,1,1,0.481882080919,2016-11-26,bundesliga
104,Wolfsburg,1,Ingolstadt,1,0,1,0.405659669989,2016-11-26,bundesliga
105,Leverkusen,1,Bayern Munich,2,1,1,0.652068772711,2016-11-26,bundesliga
106,Darmstadt,1,Schalke 04,3,1,1,0.578391030234,2016-11-27,bundesliga
107,FSV Mainz 05,1,Hertha Berlin,2,1,1,0.588117996486,2016-11-27,bundesliga
108,Bayern Munich,3,FSV Mainz 05,1,2,2,0.575282229982,2016-12-02,bundesliga
109,Hertha Berlin,3,Wolfsburg,2,2,2,0.480272475622,2016-12-03,bundesliga
110,Ingolstadt,1,Werder Bremen,2,1,1,0.509173130833,2016-12-03,bundesliga
111,Monchengladb.,1,Dortmund,4,1,1,0.607074507073,2016-12-03,bundesliga
112,FC Koln,0,Hoffenheim,4,1,1,0.517722134557,2016-12-03,bundesliga
113,Freiburg,1,Leverkusen,1,0,1,0.450466716944,2016-12-03,bundesliga
114,Schalke 04,1,RB Leipzig,2,1,1,0.638948059038,2016-12-03,bundesliga
115,Hamburger SV,2,Darmstadt,0,2,1,0.39592168481,2016-12-04,bundesliga
116,Frankfurt,1,Augsburg,1,0,2,0.432482977675,2016-12-04,bundesliga
117,Hoffenheim,0,Frankfurt,0,0,1,0.459287737292,2016-12-09,bundesliga
118,Wolfsburg,0,Bayern Munich,5,1,1,0.666701116415,2016-12-10,bundesliga
119,Darmstadt,0,Freiburg,1,1,1,0.59794151154,2016-12-10,bundesliga
120,Dortmund,1,FC Koln,1,0,1,0.437582727215,2016-12-10,bundesliga
121,Augsburg,0,Hamburger SV,1,1,1,0.391943895166,2016-12-10,bundesliga
122,RB Leipzig,0,Ingolstadt,1,1,2,0.617894201135,2016-12-10,bundesliga
123,Werder Bremen,1,Hertha Berlin,0,2,1,0.632908214509,2016-12-10,bundesliga
124,FSV Mainz 05,0,Monchengladb.,1,1,1,0.424303682133,2016-12-11,bundesliga
125,Leverkusen,1,Schalke 04,0,2,1,0.437644300564,2016-12-11,bundesliga
126,Dortmund,2,Hoffenheim,2,0,1,0.489512749908,2016-12-16,bundesliga
127,Freiburg,1,Schalke 04,1,0,1,0.419923548744,2016-12-17,bundesliga
128,Hertha Berlin,0,RB Leipzig,2,1,1,0.534355521212,2016-12-17,bundesliga
129,Hamburger SV,1,FSV Mainz 05,3,1,1,0.540906593405,2016-12-17,bundesliga
130,Monchengladb.,0,Augsburg,1,1,1,0.499774416222,2016-12-17,bundesliga
131,FC Koln,1,Werder Bremen,1,0,2,0.41344295881,2016-12-17,bundesliga
132,Frankfurt,0,Wolfsburg,1,1,2,0.474226452157,2016-12-17,bundesliga
133,Bayern Munich,1,Darmstadt,0,2,2,0.702066448422,2016-12-18,bundesliga
134,Ingolstadt,2,Leverkusen,1,2,1,0.566336571182,2016-12-18,bundesliga
135,Schalke 04,1,Hamburger SV,2,1,1,0.401832074105,2016-12-20,bundesliga
136,Augsburg,1,Dortmund,1,0,1,0.583965839304,2016-12-20,bundesliga
137,FSV Mainz 05,0,Frankfurt,3,1,1,0.586630186859,2016-12-20,bundesliga
138,Wolfsburg,2,Monchengladb.,1,2,1,0.466719177502,2016-12-20,bundesliga
139,RB Leipzig,0,Bayern Munich,3,1,1,0.509883181488,2016-12-21,bundesliga
140,Werder Bremen,1,Hoffenheim,1,0,1,0.636804766413,2016-12-21,bundesliga
141,Freiburg,2,Ingolstadt,1,2,2,0.44666319007,2016-12-21,bundesliga
142,Leverkusen,1,FC Koln,1,0,1,0.54335496909,2016-12-21,bundesliga
143,Darmstadt,0,Hertha Berlin,2,1,1,0.659690823219,2016-12-21,bundesliga
144,Bayern Munich,0,Freiburg,0,0,2,0.526465318457,2017-01-20,bundesliga
145,Ingolstadt,0,Schalke 04,0,0,1,0.546812146194,2017-01-21,bundesliga
146,Hamburger SV,0,Wolfsburg,0,0,1,0.504180431639,2017-01-21,bundesliga
147,Hoffenheim,0,Augsburg,0,0,2,0.440046653494,2017-01-21,bundesliga
148,Dortmund,0,Werder Bremen,0,0,2,0.438227706044,2017-01-21,bundesliga
149,Monchengladb.,0,Darmstadt,0,0,2,0.416337362433,2017-01-21,bundesliga
150,Frankfurt,0,RB Leipzig,0,0,1,0.53632193298,2017-01-21,bundesliga
151,Hertha Berlin,0,Leverkusen,0,0,2,0.401593800718,2017-01-22,bundesliga
152,FC Koln,0,FSV Mainz 05,0,0,1,0.376034571298,2017-01-22,bundesliga
153,Frankfurt,0,Schalke 04,0,0,2,0.448509012234,2017-01-27,bundesliga
154,Hamburger SV,0,Ingolstadt,0,0,1,0.445746343004,2017-01-28,bundesliga
155,Bayern Munich,0,Werder Bremen,0,0,2,0.605190258565,2017-01-28,bundesliga
156,FC Koln,0,Darmstadt,0,0,2,0.562449082537,2017-01-28,bundesliga
157,Hoffenheim,0,RB Leipzig,0,0,1,0.52943691508,2017-01-28,bundesliga
158,Augsburg,0,Wolfsburg,0,0,1,0.433253285212,2017-01-28,bundesliga
159,Monchengladb.,0,Leverkusen,0,0,1,0.515779837269,2017-01-28,bundesliga
160,Hertha Berlin,0,Freiburg,0,0,2,0.373630480002,2017-01-29,bundesliga
161,Dortmund,0,FSV Mainz 05,0,0,2,0.394664117024,2017-01-29,bundesliga
162,Leverkusen,0,Hamburger SV,0,0,2,0.406694686031,2017-02-03,bundesliga
163,Freiburg,0,Monchengladb.,0,0,1,0.393629920079,2017-02-04,bundesliga
164,FSV Mainz 05,0,Hoffenheim,0,0,1,0.592499997357,2017-02-04,bundesliga
165,Schalke 04,0,Bayern Munich,0,0,1,0.656344096857,2017-02-04,bundesliga
166,Ingolstadt,0,Hertha Berlin,0,0,1,0.651038426261,2017-02-04,bundesliga
167,Wolfsburg,0,FC Koln,0,0,1,0.584737713982,2017-02-04,bundesliga
168,RB Leipzig,0,Dortmund,0,0,2,0.403815814846,2017-02-04,bundesliga
169,Werder Bremen,0,Augsburg,0,0,1,0.515012392536,2017-02-05,bundesliga
170,Darmstadt,0,Frankfurt,0,0,1,0.659932016637,2017-02-05,bundesliga
171,Augsburg,0,FSV Mainz 05,0,0,1,0.475319749913,2017-02-10,bundesliga
172,Hamburger SV,0,RB Leipzig,0,0,1,0.661551045232,2017-02-11,bundesliga
173,Monchengladb.,0,Werder Bremen,0,0,1,0.452372066075,2017-02-11,bundesliga
174,Bayern Munich,0,Ingolstadt,0,0,2,0.655543563019,2017-02-11,bundesliga
175,Dortmund,0,Darmstadt,0,0,2,0.582177888557,2017-02-11,bundesliga
176,Frankfurt,0,Leverkusen,0,0,2,0.394952939932,2017-02-11,bundesliga
177,Hertha Berlin,0,Schalke 04,0,0,2,0.454785529881,2017-02-11,bundesliga
178,Hoffenheim,0,Wolfsburg,0,0,2,0.481627412686,2017-02-12,bundesliga
179,FC Koln,0,Freiburg,0,0,1,0.404993672896,2017-02-12,bundesliga
180,Leverkusen,0,Augsburg,0,0,1,0.447393606183,2017-02-18,bundesliga
181,Werder Bremen,0,FSV Mainz 05,0,0,1,0.522941159363,2017-02-18,bundesliga
182,Ingolstadt,0,Frankfurt,0,0,1,0.650644931225,2017-02-18,bundesliga
183,RB Leipzig,0,Monchengladb.,0,0,2,0.57195829555,2017-02-18,bundesliga
184,Wolfsburg,0,Dortmund,0,0,1,0.608203564529,2017-02-18,bundesliga
185,Freiburg,0,Hamburger SV,0,0,2,0.434332857142,2017-02-18,bundesliga
186,Schalke 04,0,FC Koln,0,0,1,0.56533493192,2017-02-18,bundesliga
187,Bayern Munich,0,Hertha Berlin,0,0,2,0.426138218091,2017-02-18,bundesliga
188,Darmstadt,0,Hoffenheim,0,0,1,0.66333593476,2017-02-18,bundesliga
189,Hoffenheim,0,Schalke 04,0,0,2,0.456045383527,2017-02-25,bundesliga
190,Monchengladb.,0,Ingolstadt,0,0,1,0.406521484456,2017-02-25,bundesliga
191,Werder Bremen,0,Wolfsburg,0,0,1,0.482020848236,2017-02-25,bundesliga
192,Frankfurt,0,Hertha Berlin,0,0,1,0.469938044746,2017-02-25,bundesliga
193,Hamburger SV,0,Bayern Munich,0,0,1,0.673058275461,2017-02-25,bundesliga
194,Dortmund,0,Freiburg,0,0,1,0.375485405609,2017-02-25,bundesliga
195,FSV Mainz 05,0,Leverkusen,0,0,1,0.477600734511,2017-02-25,bundesliga
196,Augsburg,0,Darmstadt,0,0,2,0.465302361824,2017-02-25,bundesliga
197,FC Koln,0,RB Leipzig,0,0,1,0.571527090312,2017-02-25,bundesliga
198,Leverkusen,0,Dortmund,0,0,1,0.5701048324,2017-03-04,bundesliga
199,Bayern Munich,0,FC Koln,0,0,2,0.487441654086,2017-03-04,bundesliga
200,Wolfsburg,0,FSV Mainz 05,0,0,1,0.507583532492,2017-03-04,bundesliga
201,Freiburg,0,Frankfurt,0,0,1,0.568601072536,2017-03-04,bundesliga
202,Ingolstadt,0,Hoffenheim,0,0,1,0.654818700922,2017-03-04,bundesliga
203,Darmstadt,0,Werder Bremen,0,0,1,0.543210408243,2017-03-04,bundesliga
204,RB Leipzig,0,Augsburg,0,0,2,0.531131325985,2017-03-04,bundesliga
205,Hertha Berlin,0,Hamburger SV,0,0,2,0.534132534201,2017-03-04,bundesliga
206,Schalke 04,0,Monchengladb.,0,0,1,0.442070257297,2017-03-04,bundesliga
207,Augsburg,0,Schalke 04,0,0,1,0.457996975756,2017-03-11,bundesliga
208,FSV Mainz 05,0,Darmstadt,0,0,2,0.471669833116,2017-03-11,bundesliga
209,FC Koln,0,Ingolstadt,0,0,2,0.488497764186,2017-03-11,bundesliga
210,Frankfurt,0,Bayern Munich,0,0,1,0.570345706844,2017-03-11,bundesliga
211,Wolfsburg,0,RB Leipzig,0,0,1,0.651437215981,2017-03-11,bundesliga
212,Werder Bremen,0,Leverkusen,0,0,1,0.531995601378,2017-03-11,bundesliga
213,Hoffenheim,0,Freiburg,0,0,2,0.374344827737,2017-03-11,bundesliga
214,Monchengladb.,0,Hamburger SV,0,0,1,0.427821478955,2017-03-11,bundesliga
215,Dortmund,0,Hertha Berlin,0,0,1,0.484353015166,2017-03-11,bundesliga
216,Leverkusen,0,Hoffenheim,0,0,1,0.587714905317,2017-03-18,bundesliga
217,Hertha Berlin,0,FC Koln,0,0,1,0.418797838498,2017-03-18,bundesliga
218,Darmstadt,0,Wolfsburg,0,0,1,0.560129427003,2017-03-18,bundesliga
219,Schalke 04,0,FSV Mainz 05,0,0,1,0.484211929029,2017-03-18,bundesliga
220,Bayern Munich,0,Monchengladb.,0,0,2,0.616139447917,2017-03-18,bundesliga
221,Ingolstadt,0,Dortmund,0,0,1,0.646515038471,2017-03-18,bundesliga
222,RB Leipzig,0,Werder Bremen,0,0,2,0.560654288509,2017-03-18,bundesliga
223,Freiburg,0,Augsburg,0,0,1,0.429874706622,2017-03-18,bundesliga
224,Hamburger SV,0,Frankfurt,0,0,1,0.634145194271,2017-03-18,bundesliga
225,FSV Mainz 05,0,Ingolstadt,0,0,2,0.388405628327,2017-04-01,bundesliga
226,Darmstadt,0,RB Leipzig,0,0,1,0.676266494271,2017-04-01,bundesliga
227,Wolfsburg,0,Leverkusen,0,0,1,0.51608974992,2017-04-01,bundesliga
228,Werder Bremen,0,Freiburg,0,0,1,0.545755689956,2017-04-01,bundesliga
229,Monchengladb.,0,Frankfurt,0,0,1,0.614120614742,2017-04-01,bundesliga
230,FC Koln,0,Hamburger SV,0,0,2,0.477641014423,2017-04-01,bundesliga
231,Hoffenheim,0,Hertha Berlin,0,0,1,0.46202547482,2017-04-01,bundesliga
232,Dortmund,0,Schalke 04,0,0,2,0.417833513718,2017-04-01,bundesliga
233,Augsburg,0,Bayern Munich,0,0,1,0.654845985426,2017-04-01,bundesliga
234,Hertha Berlin,0,Monchengladb.,0,0,2,0.486323140631,2017-04-05,bundesliga
235,Ingolstadt,0,Augsburg,0,0,1,0.553794430863,2017-04-05,bundesliga
236,Frankfurt,0,FC Koln,0,0,1,0.421718337094,2017-04-05,bundesliga
237,Freiburg,0,Wolfsburg,0,0,1,0.394789257323,2017-04-05,bundesliga
238,Bayern Munich,0,Hoffenheim,0,0,2,0.42491285038,2017-04-05,bundesliga
239,Leverkusen,0,Darmstadt,0,0,2,0.500745148137,2017-04-05,bundesliga
240,Hamburger SV,0,Dortmund,0,0,1,0.629541901986,2017-04-05,bundesliga
241,Schalke 04,0,Werder Bremen,0,0,1,0.427918347841,2017-04-05,bundesliga
242,RB Leipzig,0,FSV Mainz 05,0,0,2,0.525743956929,2017-04-05,bundesliga
243,Wolfsburg,0,Schalke 04,0,0,1,0.491168127214,2017-04-08,bundesliga
244,Werder Bremen,0,Frankfurt,0,0,1,0.631764365991,2017-04-08,bundesliga
245,Augsburg,0,Hertha Berlin,0,0,1,0.594861324334,2017-04-08,bundesliga
246,Leverkusen,0,RB Leipzig,0,0,1,0.630543673659,2017-04-08,bundesliga
247,Monchengladb.,0,FC Koln,0,0,1,0.583812071748,2017-04-08,bundesliga
248,Darmstadt,0,Ingolstadt,0,0,1,0.510243417621,2017-04-08,bundesliga
249,Hoffenheim,0,Hamburger SV,0,0,2,0.535776405861,2017-04-08,bundesliga
250,FSV Mainz 05,0,Freiburg,0,0,1,0.492588813336,2017-04-08,bundesliga
251,Dortmund,0,Bayern Munich,0,0,1,0.578007742891,2017-04-08,bundesliga
252,Hertha Berlin,0,FSV Mainz 05,0,0,2,0.432403328663,2017-04-15,bundesliga
253,Frankfurt,0,Dortmund,0,0,1,0.451565218618,2017-04-15,bundesliga
254,Schalke 04,0,Darmstadt,0,0,2,0.449419555181,2017-04-15,bundesliga
255,Hamburger SV,0,Werder Bremen,0,0,1,0.488183210406,2017-04-15,bundesliga
256,Ingolstadt,0,Wolfsburg,0,0,1,0.525143862757,2017-04-15,bundesliga
257,Freiburg,0,RB Leipzig,0,0,1,0.622323305905,2017-04-15,bundesliga
258,Bayern Munich,0,Leverkusen,0,0,2,0.549537921688,2017-04-15,bundesliga
259,Monchengladb.,0,Hoffenheim,0,0,1,0.61923016822,2017-04-15,bundesliga
260,FC Koln,0,Augsburg,0,0,2,0.375641082868,2017-04-15,bundesliga
261,Dortmund,0,Monchengladb.,0,0,2,0.450636087799,2017-04-22,bundesliga
262,Augsburg,0,Frankfurt,0,0,1,0.593429056901,2017-04-22,bundesliga
263,Leverkusen,0,Freiburg,0,0,1,0.483307789174,2017-04-22,bundesliga
264,Wolfsburg,0,Hertha Berlin,0,0,1,0.616598204527,2017-04-22,bundesliga
265,Werder Bremen,0,Ingolstadt,0,0,1,0.419478608416,2017-04-22,bundesliga
266,Darmstadt,0,Hamburger SV,0,0,1,0.530937690041,2017-04-22,bundesliga
267,Hoffenheim,0,FC Koln,0,0,1,0.413505636821,2017-04-22,bundesliga
268,FSV Mainz 05,0,Bayern Munich,0,0,1,0.649821812928,2017-04-22,bundesliga
269,RB Leipzig,0,Schalke 04,0,0,2,0.544954714604,2017-04-22,bundesliga
270,Hamburger SV,0,Augsburg,0,0,1,0.533500144806,2017-04-29,bundesliga
271,Schalke 04,0,Leverkusen,0,0,1,0.493748799105,2017-04-29,bundesliga
272,Frankfurt,0,Hoffenheim,0,0,1,0.475057255976,2017-04-29,bundesliga
273,FC Koln,0,Dortmund,0,0,1,0.496388871068,2017-04-29,bundesliga
274,Hertha Berlin,0,Werder Bremen,0,0,2,0.474397737311,2017-04-29,bundesliga
275,Bayern Munich,0,Wolfsburg,0,0,2,0.611197596259,2017-04-29,bundesliga
276,Monchengladb.,0,FSV Mainz 05,0,0,1,0.507607997807,2017-04-29,bundesliga
277,Ingolstadt,0,RB Leipzig,0,0,1,0.675986631541,2017-04-29,bundesliga
278,Freiburg,0,Darmstadt,0,0,2,0.525271838698,2017-04-29,bundesliga
279,Hoffenheim,0,Dortmund,0,0,1,0.443486866305,2017-05-06,bundesliga
280,Schalke 04,0,Freiburg,0,0,1,0.508003558649,2017-05-06,bundesliga
281,Augsburg,0,Monchengladb.,0,0,1,0.432459015996,2017-05-06,bundesliga
282,Werder Bremen,0,FC Koln,0,0,1,0.600661622155,2017-05-06,bundesliga
283,Darmstadt,0,Bayern Munich,0,0,1,0.682977405647,2017-05-06,bundesliga
284,Leverkusen,0,Ingolstadt,0,0,2,0.419355813729,2017-05-06,bundesliga
285,FSV Mainz 05,0,Hamburger SV,0,0,1,0.383959124568,2017-05-06,bundesliga
286,RB Leipzig,0,Hertha Berlin,0,0,1,0.392033737019,2017-05-06,bundesliga
287,Wolfsburg,0,Frankfurt,0,0,1,0.615580970997,2017-05-06,bundesliga
288,Ingolstadt,0,Freiburg,0,0,1,0.576790356183,2017-05-13,bundesliga
289,Frankfurt,0,FSV Mainz 05,0,0,2,0.425934734372,2017-05-13,bundesliga
290,Hamburger SV,0,Schalke 04,0,0,1,0.526289067214,2017-05-13,bundesliga
291,FC Koln,0,Leverkusen,0,0,1,0.388384551565,2017-05-13,bundesliga
292,Hertha Berlin,0,Darmstadt,0,0,2,0.608911882523,2017-05-13,bundesliga
293,Hoffenheim,0,Werder Bremen,0,0,2,0.47556590235,2017-05-13,bundesliga
294,Dortmund,0,Augsburg,0,0,2,0.401395472004,2017-05-13,bundesliga
295,Monchengladb.,0,Wolfsburg,0,0,1,0.467658915674,2017-05-13,bundesliga
296,Bayern Munich,0,RB Leipzig,0,0,1,0.421464974432,2017-05-13,bundesliga
297,Werder Bremen,0,Dortmund,0,0,1,0.623940014271,2017-05-20,bundesliga
298,RB Leipzig,0,Frankfurt,0,0,1,0.389065319542,2017-05-20,bundesliga
299,Darmstadt,0,Monchengladb.,0,0,1,0.561096731979,2017-05-20,bundesliga
300,Leverkusen,0,Hertha Berlin,0,0,1,0.583367906297,2017-05-20,bundesliga
301,FSV Mainz 05,0,FC Koln,0,0,1,0.551198779029,2017-05-20,bundesliga
302,Wolfsburg,0,Hamburger SV,0,0,1,0.426953664662,2017-05-20,bundesliga
303,Schalke 04,0,Ingolstadt,0,0,1,0.380860361067,2017-05-20,bundesliga
304,Freiburg,0,Bayern Munich,0,0,1,0.64622719317,2017-05-20,bundesliga
305,Augsburg,0,Hoffenheim,0,0,1,0.599188281854,2017-05-20,bundesliga
306,Osasuna,1,Malaga,1,0,1,0.622145249452,2016-08-19,primera-division
307,Eibar,1,Deportivo,2,1,2,0.392694612359,2016-08-19,primera-division
308,Real Betis,2,FC Barcelona,6,1,1,0.634556409091,2016-08-20,primera-division
309,Villarreal,1,Granada,1,0,2,0.566317022689,2016-08-20,primera-division
