Season_Yr,Visitor_Team,Home_Team,Home_Team_PTS,Visitor_Team_PTS
2015,Detroit Pistons,Dallas Mavericks,108,95
2015,Orlando Magic,Denver Nuggets,90,93
2015,Indiana Pacers,Golden State Warriors,102,117
2015,Los Angeles Lakers,Los Angeles Clippers,89,114
2015,Phoenix Suns,Minnesota Timberwolves,113,111
2015,Milwaukee Bucks,Philadelphia 76ers,97,77
2015,Oklahoma City Thunder,Sacramento Kings,83,104
2015,New York Knicks,Washington Wizards,91,101
2015,Houston Rockets,New York Knicks,120,96
2015,Miami Heat,Portland Trail Blazers,83,99
2015,Charlotte Hornets,Toronto Raptors,103,95
2015,Philadelphia 76ers,Brooklyn Nets,90,88
2015,Atlanta Hawks,Detroit Pistons,106,103
2015,Cleveland Cavaliers,Golden State Warriors,94,112
2015,Boston Celtics,Indiana Pacers,103,107
2015,Orlando Magic,Los Angeles Lakers,84,101
2015,Minnesota Timberwolves,Milwaukee Bucks,84,98
2015,Memphis Grizzlies,New Orleans Pelicans,95,106
2015,Utah Jazz,Oklahoma City Thunder,94,99
2015,Denver Nuggets,Sacramento Kings,118,108
2015,Phoenix Suns,San Antonio Spurs,95,100
2015,Chicago Bulls,Washington Wizards,86,102
2015,Milwaukee Bucks,Chicago Bulls,87,95
2015,Brooklyn Nets,Detroit Pistons,93,98
2015,Utah Jazz,Houston Rockets,82,97
2015,Dallas Mavericks,Los Angeles Clippers,100,120
2015,San Antonio Spurs,Minnesota Timberwolves,108,93
2015,Charlotte Hornets,New York Knicks,110,82
2015,Indiana Pacers,Philadelphia 76ers,92,93
2015,Orlando Magic,Portland Trail Blazers,92,103
2015,Boston Celtics,Toronto Raptors,96,109
2015,Washington Wizards,Atlanta Hawks,89,120
2015,Miami Heat,Los Angeles Clippers,104,90
2015,Portland Trail Blazers,Los Angeles Lakers,106,94
2015,Phoenix Suns,Memphis Grizzlies,110,122
2015,Cleveland Cavaliers,Sacramento Kings,84,103
2015,New Orleans Pelicans,Boston Celtics,100,108
2015,Houston Rockets,Brooklyn Nets,113,99
2015,Orlando Magic,Chicago Bulls,121,114
2015,Detroit Pistons,Toronto Raptors,114,111
2015,Minnesota Timberwolves,Indiana Pacers,110,101
2015,Miami Heat,Los Angeles Lakers,78,75
2015,Atlanta Hawks,Philadelphia 76ers,105,87
2015,Cleveland Cavaliers,Phoenix Suns,100,107
2015,Dallas Mavericks,Sacramento Kings,108,104
2015,Golden State Warriors,Utah Jazz,116,105
2015,San Antonio Spurs,Washington Wizards,93,101
2015,Atlanta Hawks,Boston Celtics,105,91
2015,Memphis Grizzlies,Brooklyn Nets,103,92
2015,Washington Wizards,Chicago Bulls,105,99
2015,San Antonio Spurs,Charlotte Hornets,98,93
2015,Dallas Mavericks,Denver Nuggets,107,114
2015,New Orleans Pelicans,Detroit Pistons,105,94
2015,Miami Heat,Golden State Warriors,89,104
2015,Houston Rockets,Orlando Magic,113,120
2015,Los Angeles Clippers,Portland Trail Blazers,100,94
2015,Philadelphia 76ers,Toronto Raptors,84,100
2015,Oklahoma City Thunder,Houston Rockets,101,112
2015,Cleveland Cavaliers,Los Angeles Lakers,109,102
2015,New York Knicks,Milwaukee Bucks,79,95
2015,Chicago Bulls,Boston Celtics,119,103
2015,Denver Nuggets,Dallas Mavericks,89,97
2015,Detroit Pistons,Indiana Pacers,98,96
2015,Cleveland Cavaliers,Los Angeles Clippers,126,121
2015,Golden State Warriors,Oklahoma City Thunder,115,127
2015,Memphis Grizzlies,Orlando Magic,106,96
2015,New Orleans Pelicans,Philadelphia 76ers,81,96
2015,Minnesota Timberwolves,Phoenix Suns,99,110
2015,Miami Heat,Sacramento Kings,95,83
2015,Portland Trail Blazers,San Antonio Spurs,96,110
2015,Atlanta Hawks,Toronto Raptors,110,89
2015,Los Angeles Lakers,Utah Jazz,85,94
2015,Brooklyn Nets,Washington Wizards,102,80
2015,Washington Wizards,Brooklyn Nets,99,90
2015,Atlanta Hawks,Chicago Bulls,107,99
2015,Indiana Pacers,Charlotte Hornets,71,80
2015,Minnesota Timberwolves,Denver Nuggets,113,105
2015,Philadelphia 76ers,Detroit Pistons,89,107
2015,Golden State Warriors,Houston Rockets,131,106
2015,Portland Trail Blazers,Memphis Grizzlies,98,102
2015,Los Angeles Clippers,Sacramento Kings,117,108
2015,Oklahoma City Thunder,Orlando Magic,127,99
2015,Utah Jazz,San Antonio Spurs,69,89
2015,New Orleans Pelicans,Toronto Raptors,95,93
2015,Detroit Pistons,Atlanta Hawks,82,93
2015,Minnesota Timberwolves,Charlotte Hornets,80,105
2015,Chicago Bulls,Cleveland Cavaliers,94,108
2015,Denver Nuggets,Golden State Warriors,79,122
2015,Indiana Pacers,Houston Rockets,98,110
2015,Boston Celtics,Los Angeles Clippers,93,102
2015,Dallas Mavericks,Memphis Grizzlies,103,95
2015,Toronto Raptors,Milwaukee Bucks,92,89
2015,New Orleans Pelicans,New York Knicks,92,99
2015,Los Angeles Lakers,Phoenix Suns,100,115
2015,Sacramento Kings,Portland Trail Blazers,94,98
2015,Philadelphia 76ers,Washington Wizards,76,111
2015,San Antonio Spurs,Denver Nuggets,109,99
2015,Oklahoma City Thunder,Miami Heat,94,86
2015,Indiana Pacers,Atlanta Hawks,91,110
2015,Miami Heat,Charlotte Hornets,76,78
2015,Utah Jazz,Cleveland Cavaliers,92,106
2015,Orlando Magic,Detroit Pistons,118,128
2015,Houston Rockets,Golden State Warriors,113,126
2015,Toronto Raptors,Memphis Grizzlies,86,92
2015,Dallas Mavericks,Minnesota Timberwolves,98,75
2015,Los Angeles Lakers,New Orleans Pelicans,80,96
2015,New York Knicks,Philadelphia 76ers,98,91
2015,Portland Trail Blazers,Phoenix Suns,113,118
2015,Brooklyn Nets,Sacramento Kings,103,100
2015,Oklahoma City Thunder,Washington Wizards,105,103
2015,San Antonio Spurs,Chicago Bulls,81,104
2015,Brooklyn Nets,Los Angeles Clippers,84,123
2015,Utah Jazz,Milwaukee Bucks,101,99
2015,Boston Celtics,Portland Trail Blazers,90,89
2015,Oklahoma City Thunder,Atlanta Hawks,93,103
2015,Charlotte Hornets,Cleveland Cavaliers,90,129
2015,Chicago Bulls,Dallas Mavericks,102,98
2015,Boston Celtics,Denver Nuggets,100,99
2015,Sacramento Kings,Golden State Warriors,101,126
2015,Indiana Pacers,Miami Heat,87,89
2015,New Orleans Pelicans,Minnesota Timberwolves,92,84
2015,Orlando Magic,New York Knicks,106,113
2015,Toronto Raptors,Philadelphia 76ers,91,86
2015,Houston Rockets,Phoenix Suns,113,111
2015,Los Angeles Lakers,San Antonio Spurs,85,99
2015,New York Knicks,Charlotte Hornets,71,76
2015,Philadelphia 76ers,Memphis Grizzlies,83,101
2015,Detroit Pistons,Milwaukee Bucks,86,101
2015,Washington Wizards,Portland Trail Blazers,96,103
2015,Brooklyn Nets,Utah Jazz,73,108
2015,Minnesota Timberwolves,Atlanta Hawks,100,112
2015,Miami Heat,Chicago Bulls,96,84
2015,Oklahoma City Thunder,Cleveland Cavaliers,98,108
2015,Washington Wizards,Denver Nuggets,117,115
2015,Boston Celtics,Golden State Warriors,111,114
2015,Houston Rockets,Los Angeles Lakers,99,87
2015,Dallas Mavericks,New Orleans Pelicans,106,109
2015,Indiana Pacers,Orlando Magic,106,99
2015,Los Angeles Clippers,Phoenix Suns,120,100
2015,Milwaukee Bucks,San Antonio Spurs,95,101
2015,Detroit Pistons,Toronto Raptors,110,114
2015,Denver Nuggets,Los Angeles Clippers,98,102
2015,Orlando Magic,Memphis Grizzlies,94,103
2015,Philadelphia 76ers,New Orleans Pelicans,74,99
2015,Minnesota Timberwolves,Oklahoma City Thunder,84,92
2015,Boston Celtics,Utah Jazz,99,90
2015,Memphis Grizzlies,Dallas Mavericks,109,90
2015,Cleveland Cavaliers,Detroit Pistons,103,95
2015,Chicago Bulls,Golden State Warriors,113,111
2015,Toronto Raptors,Indiana Pacers,104,91
2015,Washington Wizards,Los Angeles Lakers,98,92
2015,Milwaukee Bucks,Miami Heat,109,102
2015,Brooklyn Nets,Atlanta Hawks,102,113
2015,Portland Trail Blazers,Cleveland Cavaliers,94,99
2015,Dallas Mavericks,Houston Rockets,94,99
2015,Boston Celtics,Minnesota Timberwolves,98,110
2015,Denver Nuggets,New Orleans Pelicans,93,85
2015,Oklahoma City Thunder,New York Knicks,92,100
2015,Detroit Pistons,Philadelphia 76ers,69,89
2015,Washington Wizards,Phoenix Suns,98,106
2015,Charlotte Hornets,San Antonio Spurs,86,95
2015,Sacramento Kings,Toronto Raptors,102,119
2015,Los Angeles Clippers,Utah Jazz,94,89
2015,New York Knicks,Indiana Pacers,82,103
2015,Chicago Bulls,Los Angeles Lakers,118,123
2015,Denver Nuggets,Memphis Grizzlies,69,99
2015,Milwaukee Bucks,Orlando Magic,115,100
2015,Portland Trail Blazers,Atlanta Hawks,99,105
2015,Houston Rockets,Boston Celtics,93,87
2015,Toronto Raptors,Brooklyn Nets,127,122
2015,Sacramento Kings,Cleveland Cavaliers,90,101
2015,Dallas Mavericks,Miami Heat,93,72
2015,Los Angeles Clippers,New Orleans Pelicans,103,108
2015,Minnesota Timberwolves,Philadelphia 76ers,94,103
2015,Chicago Bulls,Phoenix Suns,93,99
2015,Golden State Warriors,Utah Jazz,100,110
2015,Philadelphia 76ers,Atlanta Hawks,85,91
2015,Charlotte Hornets,Denver Nuggets,104,86
2015,Houston Rockets,Detroit Pistons,101,114
2015,Phoenix Suns,Golden State Warriors,87,106
2015,Sacramento Kings,Indiana Pacers,99,94
2015,Oklahoma City Thunder,Memphis Grizzlies,74,85
2015,Portland Trail Blazers,Milwaukee Bucks,88,95
2015,Cleveland Cavaliers,Minnesota Timberwolves,106,90
2015,Dallas Mavericks,Orlando Magic,108,93
2015,Los Angeles Clippers,San Antonio Spurs,105,85
2015,Toronto Raptors,Washington Wizards,120,116
2015,Miami Heat,Boston Celtics,83,75
2015,Los Angeles Lakers,New York Knicks,80,92
2015,Los Angeles Clippers,Brooklyn Nets,100,102
2015,Philadelphia 76ers,Cleveland Cavaliers,84,97
2015,Minnesota Timberwolves,Dallas Mavericks,94,100
2015,Atlanta Hawks,New Orleans Pelicans,100,115
2015,Orlando Magic,Oklahoma City Thunder,97,104
2015,Memphis Grizzlies,Phoenix Suns,102,101
2015,Milwaukee Bucks,Toronto Raptors,82,75
2015,Charlotte Hornets,Washington Wizards,92,88
2015,Miami Heat,Detroit Pistons,91,108
2015,Boston Celtics,New York Knicks,108,97
2015,Denver Nuggets,Philadelphia 76ers,98,105
2015,Utah Jazz,Portland Trail Blazers,102,103
2015,Golden State Warriors,Sacramento Kings,121,96
2015,Washington Wizards,Atlanta Hawks,96,105
2015,Denver Nuggets,Boston Celtics,100,104
2015,Dallas Mavericks,Golden State Warriors,114,128
2015,Chicago Bulls,Houston Rockets,90,101
2015,Detroit Pistons,Indiana Pacers,109,114
2015,Los Angeles Lakers,Milwaukee Bucks,105,113
2015,Miami Heat,Minnesota Timberwolves,101,102
2015,Oklahoma City Thunder,New Orleans Pelicans,102,91
2015,Orlando Magic,San Antonio Spurs,103,110
2015,Brooklyn Nets,Toronto Raptors,109,93
2015,Memphis Grizzlies,Utah Jazz,100,90
2015,Washington Wizards,Charlotte Hornets,87,94
2015,Los Angeles Clippers,Cleveland Cavaliers,94,105
2015,Phoenix Suns,Portland Trail Blazers,87,108
2015,Dallas Mavericks,Sacramento Kings,101,78
2015,Golden State Warriors,Atlanta Hawks,116,124
2015,Philadelphia 76ers,Boston Celtics,96,107
2015,New York Knicks,Brooklyn Nets,88,92
2015,Denver Nuggets,Detroit Pistons,88,98
2015,Milwaukee Bucks,Houston Rockets,111,117
2015,Cleveland Cavaliers,Indiana Pacers,99,103
2015,Memphis Grizzlies,Minnesota Timberwolves,89,90
2015,New Orleans Pelicans,Oklahoma City Thunder,116,113
2015,Los Angeles Lakers,Orlando Magic,97,103
2015,Utah Jazz,Phoenix Suns,93,100
2015,Miami Heat,San Antonio Spurs,85,98
2015,Los Angeles Clippers,Toronto Raptors,107,123
2015,Portland Trail Blazers,Dallas Mavericks,101,111
2015,Boston Celtics,Milwaukee Bucks,93,96
2015,Chicago Bulls,New Orleans Pelicans,107,72
2015,Golden State Warriors,New York Knicks,106,92
2015,Charlotte Hornets,Philadelphia 76ers,81,89
2015,Sacramento Kings,Utah Jazz,90,102
2015,Brooklyn Nets,Washington Wizards,77,114
2015,Indiana Pacers,Charlotte Hornets,103,102
2015,Los Angeles Lakers,Cleveland Cavaliers,105,120
2015,Minnesota Timberwolves,Detroit Pistons,112,101
2015,Portland Trail Blazers,Houston Rockets,109,98
2015,Atlanta Hawks,Memphis Grizzlies,88,94
2015,Los Angeles Clippers,Oklahoma City Thunder,108,131
2015,Chicago Bulls,Orlando Magic,98,97
2015,Phoenix Suns,Sacramento Kings,83,85
2015,San Antonio Spurs,Toronto Raptors,82,87
2015,Los Angeles Clippers,Dallas Mavericks,115,98
2015,Oklahoma City Thunder,Denver Nuggets,124,114
2015,San Antonio Spurs,Indiana Pacers,95,93
2015,New York Knicks,Miami Heat,95,109
2015,Brooklyn Nets,Milwaukee Bucks,97,103
2015,Atlanta Hawks,Minnesota Timberwolves,117,105
2015,Utah Jazz,New Orleans Pelicans,100,96
2015,Golden State Warriors,Philadelphia 76ers,89,84
2015,Orlando Magic,Washington Wizards,80,96
2015,Sacramento Kings,Chicago Bulls,86,104
2015,Detroit Pistons,Charlotte Hornets,106,78
2015,Denver Nuggets,Los Angeles Lakers,106,96
2015,Brooklyn Nets,Memphis Grizzlies,86,95
2015,Houston Rockets,Phoenix Suns,127,118
2015,Atlanta Hawks,Boston Celtics,88,89
2015,Miami Heat,Cleveland Cavaliers,93,113
2015,Utah Jazz,Dallas Mavericks,82,87
2015,San Antonio Spurs,Detroit Pistons,104,87
2015,Houston Rockets,Los Angeles Clippers,95,110
2015,Sacramento Kings,Milwaukee Bucks,103,111
2015,Golden State Warriors,Minnesota Timberwolves,94,91
2015,Indiana Pacers,New Orleans Pelicans,106,93
2015,Memphis Grizzlies,Oklahoma City Thunder,89,105
2015,New York Knicks,Orlando Magic,83,89
2015,Los Angeles Lakers,Portland Trail Blazers,86,102
2015,Washington Wizards,Toronto Raptors,93,95
2015,Cleveland Cavaliers,Chicago Bulls,98,113
2015,San Antonio Spurs,Los Angeles Clippers,115,119
2015,Dallas Mavericks,Oklahoma City Thunder,89,104
2015,Toronto Raptors,Atlanta Hawks,105,80
2015,Houston Rockets,Dallas Mavericks,100,111
2015,Chicago Bulls,Detroit Pistons,91,100
2015,San Antonio Spurs,Golden State Warriors,99,110
2015,Brooklyn Nets,Los Angeles Lakers,114,105
2015,Denver Nuggets,Milwaukee Bucks,81,89
2015,Phoenix Suns,Minnesota Timberwolves,109,111
2015,Miami Heat,New York Knicks,111,87
2015,New Orleans Pelicans,Orlando Magic,84,95
2015,Indiana Pacers,Philadelphia 76ers,106,95
2015,Boston Celtics,Sacramento Kings,101,109
2015,Portland Trail Blazers,Utah Jazz,76,92
2015,Cleveland Cavaliers,Washington Wizards,127,89
2015,Phoenix Suns,Chicago Bulls,107,112
2015,Oklahoma City Thunder,Charlotte Hornets,110,103
2015,Toronto Raptors,Houston Rockets,76,98
2015,Sacramento Kings,Los Angeles Clippers,99,126
2015,New Orleans Pelicans,Miami Heat,105,91
2015,Charlotte Hornets,Dallas Mavericks,81,92
2015,Washington Wizards,Detroit Pistons,89,106
2015,Golden State Warriors,Indiana Pacers,98,104
2015,Boston Celtics,Los Angeles Lakers,111,118
2015,Atlanta Hawks,Milwaukee Bucks,97,86
2015,Cleveland Cavaliers,New York Knicks,101,83
2015,Denver Nuggets,Oklahoma City Thunder,94,119
2015,Philadelphia 76ers,Orlando Magic,98,103
2015,Memphis Grizzlies,Portland Trail Blazers,98,92
2015,Milwaukee Bucks,Chicago Bulls,71,87
2015,Brooklyn Nets,Denver Nuggets,110,82
2015,Minnesota Timberwolves,Houston Rockets,102,113
2015,Memphis Grizzlies,Los Angeles Clippers,90,87
2015,Philadelphia 76ers,Miami Heat,108,119
2015,Toronto Raptors,New Orleans Pelicans,97,100
2015,Boston Celtics,Phoenix Suns,115,110
2015,San Antonio Spurs,Utah Jazz,81,90
2015,Toronto Raptors,Dallas Mavericks,92,99
2015,Cleveland Cavaliers,Detroit Pistons,102,93
2015,Indiana Pacers,Oklahoma City Thunder,92,105
2015,Golden State Warriors,Washington Wizards,114,107
2015,Dallas Mavericks,Atlanta Hawks,87,104
2015,New York Knicks,Boston Celtics,94,115
2015,Charlotte Hornets,Chicago Bulls,98,86
2015,Phoenix Suns,Denver Nuggets,110,96
2015,Los Angeles Clippers,Houston Rockets,105,110
2015,Philadelphia 76ers,Milwaukee Bucks,88,104
2015,Washington Wizards,Minnesota Timberwolves,77,97
2015,Brooklyn Nets,New Orleans Pelicans,96,102
2015,Miami Heat,Orlando Magic,93,90
2015,San Antonio Spurs,Portland Trail Blazers,95,111
2015,Memphis Grizzlies,Sacramento Kings,90,102
2015,Los Angeles Lakers,Utah Jazz,100,97
2015,Golden State Warriors,Cleveland Cavaliers,99,110
2015,Oklahoma City Thunder,Phoenix Suns,113,117
2015,Orlando Magic,Atlanta Hawks,88,95
2015,Charlotte Hornets,Boston Celtics,98,106
2015,Minnesota Timberwolves,Chicago Bulls,89,96
2015,Utah Jazz,Denver Nuggets,104,82
2015,New York Knicks,Detroit Pistons,121,115
2015,Brooklyn Nets,Houston Rockets,98,102
2015,Cleveland Cavaliers,Indiana Pacers,86,93
2015,Milwaukee Bucks,Los Angeles Lakers,93,101
2015,Los Angeles Clippers,Memphis Grizzlies,97,79
2015,Miami Heat,New Orleans Pelicans,102,104
2015,Washington Wizards,Philadelphia 76ers,81,89
2015,Oklahoma City Thunder,Portland Trail Blazers,112,115
2015,San Antonio Spurs,Sacramento Kings,107,96
2015,Golden State Warriors,Toronto Raptors,113,89
2015,Brooklyn Nets,Dallas Mavericks,104,94
2015,Atlanta Hawks,Miami Heat,93,91
2015,Memphis Grizzlies,Minnesota Timberwolves,101,97
2015,Toronto Raptors,New York Knicks,98,103
2015,San Antonio Spurs,Phoenix Suns,101,74
2015,Milwaukee Bucks,Utah Jazz,75,82
2015,Detroit Pistons,Washington Wizards,95,99
2015,Golden State Warriors,Boston Celtics,106,101
2015,Los Angeles Clippers,Chicago Bulls,96,86
2015,New Orleans Pelicans,Denver Nuggets,99,92
2015,Cleveland Cavaliers,Houston Rockets,103,105
2015,Philadelphia 76ers,Indiana Pacers,74,94
2015,Oklahoma City Thunder,Los Angeles Lakers,108,101
2015,Charlotte Hornets,Orlando Magic,98,83
2015,Portland Trail Blazers,Sacramento Kings,110,99
2015,Golden State Warriors,Brooklyn Nets,108,110
2015,New Orleans Pelicans,Dallas Mavericks,93,102
2015,Phoenix Suns,Miami Heat,98,115
2015,Los Angeles Clippers,Minnesota Timberwolves,110,105
2015,Toronto Raptors,Philadelphia 76ers,114,103
2015,Houston Rockets,Atlanta Hawks,96,104
2015,Washington Wizards,Chicago Bulls,92,97
2015,Los Angeles Lakers,Charlotte Hornets,103,104
2015,Boston Celtics,Cleveland Cavaliers,79,110
2015,Milwaukee Bucks,Denver Nuggets,95,106
2015,Utah Jazz,Memphis Grizzlies,93,82
2015,Sacramento Kings,New York Knicks,124,86
2015,Utah Jazz,Boston Celtics,84,85
2015,Charlotte Hornets,Brooklyn Nets,115,91
2015,Milwaukee Bucks,Golden State Warriors,93,102
2015,Memphis Grizzlies,Houston Rockets,102,100
2015,New York Knicks,Indiana Pacers,82,105
2015,Portland Trail Blazers,Los Angeles Clippers,98,93
2015,Los Angeles Lakers,Miami Heat,94,100
2015,Denver Nuggets,Minnesota Timberwolves,100,85
2015,Detroit Pistons,New Orleans Pelicans,85,88
2015,Philadelphia 76ers,Oklahoma City Thunder,118,123
2015,Phoenix Suns,Orlando Magic,105,100
2015,Sacramento Kings,San Antonio Spurs,85,112
2015,Cleveland Cavaliers,Toronto Raptors,120,112
2015,Oklahoma City Thunder,Chicago Bulls,105,108
2015,Dallas Mavericks,Portland Trail Blazers,75,94
2015,Cleveland Cavaliers,Atlanta Hawks,97,106
2015,Phoenix Suns,Brooklyn Nets,108,100
2015,Toronto Raptors,Charlotte Hornets,94,103
2015,Dallas Mavericks,Golden State Warriors,89,104
2015,Detroit Pistons,Houston Rockets,93,103
2015,Chicago Bulls,Indiana Pacers,84,98
2015,Los Angeles Lakers,Memphis Grizzlies,90,97
2015,Boston Celtics,New Orleans Pelicans,104,98
2015,Sacramento Kings,Orlando Magic,114,119
2015,Utah Jazz,Philadelphia 76ers,89,83
2015,Denver Nuggets,San Antonio Spurs,111,120
2015,Miami Heat,Washington Wizards,97,99
2015,Phoenix Suns,Cleveland Cavaliers,79,89
2015,Houston Rockets,Denver Nuggets,114,100
2015,Sacramento Kings,Miami Heat,109,114
2015,Washington Wizards,Milwaukee Bucks,85,91
2015,Portland Trail Blazers,Minnesota Timberwolves,113,121
2015,Memphis Grizzlies,New Orleans Pelicans,89,95
2015,Indiana Pacers,New York Knicks,92,86
2015,Atlanta Hawks,Philadelphia 76ers,84,92
2015,Utah Jazz,Brooklyn Nets,95,88
2015,Charlotte Hornets,Detroit Pistons,108,101
2015,Los Angeles Clippers,Golden State Warriors,98,106
2015,Dallas Mavericks,Los Angeles Lakers,100,93
2015,Toronto Raptors,Oklahoma City Thunder,104,108
2015,Boston Celtics,Orlando Magic,98,103
2015,Chicago Bulls,San Antonio Spurs,105,116
2015,Sacramento Kings,Atlanta Hawks,105,130
2015,Memphis Grizzlies,Chicago Bulls,101,91
2015,Washington Wizards,Charlotte Hornets,95,69
2015,New York Knicks,Denver Nuggets,78,106
2015,Minnesota Timberwolves,Los Angeles Clippers,76,89
2015,Boston Celtics,Miami Heat,100,90
2015,New Orleans Pelicans,Milwaukee Bucks,114,103
2015,Golden State Warriors,Phoenix Suns,98,80
2015,New Orleans Pelicans,Brooklyn Nets,111,91
2015,Cleveland Cavaliers,Dallas Mavericks,127,94
2015,Orlando Magic,Indiana Pacers,86,118
2015,Detroit Pistons,Los Angeles Lakers,85,93
2015,Toronto Raptors,San Antonio Spurs,107,117
2015,New York Knicks,Utah Jazz,82,87
2015,Memphis Grizzlies,Boston Celtics,92,95
2015,Sacramento Kings,Charlotte Hornets,113,106
2015,Atlanta Hawks,Denver Nuggets,102,115
2015,Detroit Pistons,Golden State Warriors,98,105
2015,Brooklyn Nets,Miami Heat,98,104
2015,Orlando Magic,Milwaukee Bucks,91,97
2015,Los Angeles Clippers,Oklahoma City Thunder,120,108
2015,Chicago Bulls,Philadelphia 76ers,104,95
2015,Minnesota Timberwolves,Phoenix Suns,97,106
2015,Houston Rockets,Portland Trail Blazers,100,105
2015,Milwaukee Bucks,Indiana Pacers,103,109
2015,New York Knicks,Los Angeles Lakers,101,94
2015,Cleveland Cavaliers,San Antonio Spurs,128,125
2015,Houston Rockets,Utah Jazz,91,109
2015,Memphis Grizzlies,Washington Wizards,87,107
2015,Orlando Magic,Boston Celtics,88,95
2015,Chicago Bulls,Charlotte Hornets,91,101
2015,Los Angeles Clippers,Dallas Mavericks,99,129
2015,Golden State Warriors,Denver Nuggets,103,114
2015,Minnesota Timberwolves,Oklahoma City Thunder,99,113
2015,Sacramento Kings,Philadelphia 76ers,107,114
2015,Atlanta Hawks,Phoenix Suns,96,87
2015,Detroit Pistons,Portland Trail Blazers,99,118
2015,Miami Heat,Toronto Raptors,92,102
2015,New York Knicks,Golden State Warriors,94,125
2015,Boston Celtics,Indiana Pacers,93,89
2015,Milwaukee Bucks,Memphis Grizzlies,83,96
2015,Brooklyn Nets,Philadelphia 76ers,94,87
2015,Detroit Pistons,Utah Jazz,85,88
2015,Sacramento Kings,Washington Wizards,97,113
2015,Houston Rockets,Los Angeles Clippers,100,98
2015,Atlanta Hawks,Los Angeles Lakers,91,86
2015,Denver Nuggets,New Orleans Pelicans,118,111
2015,Chicago Bulls,Oklahoma City Thunder,100,109
2015,Cleveland Cavaliers,Orlando Magic,123,108
2015,New York Knicks,Phoenix Suns,89,102
2015,Minnesota Timberwolves,San Antonio Spurs,97,123
2015,Portland Trail Blazers,Toronto Raptors,113,97
2015,Philadelphia 76ers,Boston Celtics,89,108
2015,Oklahoma City Thunder,Dallas Mavericks,115,119
2015,Los Angeles Lakers,Golden State Warriors,105,108
2015,Toronto Raptors,Indiana Pacers,117,98
2015,Denver Nuggets,Memphis Grizzlies,81,92
2015,Cleveland Cavaliers,Miami Heat,92,106
2015,Brooklyn Nets,Minnesota Timberwolves,122,106
2015,Atlanta Hawks,Sacramento Kings,110,103
2015,Charlotte Hornets,Utah Jazz,66,94
2015,Portland Trail Blazers,Washington Wizards,97,105
2015,Memphis Grizzlies,Detroit Pistons,95,105
2015,Orlando Magic,Houston Rockets,94,107
2015,Charlotte Hornets,Los Angeles Clippers,92,99
2015,Milwaukee Bucks,New Orleans Pelicans,84,85
2015,San Antonio Spurs,New York Knicks,100,104
2015,Indiana Pacers,Chicago Bulls,86,103
2015,Brooklyn Nets,Cleveland Cavaliers,92,117
2015,Orlando Magic,Dallas Mavericks,102,107
2015,Atlanta Hawks,Golden State Warriors,95,114
2015,Portland Trail Blazers,Miami Heat,104,108
2015,San Antonio Spurs,Milwaukee Bucks,114,103
2015,Boston Celtics,Oklahoma City Thunder,118,122
2015,Detroit Pistons,Philadelphia 76ers,83,94
2015,Los Angeles Clippers,Sacramento Kings,116,105
2015,Minnesota Timberwolves,Toronto Raptors,100,105
2015,Washington Wizards,Utah Jazz,88,84
2015,Denver Nuggets,Houston Rockets,108,118
2015,Utah Jazz,Los Angeles Lakers,80,73
2015,Minnesota Timberwolves,New York Knicks,95,92
2015,New Orleans Pelicans,Phoenix Suns,72,74
2015,Milwaukee Bucks,Brooklyn Nets,127,129
2015,Toronto Raptors,Chicago Bulls,92,108
2015,Indiana Pacers,Cleveland Cavaliers,92,95
2015,Memphis Grizzlies,Dallas Mavericks,112,101
2015,New Orleans Pelicans,Golden State Warriors,96,112
2015,Washington Wizards,Los Angeles Clippers,99,113
2015,Denver Nuggets,Miami Heat,91,108
2015,Atlanta Hawks,Oklahoma City Thunder,115,123
2015,Portland Trail Blazers,Orlando Magic,104,111
2015,New York Knicks,Philadelphia 76ers,81,97
2015,Charlotte Hornets,Sacramento Kings,91,101
2015,Boston Celtics,San Antonio Spurs,89,101
2015,Chicago Bulls,Detroit Pistons,91,107
2015,Utah Jazz,Golden State Warriors,91,106
2015,Phoenix Suns,Houston Rockets,117,102
2015,Brooklyn Nets,Indiana Pacers,123,111
2015,Portland Trail Blazers,Memphis Grizzlies,86,97
2015,San Antonio Spurs,Atlanta Hawks,114,95
2015,Detroit Pistons,Boston Celtics,105,97
2015,New Orleans Pelicans,Los Angeles Clippers,100,107
2015,Philadelphia 76ers,Los Angeles Lakers,87,101
2015,Cleveland Cavaliers,Milwaukee Bucks,108,90
2015,Charlotte Hornets,Minnesota Timberwolves,109,98
2015,Miami Heat,Oklahoma City Thunder,75,93
2015,Denver Nuggets,Orlando Magic,119,100
2015,Dallas Mavericks,Phoenix Suns,92,98
2015,Washington Wizards,Sacramento Kings,86,109
2015,New York Knicks,Toronto Raptors,89,106
2015,Boston Celtics,Brooklyn Nets,110,91
2015,Charlotte Hornets,Chicago Bulls,86,98
2015,Washington Wizards,Golden State Warriors,76,107
2015,Houston Rockets,Indiana Pacers,110,100
2015,Memphis Grizzlies,New York Knicks,103,82
2015,Minnesota Timberwolves,Utah Jazz,106,104
2015,San Antonio Spurs,Dallas Mavericks,94,101
2015,Toronto Raptors,Detroit Pistons,104,108
2015,Miami Heat,Milwaukee Bucks,88,89
2015,Los Angeles Lakers,Oklahoma City Thunder,117,127
2015,Golden State Warriors,Portland Trail Blazers,122,108
