ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date
0,STL,2,ARI,6,1,0,0.572113968526,2013-04-01
1,STL,6,ARI,1,0,0,0.572113968526,2013-04-02
2,STL,9,ARI,10,1,0,0.572113968526,2013-04-03
3,PIT,5,ARI,3,0,0,0.546387753966,2013-04-08
4,PIT,6,ARI,5,0,0,0.546387753966,2013-04-09
5,PIT,2,ARI,10,1,0,0.546387753966,2013-04-10
6,LAD,0,ARI,3,1,0,0.540025764363,2013-04-12
7,LAD,7,ARI,5,0,0,0.540025764363,2013-04-13
8,LAD,0,ARI,1,1,0,0.540025764363,2013-04-14
9,COL,2,ARI,3,1,1,0.57482130463,2013-04-25
10,COL,6,ARI,3,0,1,0.57482130463,2013-04-26
11,COL,2,ARI,3,1,1,0.57482130463,2013-04-27
12,COL,2,ARI,4,1,1,0.57482130463,2013-04-28
13,SFG,6,ARI,4,0,1,0.550602639041,2013-04-29
14,SFG,2,ARI,1,0,1,0.550602639041,2013-04-30
15,SFG,9,ARI,6,0,1,0.550602639041,2013-05-01
16,PHI,1,ARI,2,1,1,0.60457044264,2013-05-09
17,PHI,2,ARI,3,1,1,0.60457044264,2013-05-10
18,PHI,3,ARI,1,0,1,0.60457044264,2013-05-11
19,PHI,4,ARI,2,0,1,0.60457044264,2013-05-12
20,ATL,10,ARI,1,0,0,0.562580319708,2013-05-13
21,ATL,0,ARI,2,1,0,0.562580319708,2013-05-14
22,ATL,3,ARI,5,1,0,0.562580319708,2013-05-15
23,SDP,2,ARI,5,1,1,0.556802007525,2013-05-24
24,SDP,10,ARI,4,0,1,0.556802007525,2013-05-25
25,SDP,5,ARI,6,1,1,0.556802007525,2013-05-26
26,TEX,3,ARI,5,1,0,0.551163640407,2013-05-27
27,TEX,4,ARI,5,1,0,0.551163640407,2013-05-27
28,SFG,1,ARI,3,1,1,0.550602639041,2013-06-07
29,SFG,10,ARI,5,0,1,0.550602639041,2013-06-08
30,SFG,6,ARI,2,0,1,0.550602639041,2013-06-09
31,MIA,3,ARI,2,0,1,0.623195156763,2013-06-17
32,MIA,2,ARI,3,1,1,0.623195156763,2013-06-18
33,MIA,1,ARI,3,1,1,0.623195156763,2013-06-19
34,CIN,5,ARI,11,1,0,0.514795273672,2013-06-21
35,CIN,3,ARI,4,1,0,0.514795273672,2013-06-22
36,CIN,4,ARI,2,0,0,0.514795273672,2013-06-23
37,COL,0,ARI,5,1,1,0.57482130463,2013-07-05
38,COL,1,ARI,11,1,1,0.57482130463,2013-07-06
39,COL,1,ARI,6,1,1,0.57482130463,2013-07-07
40,LAD,6,ARI,1,0,0,0.540025764363,2013-07-08
41,LAD,6,ARI,1,0,0,0.540025764363,2013-07-09
42,LAD,7,ARI,5,0,0,0.540025764363,2013-07-10
43,MIL,3,ARI,5,1,1,0.573645878506,2013-07-11
44,MIL,1,ARI,2,1,1,0.573645878506,2013-07-12
45,MIL,4,ARI,5,1,1,0.573645878506,2013-07-13
46,MIL,5,ARI,1,0,1,0.573645878506,2013-07-14
47,CHC,4,ARI,2,0,1,0.604905797324,2013-07-22
48,CHC,4,ARI,10,1,1,0.604905797324,2013-07-23
49,CHC,7,ARI,6,0,1,0.604905797324,2013-07-24
50,CHC,1,ARI,3,1,1,0.604905797324,2013-07-25
51,SDP,0,ARI,10,1,1,0.556802007525,2013-07-26
52,SDP,12,ARI,3,0,1,0.556802007525,2013-07-27
53,SDP,1,ARI,0,0,1,0.556802007525,2013-07-28
54,TBR,1,ARI,6,1,0,0.535266071159,2013-08-06
55,TBR,8,ARI,9,1,0,0.535266071159,2013-08-07
56,NYM,4,ARI,5,1,1,0.566502324434,2013-08-09
57,NYM,4,ARI,1,0,1,0.566502324434,2013-08-10
58,NYM,9,ARI,5,0,1,0.566502324434,2013-08-11
59,BAL,6,ARI,7,1,0,0.515051903742,2013-08-12
60,BAL,3,ARI,4,1,0,0.515051903742,2013-08-13
61,BAL,4,ARI,5,1,0,0.515051903742,2013-08-14
62,SDP,1,ARI,6,1,1,0.556802007525,2013-08-26
63,SDP,9,ARI,10,1,1,0.556802007525,2013-08-27
64,SDP,5,ARI,1,0,1,0.556802007525,2013-08-28
65,SFG,1,ARI,0,0,1,0.550602639041,2013-08-30
66,SFG,3,ARI,4,1,1,0.550602639041,2013-08-31
67,SFG,8,ARI,2,0,1,0.550602639041,2013-09-01
68,TOR,4,ARI,1,0,1,0.54895898775,2013-09-02
69,TOR,10,ARI,4,0,1,0.54895898775,2013-09-03
70,TOR,3,ARI,4,1,1,0.54895898775,2013-09-04
71,COL,7,ARI,5,0,1,0.57482130463,2013-09-13
72,COL,2,ARI,9,1,1,0.57482130463,2013-09-14
73,COL,2,ARI,8,1,1,0.57482130463,2013-09-15
74,LAD,1,ARI,2,1,0,0.540025764363,2013-09-16
75,LAD,9,ARI,3,0,0,0.540025764363,2013-09-17
76,LAD,4,ARI,9,1,0,0.540025764363,2013-09-18
77,LAD,7,ARI,6,0,0,0.540025764363,2013-09-19
78,WSN,8,ARI,4,0,0,0.50205079361,2013-09-27
79,WSN,2,ARI,0,0,0,0.50205079361,2013-09-28
80,WSN,2,ARI,3,1,0,0.50205079361,2013-09-29
81,PHI,5,ATL,7,1,1,0.698013156361,2013-04-01
82,PHI,2,ATL,9,1,1,0.698013156361,2013-04-03
83,PHI,2,ATL,0,0,1,0.698013156361,2013-04-04
84,CHC,1,ATL,4,1,1,0.698308809874,2013-04-05
85,CHC,5,ATL,6,1,1,0.698308809874,2013-04-06
86,CHC,1,ATL,5,1,1,0.698308809874,2013-04-07
87,KCR,3,ATL,6,1,1,0.584782661724,2013-04-16
88,KCR,1,ATL,0,0,1,0.584782661724,2013-04-17
89,WSN,2,ATL,3,1,1,0.599913749947,2013-04-29
90,WSN,1,ATL,8,1,1,0.599913749947,2013-04-30
91,WSN,2,ATL,0,0,1,0.599913749947,2013-05-01
92,WSN,3,ATL,1,0,1,0.599913749947,2013-05-02
93,NYM,7,ATL,5,0,1,0.66394036752,2013-05-03
94,NYM,4,ATL,9,1,1,0.66394036752,2013-05-05
95,LAD,5,ATL,8,1,1,0.562880957083,2013-05-17
96,LAD,1,ATL,3,1,1,0.562880957083,2013-05-18
97,LAD,2,ATL,5,1,1,0.562880957083,2013-05-19
98,MIN,1,ATL,5,1,1,0.691506424238,2013-05-20
99,MIN,4,ATL,5,1,1,0.691506424238,2013-05-21
100,MIN,3,ATL,8,1,1,0.691506424238,2013-05-22
101,TOR,3,ATL,0,0,1,0.647889344747,2013-05-29
102,TOR,3,ATL,11,1,1,0.647889344747,2013-05-30
103,WSN,3,ATL,2,0,1,0.599913749947,2013-05-31
104,WSN,1,ATL,2,1,1,0.599913749947,2013-06-01
105,WSN,3,ATL,6,1,1,0.599913749947,2013-06-02
106,PIT,2,ATL,7,1,1,0.556562552764,2013-06-03
107,PIT,4,ATL,5,1,1,0.556562552764,2013-06-04
108,PIT,0,ATL,5,1,1,0.556562552764,2013-06-05
109,SFG,6,ATL,0,0,1,0.649402727007,2013-06-14
110,SFG,5,ATL,6,1,1,0.649402727007,2013-06-15
111,SFG,0,ATL,3,1,1,0.649402727007,2013-06-16
112,NYM,1,ATL,2,1,1,0.66394036752,2013-06-17
113,NYM,4,ATL,3,0,1,0.66394036752,2013-06-18
114,NYM,6,ATL,1,0,1,0.66394036752,2013-06-18
115,NYM,3,ATL,5,1,1,0.66394036752,2013-06-19
116,NYM,4,ATL,3,0,1,0.66394036752,2013-06-20
117,ARI,0,ATL,3,1,1,0.639910824409,2013-06-28
118,ARI,5,ATL,11,1,1,0.639910824409,2013-06-29
119,ARI,2,ATL,6,1,1,0.639910824409,2013-06-30
120,MIA,3,ATL,11,1,1,0.714316440051,2013-07-02
121,MIA,6,ATL,3,0,1,0.714316440051,2013-07-03
122,MIA,4,ATL,3,0,1,0.714316440051,2013-07-04
123,CIN,5,ATL,6,1,1,0.587614029967,2013-07-11
124,CIN,4,ATL,2,0,1,0.587614029967,2013-07-12
125,CIN,2,ATL,5,1,1,0.587614029967,2013-07-13
126,CIN,8,ATL,4,0,1,0.587614029967,2013-07-14
127,STL,1,ATL,4,1,1,0.530668359738,2013-07-26
128,STL,0,ATL,2,1,1,0.530668359738,2013-07-27
129,STL,2,ATL,5,1,1,0.530668359738,2013-07-28
130,COL,8,ATL,9,1,1,0.671473852295,2013-07-29
131,COL,3,ATL,11,1,1,0.671473852295,2013-07-30
132,COL,0,ATL,9,1,1,0.671473852295,2013-07-31
133,COL,2,ATL,11,1,1,0.671473852295,2013-08-01
134,MIA,0,ATL,5,1,1,0.714316440051,2013-08-09
135,MIA,1,ATL,0,0,1,0.714316440051,2013-08-10
136,MIA,4,ATL,9,1,1,0.714316440051,2013-08-11
137,PHI,5,ATL,1,0,1,0.698013156361,2013-08-12
138,PHI,1,ATL,3,1,1,0.698013156361,2013-08-13
139,PHI,3,ATL,6,1,1,0.698013156361,2013-08-14
140,WSN,2,ATL,3,1,1,0.599913749947,2013-08-16
141,WSN,8,ATL,7,0,1,0.599913749947,2013-08-17
142,WSN,1,ATL,2,1,1,0.599913749947,2013-08-18
143,CLE,0,ATL,2,1,1,0.554520451567,2013-08-27
144,CLE,2,ATL,3,1,1,0.554520451567,2013-08-28
145,CLE,1,ATL,3,1,1,0.554520451567,2013-08-29
146,MIA,1,ATL,2,1,1,0.714316440051,2013-08-30
147,MIA,4,ATL,5,1,1,0.714316440051,2013-08-31
148,MIA,7,ATL,0,0,1,0.714316440051,2013-09-01
149,NYM,5,ATL,13,1,1,0.66394036752,2013-09-02
150,NYM,1,ATL,3,1,1,0.66394036752,2013-09-03
151,NYM,5,ATL,2,0,1,0.66394036752,2013-09-04
152,SDP,4,ATL,3,0,1,0.655092927718,2013-09-13
153,SDP,1,ATL,2,1,1,0.655092927718,2013-09-14
154,SDP,4,ATL,0,0,1,0.655092927718,2013-09-15
155,MIL,5,ATL,0,0,1,0.670412420827,2013-09-23
156,MIL,2,ATL,3,1,1,0.670412420827,2013-09-24
157,MIL,4,ATL,0,0,1,0.670412420827,2013-09-25
158,PHI,1,ATL,7,1,1,0.698013156361,2013-09-26
159,PHI,0,ATL,1,1,1,0.698013156361,2013-09-27
160,PHI,5,ATL,4,0,1,0.698013156361,2013-09-28
161,PHI,5,ATL,12,1,1,0.698013156361,2013-09-29
162,MIN,5,BAL,9,1,1,0.649252798661,2013-04-05
163,MIN,6,BAL,5,0,1,0.649252798661,2013-04-06
164,MIN,4,BAL,3,0,1,0.649252798661,2013-04-07
165,TBR,4,BAL,5,1,1,0.520137865216,2013-04-16
166,TBR,6,BAL,2,0,1,0.520137865216,2013-04-17
167,TBR,6,BAL,10,1,1,0.520137865216,2013-04-18
168,LAD,5,BAL,7,1,1,0.515357066542,2013-04-20
169,LAD,1,BAL,6,1,1,0.515357066542,2013-04-20
170,LAD,7,BAL,4,0,1,0.515357066542,2013-04-21
171,TOR,1,BAL,2,1,1,0.603090608992,2013-04-22
172,TOR,3,BAL,4,1,1,0.603090608992,2013-04-23
173,TOR,6,BAL,5,0,1,0.603090608992,2013-04-24
174,KCR,3,BAL,4,1,1,0.537684194347,2013-05-07
175,KCR,3,BAL,5,1,1,0.537684194347,2013-05-08
176,KCR,6,BAL,2,0,1,0.537684194347,2013-05-09
177,SDP,3,BAL,2,0,1,0.610659936334,2013-05-14
178,SDP,8,BAL,4,0,1,0.610659936334,2013-05-15
179,TBR,12,BAL,10,0,1,0.520137865216,2013-05-17
180,TBR,10,BAL,6,0,1,0.520137865216,2013-05-18
181,TBR,3,BAL,1,0,1,0.520137865216,2013-05-19
182,NYY,6,BAL,4,0,1,0.556093849478,2013-05-20
183,NYY,2,BAL,3,1,1,0.556093849478,2013-05-21
184,NYY,3,BAL,6,1,1,0.556093849478,2013-05-22
185,WSN,6,BAL,9,1,1,0.553220320263,2013-05-29
186,WSN,0,BAL,2,1,1,0.553220320263,2013-05-30
187,DET,5,BAL,7,1,0,0.524807837375,2013-05-31
188,DET,10,BAL,3,0,0,0.524807837375,2013-06-01
189,DET,2,BAL,4,1,0,0.524807837375,2013-06-02
190,LAA,3,BAL,4,1,1,0.584339186297,2013-06-10
