ID,Visitor_Team,V_Team_PTS,Home_Team,H_Team_PTS,True_Result,Predicted_Result,Confidence,Date,League_T
0,Werder Bremen,0,Bayern Munich,6,1,1,0.652780179424,2016-08-26,bundesliga
1,Wolfsburg,2,Augsburg,0,2,1,0.499477610453,2016-08-27,bundesliga
2,Ingolstadt,1,Hamburger SV,1,0,1,0.447670432633,2016-08-27,bundesliga
3,FSV Mainz,1,Dortmund,2,1,1,0.539286961961,2016-08-27,bundesliga
4,Schalke 04,0,Frankfurt,1,1,1,0.55761840111,2016-08-27,bundesliga
5,Darmstadt,0,FC Koln,2,1,1,0.602826382359,2016-08-27,bundesliga
6,Leverkusen,1,Monchengladb.,2,1,1,0.423813242336,2016-08-27,bundesliga
7,Freiburg,1,Hertha Berlin,2,1,1,0.569157715714,2016-08-28,bundesliga
8,RB Leipzig,2,Hoffenheim,2,0,1,0.393088067957,2016-08-28,bundesliga
9,Bayern Munich,2,Schalke 04,0,2,2,0.486536046072,2016-09-09,bundesliga
10,Hamburger SV,1,Leverkusen,3,1,1,0.581242640709,2016-09-10,bundesliga
11,Frankfurt,0,Darmstadt,1,1,2,0.543825564419,2016-09-10,bundesliga
12,Hertha Berlin,2,Ingolstadt,0,2,2,0.589283996984,2016-09-10,bundesliga
13,Monchengladb.,1,Freiburg,3,1,1,0.481104669007,2016-09-10,bundesliga
14,FC Koln,0,Wolfsburg,0,0,2,0.510714217255,2016-09-10,bundesliga
15,Dortmund,0,RB Leipzig,1,1,1,0.524760321359,2016-09-10,bundesliga
16,Augsburg,2,Werder Bremen,1,2,2,0.377395348073,2016-09-11,bundesliga
17,Hoffenheim,4,FSV Mainz,4,0,1,0.389902673573,2016-09-11,bundesliga
18,Freiburg,0,FC Koln,3,1,1,0.566386019643,2016-09-16,bundesliga
19,Wolfsburg,0,Hoffenheim,0,0,1,0.60343273578,2016-09-17,bundesliga
20,Leverkusen,1,Frankfurt,2,1,1,0.548676753714,2016-09-17,bundesliga
21,RB Leipzig,4,Hamburger SV,0,2,2,0.694979833821,2016-09-17,bundesliga
22,Darmstadt,0,Dortmund,6,1,1,0.618057085914,2016-09-17,bundesliga
23,Ingolstadt,1,Bayern Munich,3,1,1,0.632078070618,2016-09-17,bundesliga
24,Werder Bremen,1,Monchengladb.,4,1,1,0.565272297124,2016-09-17,bundesliga
25,FSV Mainz,3,Augsburg,1,2,1,0.395481560628,2016-09-18,bundesliga
26,Schalke 04,0,Hertha Berlin,2,1,1,0.558193036991,2016-09-18,bundesliga
27,Hoffenheim,1,Darmstadt,1,0,2,0.554797668938,2016-09-20,bundesliga
28,Frankfurt,2,Ingolstadt,0,2,2,0.589343469836,2016-09-20,bundesliga
29,Hamburger SV,0,Freiburg,1,1,1,0.565932152863,2016-09-20,bundesliga
30,Dortmund,5,Wolfsburg,1,2,2,0.501158526712,2016-09-20,bundesliga
31,Augsburg,0,Leverkusen,0,0,1,0.513219662655,2016-09-21,bundesliga
32,FC Koln,3,Schalke 04,1,2,2,0.420454200532,2016-09-21,bundesliga
33,FSV Mainz,2,Werder Bremen,1,2,2,0.468195876208,2016-09-21,bundesliga
34,Monchengladb.,1,RB Leipzig,1,0,1,0.602545855252,2016-09-21,bundesliga
35,Hertha Berlin,0,Bayern Munich,3,1,1,0.506829659522,2016-09-21,bundesliga
36,Freiburg,1,Dortmund,3,1,1,0.578933641305,2016-09-23,bundesliga
37,Darmstadt,0,Augsburg,1,1,1,0.516514611847,2016-09-24,bundesliga
38,Hertha Berlin,3,Frankfurt,3,0,1,0.46669770978,2016-09-24,bundesliga
39,Leverkusen,3,FSV Mainz,2,2,1,0.488940524607,2016-09-24,bundesliga
40,Ingolstadt,0,Monchengladb.,2,1,1,0.564054036489,2016-09-24,bundesliga
41,Bayern Munich,1,Hamburger SV,0,2,2,0.665662123454,2016-09-24,bundesliga
42,Wolfsburg,1,Werder Bremen,2,1,1,0.408440920621,2016-09-24,bundesliga
43,Schalke 04,1,Hoffenheim,2,1,1,0.563690446435,2016-09-25,bundesliga
44,RB Leipzig,1,FC Koln,1,0,2,0.39544531558,2016-09-25,bundesliga
45,Augsburg,1,RB Leipzig,2,1,1,0.618611520474,2016-09-30,bundesliga
46,Werder Bremen,2,Darmstadt,2,0,1,0.504096128021,2016-10-01,bundesliga
47,Hamburger SV,0,Hertha Berlin,2,1,1,0.619343795942,2016-10-01,bundesliga
48,FC Koln,1,Bayern Munich,1,0,1,0.509387893225,2016-10-01,bundesliga
49,Hoffenheim,2,Ingolstadt,1,2,2,0.599155272849,2016-10-01,bundesliga
50,Frankfurt,0,Freiburg,1,1,2,0.40326276199,2016-10-01,bundesliga
51,Dortmund,0,Leverkusen,2,1,2,0.371085159101,2016-10-01,bundesliga
52,FSV Mainz,0,Wolfsburg,0,0,2,0.425443209059,2016-10-02,bundesliga
53,Monchengladb.,0,Schalke 04,4,1,1,0.490348937401,2016-10-02,bundesliga
54,Hertha Berlin,1,Dortmund,1,0,1,0.475243680081,2016-10-14,bundesliga
55,Ingolstadt,1,FC Koln,2,1,1,0.622061060632,2016-10-15,bundesliga
56,Hamburger SV,0,Monchengladb.,0,0,1,0.570033466136,2016-10-15,bundesliga
57,Bayern Munich,2,Frankfurt,2,0,1,0.422362881777,2016-10-15,bundesliga
58,Freiburg,1,Hoffenheim,2,1,1,0.574935310152,2016-10-15,bundesliga
59,Schalke 04,1,Augsburg,1,0,1,0.434656160352,2016-10-15,bundesliga
60,Leverkusen,1,Werder Bremen,2,1,2,0.445368192478,2016-10-15,bundesliga
61,Darmstadt,1,FSV Mainz,2,1,1,0.56871452229,2016-10-16,bundesliga
62,RB Leipzig,1,Wolfsburg,0,2,2,0.609815556984,2016-10-16,bundesliga
63,Frankfurt,3,Hamburger SV,0,2,2,0.622967763724,2016-10-21,bundesliga
64,Wolfsburg,1,Darmstadt,3,1,1,0.444818865052,2016-10-22,bundesliga
65,FC Koln,1,Hertha Berlin,2,1,1,0.469466672201,2016-10-22,bundesliga
66,Dortmund,3,Ingolstadt,3,0,2,0.58287849181,2016-10-22,bundesliga
67,Hoffenheim,3,Leverkusen,0,2,2,0.393107394434,2016-10-22,bundesliga
68,Augsburg,1,Freiburg,2,1,1,0.491083058169,2016-10-22,bundesliga
69,Monchengladb.,0,Bayern Munich,2,1,1,0.590829395835,2016-10-22,bundesliga
70,Werder Bremen,1,RB Leipzig,3,1,1,0.657935491098,2016-10-23,bundesliga
71,FSV Mainz,0,Schalke 04,3,1,1,0.428143293688,2016-10-23,bundesliga
72,Frankfurt,0,Monchengladb.,0,0,2,0.463763025866,2016-10-28,bundesliga
73,Ingolstadt,0,FSV Mainz,2,1,1,0.595298881345,2016-10-29,bundesliga
74,RB Leipzig,2,Darmstadt,0,2,2,0.636759057847,2016-10-29,bundesliga
75,Freiburg,3,Werder Bremen,1,2,2,0.422969194094,2016-10-29,bundesliga
76,Leverkusen,2,Wolfsburg,1,2,2,0.401305499424,2016-10-29,bundesliga
77,Bayern Munich,3,Augsburg,1,2,2,0.513265343819,2016-10-29,bundesliga
78,Schalke 04,0,Dortmund,0,0,1,0.568628078869,2016-10-29,bundesliga
79,Hertha Berlin,0,Hoffenheim,1,1,1,0.47546120847,2016-10-30,bundesliga
80,Hamburger SV,0,FC Koln,3,1,1,0.616026532021,2016-10-30,bundesliga
81,Monchengladb.,0,Hertha Berlin,3,1,1,0.571332880146,2016-11-04,bundesliga
82,Dortmund,5,Hamburger SV,2,2,2,0.61748263747,2016-11-05,bundesliga
83,Augsburg,2,Ingolstadt,0,2,2,0.433119086228,2016-11-05,bundesliga
84,Hoffenheim,1,Bayern Munich,1,0,1,0.499503259307,2016-11-05,bundesliga
85,Wolfsburg,3,Freiburg,0,2,1,0.519346522287,2016-11-05,bundesliga
86,Darmstadt,2,Leverkusen,3,1,1,0.552484213666,2016-11-05,bundesliga
87,FC Koln,0,Frankfurt,1,1,1,0.468943157586,2016-11-05,bundesliga
88,FSV Mainz,1,RB Leipzig,3,1,1,0.581789631662,2016-11-06,bundesliga
89,Werder Bremen,1,Schalke 04,3,1,1,0.583048183435,2016-11-06,bundesliga
90,RB Leipzig,3,Leverkusen,2,2,2,0.505857763891,2016-11-18,bundesliga
91,Ingolstadt,1,Darmstadt,0,2,1,0.510649643178,2016-11-19,bundesliga
92,Hertha Berlin,0,Augsburg,0,0,2,0.447868415253,2016-11-19,bundesliga
93,Schalke 04,1,Wolfsburg,0,2,1,0.397740205195,2016-11-19,bundesliga
94,Freiburg,2,FSV Mainz,4,1,1,0.511541760075,2016-11-19,bundesliga
95,FC Koln,2,Monchengladb.,1,2,2,0.465519215229,2016-11-19,bundesliga
96,Bayern Munich,0,Dortmund,1,1,1,0.429832540377,2016-11-19,bundesliga
97,Hamburger SV,2,Hoffenheim,2,0,1,0.620833658781,2016-11-20,bundesliga
98,Frankfurt,2,Werder Bremen,1,2,2,0.545512368322,2016-11-20,bundesliga
99,RB Leipzig,0,Freiburg,0,0,2,0.525969980106,2016-11-25,bundesliga
100,Augsburg,0,FC Koln,0,0,1,0.581851429897,2016-11-26,bundesliga
101,Werder Bremen,0,Hamburger SV,0,0,1,0.434080329597,2016-11-26,bundesliga
102,Hoffenheim,0,Monchengladb.,0,0,2,0.476174137831,2016-11-26,bundesliga
103,Dortmund,0,Frankfurt,0,0,1,0.45825862093,2016-11-26,bundesliga
104,Wolfsburg,0,Ingolstadt,0,0,1,0.397770863693,2016-11-26,bundesliga
105,Leverkusen,0,Bayern Munich,0,0,1,0.577785732914,2016-11-26,bundesliga
106,Darmstadt,0,Schalke 04,0,0,1,0.545147322664,2016-11-27,bundesliga
107,FSV Mainz,0,Hertha Berlin,0,0,1,0.529951846507,2016-11-27,bundesliga
108,Bayern Munich,0,FSV Mainz,0,0,2,0.426598231608,2016-12-02,bundesliga
109,Hertha Berlin,0,Wolfsburg,0,0,2,0.508859205004,2016-12-03,bundesliga
110,Ingolstadt,0,Werder Bremen,0,0,1,0.472283826275,2016-12-03,bundesliga
111,Monchengladb.,0,Dortmund,0,0,1,0.582489811158,2016-12-03,bundesliga
112,FC Koln,0,Hoffenheim,0,0,1,0.477756256126,2016-12-03,bundesliga
113,Freiburg,0,Leverkusen,0,0,1,0.490296744576,2016-12-03,bundesliga
114,Schalke 04,0,RB Leipzig,0,0,1,0.597721754844,2016-12-03,bundesliga
115,Hamburger SV,0,Darmstadt,0,0,1,0.523346839897,2016-12-04,bundesliga
116,Frankfurt,0,Augsburg,0,0,2,0.447972399087,2016-12-04,bundesliga
117,Hoffenheim,0,Frankfurt,0,0,1,0.458279093364,2016-12-09,bundesliga
118,Wolfsburg,0,Bayern Munich,0,0,1,0.614425890477,2016-12-10,bundesliga
119,Darmstadt,0,Freiburg,0,0,1,0.533655237587,2016-12-10,bundesliga
120,Dortmund,0,FC Koln,0,0,1,0.456470111367,2016-12-10,bundesliga
121,Augsburg,0,Hamburger SV,0,0,2,0.479453237717,2016-12-10,bundesliga
122,RB Leipzig,0,Ingolstadt,0,0,2,0.669901073928,2016-12-10,bundesliga
123,Werder Bremen,0,Hertha Berlin,0,0,1,0.642571315939,2016-12-10,bundesliga
124,FSV Mainz,0,Monchengladb.,0,0,1,0.401172624926,2016-12-11,bundesliga
125,Leverkusen,0,Schalke 04,0,0,1,0.450658666393,2016-12-11,bundesliga
126,Dortmund,0,Hoffenheim,0,0,1,0.466859290892,2016-12-16,bundesliga
127,Freiburg,0,Schalke 04,0,0,1,0.474303996413,2016-12-17,bundesliga
128,Hertha Berlin,0,RB Leipzig,0,0,1,0.535432468621,2016-12-17,bundesliga
129,Hamburger SV,0,FSV Mainz,0,0,1,0.593835062269,2016-12-17,bundesliga
130,Monchengladb.,0,Augsburg,0,0,1,0.458726443562,2016-12-17,bundesliga
131,FC Koln,0,Werder Bremen,0,0,2,0.54739045201,2016-12-17,bundesliga
132,Frankfurt,0,Wolfsburg,0,0,2,0.508940114718,2016-12-17,bundesliga
133,Bayern Munich,0,Darmstadt,0,0,2,0.598231725639,2016-12-18,bundesliga
134,Ingolstadt,0,Leverkusen,0,0,1,0.581238551822,2016-12-18,bundesliga
135,Schalke 04,0,Hamburger SV,0,0,2,0.507134264158,2016-12-20,bundesliga
136,Augsburg,0,Dortmund,0,0,1,0.595445230093,2016-12-20,bundesliga
137,FSV Mainz,0,Frankfurt,0,0,1,0.529398231946,2016-12-20,bundesliga
138,Wolfsburg,0,Monchengladb.,0,0,1,0.509306214805,2016-12-20,bundesliga
139,RB Leipzig,0,Bayern Munich,0,0,1,0.42986045147,2016-12-21,bundesliga
140,Werder Bremen,0,Hoffenheim,0,0,1,0.645217248966,2016-12-21,bundesliga
141,Freiburg,0,Ingolstadt,0,0,2,0.476324188974,2016-12-21,bundesliga
142,Leverkusen,0,FC Koln,0,0,1,0.546519066659,2016-12-21,bundesliga
143,Darmstadt,0,Hertha Berlin,0,0,1,0.606045977645,2016-12-21,bundesliga
144,Bayern Munich,0,Freiburg,0,0,2,0.472337760259,2017-01-20,bundesliga
145,Ingolstadt,0,Schalke 04,0,0,1,0.577336353498,2017-01-21,bundesliga
146,Hamburger SV,0,Wolfsburg,0,0,1,0.537858865935,2017-01-21,bundesliga
147,Hoffenheim,0,Augsburg,0,0,2,0.460483168402,2017-01-21,bundesliga
148,Dortmund,0,Werder Bremen,0,0,2,0.537596018081,2017-01-21,bundesliga
149,Monchengladb.,0,Darmstadt,0,0,1,0.400705629954,2017-01-21,bundesliga
150,Frankfurt,0,RB Leipzig,0,0,1,0.536008864698,2017-01-21,bundesliga
151,Hertha Berlin,0,Leverkusen,0,0,2,0.380021119996,2017-01-22,bundesliga
152,FC Koln,0,FSV Mainz,0,0,1,0.400721383722,2017-01-22,bundesliga
153,Frankfurt,0,Schalke 04,0,0,2,0.418684764221,2017-01-27,bundesliga
154,Hamburger SV,0,Ingolstadt,0,0,1,0.483723122702,2017-01-28,bundesliga
155,Bayern Munich,0,Werder Bremen,0,0,2,0.598965499863,2017-01-28,bundesliga
156,FC Koln,0,Darmstadt,0,0,2,0.545550590593,2017-01-28,bundesliga
157,Hoffenheim,0,RB Leipzig,0,0,1,0.529227457237,2017-01-28,bundesliga
158,Augsburg,0,Wolfsburg,0,0,1,0.430512116305,2017-01-28,bundesliga
159,Monchengladb.,0,Leverkusen,0,0,1,0.502715560307,2017-01-28,bundesliga
160,Hertha Berlin,0,Freiburg,0,0,2,0.4031462206,2017-01-29,bundesliga
161,Dortmund,0,FSV Mainz,0,0,1,0.391619136406,2017-01-29,bundesliga
162,Leverkusen,0,Hamburger SV,0,0,2,0.539696093474,2017-02-03,bundesliga
163,Freiburg,0,Monchengladb.,0,0,1,0.447791468249,2017-02-04,bundesliga
164,FSV Mainz,0,Hoffenheim,0,0,1,0.536711676817,2017-02-04,bundesliga
165,Schalke 04,0,Bayern Munich,0,0,1,0.582484560841,2017-02-04,bundesliga
166,Ingolstadt,0,Hertha Berlin,0,0,1,0.625351902154,2017-02-04,bundesliga
167,Wolfsburg,0,FC Koln,0,0,1,0.596683615794,2017-02-04,bundesliga
168,RB Leipzig,0,Dortmund,0,0,2,0.40547945976,2017-02-04,bundesliga
169,Werder Bremen,0,Augsburg,0,0,1,0.554773047453,2017-02-05,bundesliga
170,Darmstadt,0,Frankfurt,0,0,1,0.605459255848,2017-02-05,bundesliga
171,Augsburg,0,FSV Mainz,0,0,1,0.533206388891,2017-02-10,bundesliga
172,Hamburger SV,0,RB Leipzig,0,0,1,0.6250741154,2017-02-11,bundesliga
173,Monchengladb.,0,Werder Bremen,0,0,1,0.366092031655,2017-02-11,bundesliga
174,Bayern Munich,0,Ingolstadt,0,0,2,0.636887006169,2017-02-11,bundesliga
175,Dortmund,0,Darmstadt,0,0,2,0.53665574202,2017-02-11,bundesliga
176,Frankfurt,0,Leverkusen,0,0,2,0.380134404162,2017-02-11,bundesliga
177,Hertha Berlin,0,Schalke 04,0,0,2,0.418585321792,2017-02-11,bundesliga
178,Hoffenheim,0,Wolfsburg,0,0,2,0.520544136571,2017-02-12,bundesliga
179,FC Koln,0,Freiburg,0,0,2,0.405093867108,2017-02-12,bundesliga
180,Leverkusen,0,Augsburg,0,0,1,0.417763928719,2017-02-18,bundesliga
181,Werder Bremen,0,FSV Mainz,0,0,1,0.606512230253,2017-02-18,bundesliga
182,Ingolstadt,0,Frankfurt,0,0,1,0.624770978664,2017-02-18,bundesliga
183,RB Leipzig,0,Monchengladb.,0,0,2,0.575501763713,2017-02-18,bundesliga
184,Wolfsburg,0,Dortmund,0,0,1,0.611466989153,2017-02-18,bundesliga
185,Freiburg,0,Hamburger SV,0,0,2,0.519630250681,2017-02-18,bundesliga
186,Schalke 04,0,FC Koln,0,0,1,0.55530761303,2017-02-18,bundesliga
187,Bayern Munich,0,Hertha Berlin,0,0,1,0.422856829294,2017-02-18,bundesliga
188,Darmstadt,0,Hoffenheim,0,0,1,0.608969484865,2017-02-18,bundesliga
189,Hoffenheim,0,Schalke 04,0,0,2,0.431500985595,2017-02-25,bundesliga
190,Monchengladb.,0,Ingolstadt,0,0,2,0.417139859411,2017-02-25,bundesliga
191,Werder Bremen,0,Wolfsburg,0,0,1,0.525306667842,2017-02-25,bundesliga
192,Frankfurt,0,Hertha Berlin,0,0,1,0.467748786842,2017-02-25,bundesliga
193,Hamburger SV,0,Bayern Munich,0,0,1,0.623621609167,2017-02-25,bundesliga
194,Dortmund,0,Freiburg,0,0,2,0.394126135327,2017-02-25,bundesliga
195,FSV Mainz,0,Leverkusen,0,0,1,0.445175416372,2017-02-25,bundesliga
196,Augsburg,0,Darmstadt,0,0,1,0.40637658185,2017-02-25,bundesliga
197,FC Koln,0,RB Leipzig,0,0,1,0.538249395992,2017-02-25,bundesliga
198,Leverkusen,0,Dortmund,0,0,1,0.558839880582,2017-03-04,bundesliga
199,Bayern Munich,0,FC Koln,0,0,1,0.420918513388,2017-03-04,bundesliga
200,Wolfsburg,0,FSV Mainz,0,0,1,0.55726612849,2017-03-04,bundesliga
201,Freiburg,0,Frankfurt,0,0,1,0.568604818609,2017-03-04,bundesliga
202,Ingolstadt,0,Hoffenheim,0,0,1,0.627337461895,2017-03-04,bundesliga
203,Darmstadt,0,Werder Bremen,0,0,1,0.429915705905,2017-03-04,bundesliga
204,RB Leipzig,0,Augsburg,0,0,2,0.562255544493,2017-03-04,bundesliga
205,Hertha Berlin,0,Hamburger SV,0,0,2,0.622932786206,2017-03-04,bundesliga
206,Schalke 04,0,Monchengladb.,0,0,1,0.441814266779,2017-03-04,bundesliga
207,Augsburg,0,Schalke 04,0,0,1,0.499484287546,2017-03-11,bundesliga
208,FSV Mainz,0,Darmstadt,0,0,2,0.464688669334,2017-03-11,bundesliga
209,FC Koln,0,Ingolstadt,0,0,2,0.591026553575,2017-03-11,bundesliga
210,Frankfurt,0,Bayern Munich,0,0,1,0.507382853647,2017-03-11,bundesliga
211,Wolfsburg,0,RB Leipzig,0,0,1,0.622637249927,2017-03-11,bundesliga
212,Werder Bremen,0,Leverkusen,0,0,1,0.590659923128,2017-03-11,bundesliga
213,Hoffenheim,0,Freiburg,0,0,2,0.416178453684,2017-03-11,bundesliga
214,Monchengladb.,0,Hamburger SV,0,0,2,0.464380268673,2017-03-11,bundesliga
215,Dortmund,0,Hertha Berlin,0,0,1,0.458797885007,2017-03-11,bundesliga
216,Leverkusen,0,Hoffenheim,0,0,1,0.555504541571,2017-03-18,bundesliga
217,Hertha Berlin,0,FC Koln,0,0,1,0.464966880837,2017-03-18,bundesliga
218,Darmstadt,0,Wolfsburg,0,0,1,0.487842757892,2017-03-18,bundesliga
219,Schalke 04,0,FSV Mainz,0,0,1,0.50277313892,2017-03-18,bundesliga
220,Bayern Munich,0,Monchengladb.,0,0,2,0.527890342117,2017-03-18,bundesliga
221,Ingolstadt,0,Dortmund,0,0,1,0.63770606501,2017-03-18,bundesliga
222,RB Leipzig,0,Werder Bremen,0,0,2,0.636799035173,2017-03-18,bundesliga
223,Freiburg,0,Augsburg,0,0,1,0.441422084947,2017-03-18,bundesliga
224,Hamburger SV,0,Frankfurt,0,0,1,0.618762551408,2017-03-18,bundesliga
225,FSV Mainz,0,Ingolstadt,0,0,2,0.519113609297,2017-04-01,bundesliga
226,Darmstadt,0,RB Leipzig,0,0,1,0.623253157101,2017-04-01,bundesliga
227,Wolfsburg,0,Leverkusen,0,0,1,0.539548953614,2017-04-01,bundesliga
228,Werder Bremen,0,Freiburg,0,0,1,0.572248671001,2017-04-01,bundesliga
229,Monchengladb.,0,Frankfurt,0,0,1,0.570747031463,2017-04-01,bundesliga
230,FC Koln,0,Hamburger SV,0,0,2,0.624522358481,2017-04-01,bundesliga
231,Hoffenheim,0,Hertha Berlin,0,0,1,0.458801101128,2017-04-01,bundesliga
232,Dortmund,0,Schalke 04,0,0,2,0.409987798797,2017-04-01,bundesliga
233,Augsburg,0,Bayern Munich,0,0,1,0.605848468137,2017-04-01,bundesliga
234,Hertha Berlin,0,Monchengladb.,0,0,2,0.463678966939,2017-04-05,bundesliga
235,Ingolstadt,0,Augsburg,0,0,1,0.551323467648,2017-04-05,bundesliga
236,Frankfurt,0,FC Koln,0,0,1,0.465494368378,2017-04-05,bundesliga
237,Freiburg,0,Wolfsburg,0,0,1,0.403197335454,2017-04-05,bundesliga
238,Bayern Munich,0,Hoffenheim,0,0,1,0.43182126615,2017-04-05,bundesliga
239,Leverkusen,0,Darmstadt,0,0,2,0.441244697357,2017-04-05,bundesliga
240,Hamburger SV,0,Dortmund,0,0,1,0.631989550459,2017-04-05,bundesliga
241,Schalke 04,0,Werder Bremen,0,0,2,0.407358021801,2017-04-05,bundesliga
242,RB Leipzig,0,FSV Mainz,0,0,2,0.483974932804,2017-04-05,bundesliga
243,Wolfsburg,0,Schalke 04,0,0,1,0.529760492164,2017-04-08,bundesliga
244,Werder Bremen,0,Frankfurt,0,0,1,0.64201146605,2017-04-08,bundesliga
245,Augsburg,0,Hertha Berlin,0,0,1,0.584807399078,2017-04-08,bundesliga
246,Leverkusen,0,RB Leipzig,0,0,1,0.596327337421,2017-04-08,bundesliga
247,Monchengladb.,0,FC Koln,0,0,1,0.568298526919,2017-04-08,bundesliga
248,Darmstadt,0,Ingolstadt,0,0,1,0.421311980826,2017-04-08,bundesliga
249,Hoffenheim,0,Hamburger SV,0,0,2,0.631960058187,2017-04-08,bundesliga
250,FSV Mainz,0,Freiburg,0,0,1,0.421645369839,2017-04-08,bundesliga
251,Dortmund,0,Bayern Munich,0,0,1,0.497217780203,2017-04-08,bundesliga
252,Hertha Berlin,0,FSV Mainz,0,0,1,0.39885728408,2017-04-15,bundesliga
253,Frankfurt,0,Dortmund,0,0,1,0.475754261124,2017-04-15,bundesliga
254,Schalke 04,0,Darmstadt,0,0,2,0.40329266618,2017-04-15,bundesliga
255,Hamburger SV,0,Werder Bremen,0,0,1,0.484413520152,2017-04-15,bundesliga
256,Ingolstadt,0,Wolfsburg,0,0,1,0.528238696615,2017-04-15,bundesliga
257,Freiburg,0,RB Leipzig,0,0,1,0.611706275184,2017-04-15,bundesliga
258,Bayern Munich,0,Leverkusen,0,0,2,0.450321283124,2017-04-15,bundesliga
259,Monchengladb.,0,Hoffenheim,0,0,1,0.575915082137,2017-04-15,bundesliga
260,FC Koln,0,Augsburg,0,0,2,0.449802461789,2017-04-15,bundesliga
261,Dortmund,0,Monchengladb.,0,0,2,0.455571815446,2017-04-22,bundesliga
262,Augsburg,0,Frankfurt,0,0,1,0.584237156906,2017-04-22,bundesliga
263,Leverkusen,0,Freiburg,0,0,1,0.443838862869,2017-04-22,bundesliga
264,Wolfsburg,0,Hertha Berlin,0,0,1,0.599835838711,2017-04-22,bundesliga
265,Werder Bremen,0,Ingolstadt,0,0,1,0.456817555818,2017-04-22,bundesliga
266,Darmstadt,0,Hamburger SV,0,0,1,0.400230479899,2017-04-22,bundesliga
267,Hoffenheim,0,FC Koln,0,0,1,0.456596838619,2017-04-22,bundesliga
268,FSV Mainz,0,Bayern Munich,0,0,1,0.561094477828,2017-04-22,bundesliga
269,RB Leipzig,0,Schalke 04,0,0,2,0.538573215966,2017-04-22,bundesliga
270,Hamburger SV,0,Augsburg,0,0,1,0.555943033478,2017-04-29,bundesliga
271,Schalke 04,0,Leverkusen,0,0,1,0.48199673011,2017-04-29,bundesliga
272,Frankfurt,0,Hoffenheim,0,0,1,0.475990027801,2017-04-29,bundesliga
273,FC Koln,0,Dortmund,0,0,1,0.477405850961,2017-04-29,bundesliga
274,Hertha Berlin,0,Werder Bremen,0,0,2,0.545410277486,2017-04-29,bundesliga
275,Bayern Munich,0,Wolfsburg,0,0,2,0.56754098612,2017-04-29,bundesliga
276,Monchengladb.,0,FSV Mainz,0,0,1,0.522086516364,2017-04-29,bundesliga
277,Ingolstadt,0,RB Leipzig,0,0,1,0.635041314982,2017-04-29,bundesliga
278,Freiburg,0,Darmstadt,0,0,2,0.41822634796,2017-04-29,bundesliga
279,Hoffenheim,0,Dortmund,0,0,1,0.466650363033,2017-05-06,bundesliga
280,Schalke 04,0,Freiburg,0,0,1,0.459264274848,2017-05-06,bundesliga
281,Augsburg,0,Monchengladb.,0,0,1,0.474914824182,2017-05-06,bundesliga
282,Werder Bremen,0,FC Koln,0,0,1,0.639411007056,2017-05-06,bundesliga
283,Darmstadt,0,Bayern Munich,0,0,1,0.617288859072,2017-05-06,bundesliga
284,Leverkusen,0,Ingolstadt,0,0,2,0.497740440154,2017-05-06,bundesliga
285,FSV Mainz,0,Hamburger SV,0,0,2,0.559406902564,2017-05-06,bundesliga
286,RB Leipzig,0,Hertha Berlin,0,0,2,0.397264247566,2017-05-06,bundesliga
287,Wolfsburg,0,Frankfurt,0,0,1,0.599250271357,2017-05-06,bundesliga
288,Ingolstadt,0,Freiburg,0,0,1,0.564485612489,2017-05-13,bundesliga
289,Frankfurt,0,FSV Mainz,0,0,1,0.399346006719,2017-05-13,bundesliga
290,Hamburger SV,0,Schalke 04,0,0,1,0.579914231529,2017-05-13,bundesliga
291,FC Koln,0,Leverkusen,0,0,2,0.381907309442,2017-05-13,bundesliga
292,Hertha Berlin,0,Darmstadt,0,0,2,0.543758710182,2017-05-13,bundesliga
293,Hoffenheim,0,Werder Bremen,0,0,2,0.556244514781,2017-05-13,bundesliga
294,Dortmund,0,Augsburg,0,0,2,0.439269260831,2017-05-13,bundesliga
295,Monchengladb.,0,Wolfsburg,0,0,1,0.423910633852,2017-05-13,bundesliga
296,Bayern Munich,0,RB Leipzig,0,0,1,0.501416473782,2017-05-13,bundesliga
297,Werder Bremen,0,Dortmund,0,0,1,0.654053214337,2017-05-20,bundesliga
298,RB Leipzig,0,Frankfurt,0,0,2,0.397169220242,2017-05-20,bundesliga
299,Darmstadt,0,Monchengladb.,0,0,1,0.527578022496,2017-05-20,bundesliga
300,Leverkusen,0,Hertha Berlin,0,0,1,0.549232355001,2017-05-20,bundesliga
301,FSV Mainz,0,FC Koln,0,0,1,0.527319804077,2017-05-20,bundesliga
302,Wolfsburg,0,Hamburger SV,0,0,2,0.415582908989,2017-05-20,bundesliga
303,Schalke 04,0,Ingolstadt,0,0,2,0.462335148249,2017-05-20,bundesliga
304,Freiburg,0,Bayern Munich,0,0,1,0.595181795553,2017-05-20,bundesliga
305,Augsburg,0,Hoffenheim,0,0,1,0.589654171416,2017-05-20,bundesliga
306,Osasuna,1,Malaga,1,0,1,0.582223973229,2016-08-19,primera-division
307,Eibar,1,Deportivo,2,1,2,0.437646373722,2016-08-19,primera-division
308,Real Betis,2,FC Barcelona,6,1,1,0.597700818775,2016-08-20,primera-division
309,Villarreal,1,Granada,1,0,2,0.573660557437,2016-08-20,primera-division
310,Espanyol,4,FC Sevilla,6,1,1,0.548795762992,2016-08-20,primera-division
