Colorado Rockies - Arizona Diamondbacks,12 2,2.17,1.74
Kansas City Royals - Chicago White Sox,7 5,2.41,1.61
Los Angeles Dodgers - San Francisco Giants,4 8,2.54,1.56
Cleveland Indians - Minnesota Twins,7 2,2.60,1.54
Chicago Cubs - Philadelphia Phillies,2 7,2.29,1.68
Boston Red Sox - Milwaukee Brewers,2 6,2.31,1.66
Detroit Tigers - Baltimore Orioles,10 4,2.44,1.60
Washington Nationals - Atlanta Braves,1 2,2.52,1.59
Oakland Athletics - Seattle Mariners,3 2,2.23,1.71
Houston Astros - New York Yankees,2 4,1.67,2.30
Tampa Bay Rays - Toronto Blue Jays,7 2,2.34,1.65
Baltimore Orioles - Boston Red Sox,3 4,1.97,1.88
Arizona Diamondbacks - San Francisco Giants,5 8,2.03,1.83
Chicago White Sox - Minnesota Twins,9 10,2.23,1.71
New York Mets - Washington Nationals,2 8,1.80,2.08
Detroit Tigers - Kansas City Royals,canc.,2.33,1.65
Miami Marlins - Colorado Rockies,8 5,1.90,1.96
Cincinnati Reds - St.Louis Cardinals,6 7,1.97,1.90
Pittsburgh Pirates - Chicago Cubs,2 3,2.42,1.61
San Diego Padres - Los Angeles Dodgers,1 5,1.94,1.91
Los Angeles Angels - Seattle Mariners,2 8,2.24,1.70
Arizona Diamondbacks - San Francisco Giants,0 2,1.94,1.92
Oakland Athletics - Cleveland Indians,4 6,2.13,1.78
Houston Astros - New York Yankees,3 1,1.60,2.45
Texas Rangers - Philadelphia Phillies,4 3,2.52,1.57
Cincinnati Reds - St.Louis Cardinals,1 0,1.85,2.01
Miami Marlins - Colorado Rockies,5 6,2.02,1.85
New York Mets - Washington Nationals,1 5,1.77,2.13
Tampa Bay Rays - Toronto Blue Jays,0 3,2.35,1.65
Baltimore Orioles - Boston Red Sox,2 6,1.86,2.00
Pittsburgh Pirates - Chicago Cubs,4 3,2.36,1.64
Oakland Athletics - Cleveland Indians,6 1,2.21,1.73
Chicago White Sox - Minnesota Twins,7 6,2.20,1.73
Milwaukee Brewers - Atlanta Braves,0 1,2.14,1.75
Detroit Tigers - Kansas City Royals,2 1,2.68,1.51
Los Angeles Angels - Seattle Mariners,3 8,2.47,1.59
Arizona Diamondbacks - San Francisco Giants,5 4,2.00,1.86
Milwaukee Brewers - Atlanta Braves,2 5,2.03,1.84
Texas Rangers - Philadelphia Phillies,3 2,2.24,1.70
Houston Astros - New York Yankees,6 2,1.67,2.30
Miami Marlins - Colorado Rockies,4 3,1.81,2.07
Tampa Bay Rays - Toronto Blue Jays,2 4,2.51,1.57
San Diego Padres - Los Angeles Dodgers,2 3,1.69,2.25
Los Angeles Angels - Seattle Mariners,3 10,2.05,1.82
Oakland Athletics - Cleveland Indians,0 2,2.26,1.69
Colorado Rockies - Chicago White Sox,3 15,2.27,1.68
St.Louis Cardinals - Cincinnati Reds,7 5,2.24,1.70
Kansas City Royals - Tampa Bay Rays,0 1,1.84,2.04
Chicago Cubs - Pittsburgh Pirates,6 7,1.83,2.04
Atlanta Braves - New York Mets,0 4,2.14,1.76
Toronto Blue Jays - Houston Astros,5 2,2.71,1.50
Cleveland Indians - San Diego Padres,8 6,2.21,1.73
Washington Nationals - Miami Marlins,5 0,2.67,1.52
Boston Red Sox - Texas Rangers,7 10,2.13,1.77
San Francisco Giants - Arizona Diamondbacks,7 3,2.32,1.66
Philadelphia Phillies - Milwaukee Brewers,4 10,1.83,2.05
New York Yankees - Baltimore Orioles,5 14,2.01,1.86
Colorado Rockies - Chicago White Sox,8 1,2.29,1.67
Kansas City Royals - Tampa Bay Rays,4 2,1.99,1.88
Boston Red Sox - Texas Rangers,5 1,2.38,1.63
St.Louis Cardinals - Cincinnati Reds,5 3,2.30,1.66
Minnesota Twins - Oakland Athletics,3 8,1.68,2.28
Houston Astros - Los Angeles Angels,1 9,1.63,2.38
New York Yankees - Baltimore Orioles,4 2,2.24,1.70
Los Angeles Dodgers - San Francisco Giants,6 2,2.30,1.67
Colorado Rockies - Arizona Diamondbacks,3 5,2.04,1.84
Oakland Athletics - Seattle Mariners,6 3,2.28,1.68
Chicago Cubs - Philadelphia Phillies,8 3,1.82,2.05
Houston Astros - Los Angeles Angels,7 4,1.63,2.38
Kansas City Royals - Chicago White Sox,1 5,2.07,1.81
Tampa Bay Rays - Texas Rangers,0 3,1.92,1.94
Boston Red Sox - Milwaukee Brewers,0 4,2.42,1.61
Pittsburgh Pirates - St.Louis Cardinals,2 1,1.60,2.45
Washington Nationals - Atlanta Braves,2 1,1.93,1.93
Miami Marlins - San Diego Padres,2 4,2.03,1.83
New York Mets - Cincinnati Reds,1 2,1.93,1.93
Detroit Tigers - Baltimore Orioles,1 3,2.30,1.67
Toronto Blue Jays - New York Yankees,4 6,2.05,1.82
Cleveland Indians - Minnesota Twins,7 10,2.59,1.55
Colorado Rockies - Arizona Diamondbacks,9 4,2.05,1.82
Boston Red Sox - Milwaukee Brewers,6 7,2.63,1.53
Houston Astros - Los Angeles Angels,1 5,1.66,2.32
Miami Marlins - San Diego Padres,5 0,2.29,1.67
Tampa Bay Rays - Texas Rangers,5 4,2.60,1.54
Pittsburgh Pirates - St.Louis Cardinals,1 6,2.25,1.70
Washington Nationals - Atlanta Braves,2 6,2.34,1.65
Los Angeles Dodgers - San Francisco Giants,2 7,1.84,2.02
Oakland Athletics - Seattle Mariners,1 3,1.78,2.14
Chicago Cubs - Philadelphia Phillies,0 2,1.83,2.04
Kansas City Royals - Chicago White Sox,4 3,2.30,1.67
New York Mets - Cincinnati Reds,6 3,1.75,2.17
Detroit Tigers - Baltimore Orioles,7 6,2.19,1.74
Toronto Blue Jays - New York Yankees,4 0,2.16,1.76
Cleveland Indians - Minnesota Twins,3 7,2.44,1.60
Houston Astros - Los Angeles Angels,1 11,1.60,2.46
Baltimore Orioles - Toronto Blue Jays,2 1,2.0,1.87
Philadelphia Phillies - Miami Marlins,5 4,1.97,1.9
San Francisco Giants - Colorado Rockies,0 1,2.13,1.77
St.Louis Cardinals - Chicago Cubs,10 4,3.03,1.42
Chicago White Sox - Cleveland Indians,6 12,1.74,2.17
Minnesota Twins - Kansas City Royals,7 1,1.67,2.3
Cincinnati Reds - Tampa Bay Rays,0 1,1.77,2.13
New York Yankees - Boston Red Sox,7 4,1.97,1.9
San Francisco Giants - Colorado Rockies,6 5,2.44,1.61
San Diego Padres - Detroit Tigers,6 0,1.97,1.9
Seattle Mariners - Oakland Athletics,6 4,2.31,1.67
Los Angeles Angels - New York Mets,5 4,2.43,1.61
Arizona Diamondbacks - Los Angeles Dodgers,0 6,1.87,2.0
St.Louis Cardinals - Chicago Cubs,3 6,2.27,1.68
Chicago White Sox - Cleveland Indians,9 6,2.4,1.62
Milwaukee Brewers - Pittsburgh Pirates,4 2,2.0,1.87
Minnesota Twins - Kansas City Royals,10 1,1.79,2.1
Texas Rangers - Houston Astros,1 0,2.97,1.43
Atlanta Braves - Washington Nationals,7 6,2.09,1.8
Cincinnati Reds - Tampa Bay Rays,1 2,1.85,2.02
Baltimore Orioles - Toronto Blue Jays,0 2,2.33,1.66
New York Yankees - Boston Red Sox,2 4,1.77,2.12
Philadelphia Phillies - Miami Marlins,6 3,1.75,2.15
San Francisco Giants - Arizona Diamondbacks,5 6,2.06,1.82
Chicago White Sox - Cleveland Indians,7 3,1.74,2.18
Atlanta Braves - New York Mets,4 6,2.18,1.74
Toronto Blue Jays - Houston Astros,4 6,2.73,1.5
New York Yankees - Boston Red Sox,4 1,1.92,1.94
Philadelphia Phillies - Milwaukee Brewers,2 6,2.07,1.81
Washington Nationals - Miami Marlins,7 1,2.94,1.45
Chicago Cubs - Pittsburgh Pirates,4 5,1.73,2.19
Minnesota Twins - Oakland Athletics,1 6,1.71,2.23
San Francisco Giants - Arizona Diamondbacks,3 7,2.13,1.77
Los Angeles Dodgers - Detroit Tigers,6 7,1.86,2.03
Seattle Mariners - Los Angeles Angels,0 2,1.89,1.97
Chicago Cubs - Pittsburgh Pirates,7 5,1.89,1.98
Atlanta Braves - New York Mets,4 3,2.43,1.61
Toronto Blue Jays - Houston Astros,7 3,2.74,1.49
New York Yankees - Baltimore Orioles,4 5,2.47,1.59
Philadelphia Phillies - Milwaukee Brewers,4 9,1.79,2.11
Washington Nationals - Miami Marlins,10 7,2.76,1.5
Boston Red Sox - Texas Rangers,4 2,2.24,1.7
Colorado Rockies - Chicago White Sox,10 4,2.5,1.59
Kansas City Royals - Tampa Bay Rays,7 3,1.86,2.02
Cleveland Indians - San Diego Padres,1 2,2.06,1.86
St.Louis Cardinals - Cincinnati Reds,0 4,2.24,1.7
Minnesota Twins - Oakland Athletics,4 7,1.69,2.26
Cleveland Indians - San Diego Padres,2 0,2.25,1.7
Los Angeles Dodgers - Detroit Tigers,3 2,1.82,2.06
Seattle Mariners - Los Angeles Angels,5 3,2.09,1.8
Detroit Tigers - Cleveland Indians,2 3,2.27,1.69
New York Yankees - Chicago Cubs,2 0,2.40,1.65
Philadelphia Phillies - Atlanta Braves,0 1,2.19,1.74
Arizona Diamondbacks - New York Mets,2 5,2.32,1.67
Milwaukee Brewers - St.Louis Cardinals,5 1,1.93,1.95
New York Yankees - Chicago Cubs,3 0,2.65,1.54
Baltimore Orioles - Tampa Bay Rays,3 0,1.94,1.95
Cincinnati Reds - Pittsburgh Pirates,4 0,2.04,1.84
San Francisco Giants - Los Angeles Dodgers,3 2,1.93,1.94
San Diego Padres - Colorado Rockies,2 3,1.98,1.89
Los Angeles Angels - Oakland Athletics,9 10,1.97,1.90
Arizona Diamondbacks - New York Mets,0 9,2.24,1.70
Chicago White Sox - Boston Red Sox,2 1,1.69,2.27
Houston Astros - Kansas City Royals,2 4,1.59,2.48
Milwaukee Brewers - St.Louis Cardinals,1 6,2.02,1.85
Minnesota Twins - Toronto Blue Jays,3 9,1.78,2.11
Texas Rangers - Seattle Mariners,5 0,2.40,1.62
Cincinnati Reds - Pittsburgh Pirates,7 5,1.91,1.96
Miami Marlins - Washington Nationals,11 2,1.55,2.57
Cincinnati Reds - Pittsburgh Pirates,7 8,2.06,1.81
San Diego Padres - Colorado Rockies,5 4,2.04,1.84
Los Angeles Angels - Oakland Athletics,2 3,1.84,2.03
Arizona Diamondbacks - New York Mets,3 7,2.19,1.73
Milwaukee Brewers - St.Louis Cardinals,0 4,2.06,1.83
Texas Rangers - Seattle Mariners,1 7,1.96,1.91
Miami Marlins - Washington Nationals,2 9,1.64,2.36
Baltimore Orioles - Tampa Bay Rays,7 1,1.87,2.00
Philadelphia Phillies - Atlanta Braves,6 9,1.77,2.13
New York Yankees - Boston Red Sox,3 2,1.97,1.91
Arizona Diamondbacks - Los Angeles Dodgers,6 8,1.81,2.08
San Diego Padres - Detroit Tigers,5 1,1.60,2.45
Seattle Mariners - Oakland Athletics,0 3,1.70,2.24
San Francisco Giants - Colorado Rockies,5 4,2.40,1.62
Los Angeles Angels - New York Mets,14 2,2.30,1.67
Texas Rangers - Houston Astros,1 0,2.42,1.61
St.Louis Cardinals - Chicago Cubs,6 4,3.01,1.42
Chicago White Sox - Cleveland Indians,4 3,2.01,1.86
Milwaukee Brewers - Pittsburgh Pirates,4 1,2.00,1.87
Minnesota Twins - Kansas City Royals,4 3,1.78,2.12
Atlanta Braves - Washington Nationals,10 2,1.77,2.13
Baltimore Orioles - Toronto Blue Jays,3 11,1.94,1.92
Philadelphia Phillies - Miami Marlins,4 3,2.05,1.83
Cincinnati Reds - Tampa Bay Rays,12 4,2.14,1.76
Seattle Mariners - Oakland Athletics,1 3,1.80,2.10
Los Angeles Angels - New York Mets,6 7,2.47,1.59
San Diego Padres - Detroit Tigers,2 6,1.74,2.19
Arizona Diamondbacks - Los Angeles Dodgers,5 8,1.81,2.07
Texas Rangers - Houston Astros,5 6,2.47,1.59
Atlanta Braves - Washington Nationals,6 3,2.25,1.71
Milwaukee Brewers - Pittsburgh Pirates,3 2,2.26,1.69
Cleveland Indians - Toronto Blue Jays,6 4,1.91,1.95
San Diego Padres - San Francisco Giants,3 1,1.79,2.10
Colorado Rockies - Philadelphia Phillies,3 1,2.23,1.71
Los Angeles Dodgers - Arizona Diamondbacks,8 6,2.64,1.53
Texas Rangers - Chicago White Sox,6 3,2.07,1.80
Miami Marlins - Seattle Mariners,7 0,1.91,1.95
New York Mets - Atlanta Braves,5 7,1.75,2.15
Tampa Bay Rays - New York Yankees,16 1,2.21,1.72
Pittsburgh Pirates - Milwaukee Brewers,7 8,1.94,1.93
Oakland Athletics - Houston Astros,4 3,2.82,1.47
Chicago Cubs - Cincinnati Reds,8 4,1.65,2.33
Kansas City Royals - Minnesota Twins,5 4,2.30,1.67
Boston Red Sox - Baltimore Orioles,4 2,2.23,1.71
Detroit Tigers - Los Angeles Angels,5 2,2.40,1.62
Cleveland Indians - Toronto Blue Jays,0 5,2.06,1.82
Washington Nationals - St.Louis Cardinals,3 4,2.05,1.83
Los Angeles Dodgers - Arizona Diamondbacks,2 4,2.56,1.55
San Diego Padres - San Francisco Giants,2 1,1.95,1.91
Oakland Athletics - Houston Astros,11 3,2.93,1.44
Colorado Rockies - Philadelphia Phillies,12 1,2.31,1.66
Kansas City Royals - Minnesota Twins,5 0,2.29,1.67
Texas Rangers - Chicago White Sox,12 0,2.41,1.62
Boston Red Sox - Baltimore Orioles,4 8,2.14,1.77
Miami Marlins - Seattle Mariners,8 4,2.05,1.82
New York Mets - Atlanta Braves,0 6,1.87,1.99
Tampa Bay Rays - New York Yankees,11 5,1.96,1.90
Detroit Tigers - Los Angeles Angels,6 11,2.09,1.80
Cleveland Indians - Toronto Blue Jays,2 3,2.25,1.70
Pittsburgh Pirates - Milwaukee Brewers,3 5,2.07,1.81
Washington Nationals - St.Louis Cardinals,3 1,1.91,1.95
Chicago Cubs - Cincinnati Reds,1 4,1.97,1.90
Chicago White Sox - Boston Red Sox,1 3,1.95,1.91
Houston Astros - Kansas City Royals,1 5,1.74,2.19
Minnesota Twins - Toronto Blue Jays,9 5,1.78,2.13
Tampa Bay Rays - New York Yankees,2 10,2.51,1.57
Pittsburgh Pirates - Milwaukee Brewers,11 2,1.93,1.93
Washington Nationals - St.Louis Cardinals,0 8,1.70,2.25
San Diego Padres - Colorado Rockies,1 3,2.22,1.71
San Francisco Giants - Los Angeles Dodgers,1 2,2.10,1.80
Texas Rangers - Seattle Mariners,8 6,2.03,1.85
Minnesota Twins - Toronto Blue Jays,7 0,1.81,2.12
Detroit Tigers - Cleveland Indians,7 5,2.34,1.65
Philadelphia Phillies - Atlanta Braves,1 0,1.68,2.27
San Francisco Giants - Los Angeles Dodgers,2 1,1.98,1.90
San Diego Padres - Colorado Rockies,4 2,2.15,1.76
Los Angeles Angels - Oakland Athletics,5 4,2.07,1.82
Chicago White Sox - Boston Red Sox,4 6,1.77,2.14
Houston Astros - Kansas City Royals,4 6,1.83,2.03
Texas Rangers - Seattle Mariners,3 2,2.06,1.82
Miami Marlins - Washington Nationals,3 6,2.39,1.63
Cleveland Indians - Kansas City Royals,5 3,2.11,1.78
Pittsburgh Pirates - Cincinnati Reds,2 5,2.09,1.80
Washington Nationals - Los Angeles Angels,5 4,2.10,1.79
Seattle Mariners - Houston Astros,5 3,2.31,1.66
Oakland Athletics - Texas Rangers,0 3,2.46,1.60
Colorado Rockies - San Francisco Giants,10 12,1.97,1.89
Chicago Cubs - Arizona Diamondbacks,5 7,2.01,1.86
Atlanta Braves - Miami Marlins,3 1,2.24,1.71
Los Angeles Dodgers - Philadelphia Phillies,2 3,2.60,1.54
Seattle Mariners - Houston Astros,2 5,2.49,1.59
Oakland Athletics - Texas Rangers,4 5,2.42,1.61
Colorado Rockies - San Francisco Giants,2 1,1.82,2.06
Milwaukee Brewers - San Diego Padres,1 2,2.23,1.70
Chicago Cubs - Arizona Diamondbacks,9 2,1.99,1.87
Atlanta Braves - Miami Marlins,0 1,2.14,1.76
Boston Red Sox - New York Yankees,3 9,2.04,1.83
New York Mets - St.Louis Cardinals,0 3,1.60,2.47
Tampa Bay Rays - Minnesota Twins,7 3,2.92,1.44
Detroit Tigers - Chicago White Sox,8 6,3.20,1.39
Toronto Blue Jays - Baltimore Orioles,9 3,2.28,1.67
Cleveland Indians - Kansas City Royals,2 8,1.93,1.93
Pittsburgh Pirates - Cincinnati Reds,1 4,1.90,1.96
Washington Nationals - Los Angeles Angels,2 7,2.04,1.83
Los Angeles Dodgers - Philadelphia Phillies,0 7,1.97,1.89
Seattle Mariners - Houston Astros,2 7,3.18,1.38
Oakland Athletics - Texas Rangers,3 4,1.88,1.98
Colorado Rockies - San Francisco Giants,8 2,2.22,1.71
Milwaukee Brewers - San Diego Padres,4 3,1.95,1.92
Chicago Cubs - Arizona Diamondbacks,5 1,1.99,1.87
Atlanta Braves - Miami Marlins,4 2,2.59,1.54
New York Mets - St.Louis Cardinals,2 0,1.82,2.06
Detroit Tigers - Chicago White Sox,1 3,2.71,1.50
Cleveland Indians - Kansas City Royals,4 3,2.29,1.67
Pittsburgh Pirates - Cincinnati Reds,6 5,2.27,1.68
Washington Nationals - Los Angeles Angels,2 4,2.03,1.84
Boston Red Sox - Baltimore Orioles,6 7,2.36,1.64
Boston Red Sox - Baltimore Orioles,6 5,2.39,1.63
Colorado Rockies - Philadelphia Phillies,9 10,2.35,1.64
Los Angeles Dodgers - Arizona Diamondbacks,4 1,2.24,1.70
San Diego Padres - San Francisco Giants,3 4,1.98,1.89
Oakland Athletics - Houston Astros,4 1,3.23,1.38
Texas Rangers - Chicago White Sox,2 16,2.51,1.57
Chicago Cubs - Cincinnati Reds,2 8,1.71,2.22
Kansas City Royals - Minnesota Twins,3 8,2.58,1.55
Tampa Bay Rays - New York Yankees,1 5,2.18,1.73
Pittsburgh Pirates - Milwaukee Brewers,2 3,2.11,1.78
Washington Nationals - St.Louis Cardinals,3 2,2.33,1.65
Miami Marlins - Seattle Mariners,3 2,1.94,1.92
New York Mets - Atlanta Braves,4 3,2.02,1.86
Detroit Tigers - Los Angeles Angels,2 1,2.28,1.68
New York Mets - Miami Marlins,4 0,2.04,1.84
Toronto Blue Jays - Boston Red Sox,7 1,1.89,1.97
Los Angeles Dodgers - Colorado Rockies,6 3,1.98,1.88
Seattle Mariners - Texas Rangers,3 6,2.50,1.58
Arizona Diamondbacks - Philadelphia Phillies,5 6,1.66,2.31
Atlanta Braves - Cincinnati Reds,4 1,2.08,1.81
Chicago White Sox - Tampa Bay Rays,0 4,1.91,1.95
Houston Astros - Oakland Athletics,7 6,1.69,2.25
Milwaukee Brewers - Chicago Cubs,5 3,2.45,1.60
New York Mets - Miami Marlins,6 7,2.22,1.71
Baltimore Orioles - Kansas City Royals,3 2,2.21,1.71
San Francisco Giants - Cleveland Indians,5 3,2.01,1.86
St.Louis Cardinals - Pittsburgh Pirates,1 6,1.97,1.89
Minnesota Twins - Detroit Tigers,5 3,1.71,2.22
Toronto Blue Jays - Boston Red Sox,6 7,1.93,1.93
New York Yankees - Los Angeles Angels,4 3,1.98,1.88
Washington Nationals - San Diego Padres,4 0,1.97,1.89
San Francisco Giants - Cleveland Indians,5 1,2.33,1.65
Los Angeles Dodgers - Colorado Rockies,4 5,2.27,1.69
Seattle Mariners - Texas Rangers,6 5,1.87,2.01
Arizona Diamondbacks - Philadelphia Phillies,5 4,2.15,1.76
St.Louis Cardinals - Pittsburgh Pirates,1 0,2.00,1.86
Chicago White Sox - Tampa Bay Rays,9 6,1.71,2.23
Houston Astros - Oakland Athletics,5 12,1.53,2.60
Milwaukee Brewers - Chicago Cubs,5 2,2.56,1.56
Minnesota Twins - Detroit Tigers,6 10,1.76,2.14
Atlanta Braves - Cincinnati Reds,5 4,2.22,1.71
New York Mets - Miami Marlins,4 3,2.00,1.87
Toronto Blue Jays - Boston Red Sox,1 8,2.02,1.86
Baltimore Orioles - Kansas City Royals,0 5,1.93,1.93
New York Yankees - Los Angeles Angels,1 13,2.06,1.82
Washington Nationals - San Diego Padres,11 1,2.68,1.51
Los Angeles Dodgers - Philadelphia Phillies,3 7,2.49,1.58
Houston Astros - Oakland Athletics,1 10,1.58,2.51
Boston Red Sox - New York Yankees,5 14,2.04,1.83
Toronto Blue Jays - Baltimore Orioles,4 11,2.20,1.72
Washington Nationals - San Diego Padres,3 4,2.43,1.60
Chicago Cubs - Arizona Diamondbacks,2 5,2.05,1.82
New York Mets - St.Louis Cardinals,4 1,1.74,2.18
Tampa Bay Rays - Minnesota Twins,7 9,2.42,1.61
Detroit Tigers - Chicago White Sox,7 4,2.88,1.45
Pittsburgh Pirates - Cincinnati Reds,1 2,1.99,1.89
Cleveland Indians - Kansas City Royals,5 1,2.11,1.78
Los Angeles Dodgers - Philadelphia Phillies,5 2,2.48,1.58
Milwaukee Brewers - San Diego Padres,5 2,2.18,1.74
Boston Red Sox - New York Yankees,5 1,2.01,1.87
New York Mets - St.Louis Cardinals,3 2,1.69,2.25
Tampa Bay Rays - Minnesota Twins,4 6,2.58,1.54
Detroit Tigers - Chicago White Sox,4 6,2.65,1.52
Toronto Blue Jays - Baltimore Orioles,8 10,2.00,1.87
Boston Red Sox - Tampa Bay Rays,5 6,2.00,1.87
Cincinnati Reds - Milwaukee Brewers,8 3,2.00,1.87
Miami Marlins - Atlanta Braves,5 4,1.72,2.20
Minnesota Twins - Los Angeles Dodgers,3 4,1.93,1.95
New York Yankees - Seattle Mariners,2 4,2.34,1.65
Baltimore Orioles - Pittsburgh Pirates,5 1,2.07,1.81
Minnesota Twins - Los Angeles Dodgers,4 9,1.65,2.35
Boston Red Sox - Tampa Bay Rays,1 2,2.40,1.61
San Francisco Giants - San Diego Padres,3 2,2.44,1.60
Arizona Diamondbacks - Colorado Rockies,5 4,2.05,1.82
Houston Astros - Washington Nationals,0 7,1.69,2.27
Kansas City Royals - Toronto Blue Jays,4 2,2.16,1.76
Minnesota Twins - Los Angeles Dodgers,4 6,1.59,2.47
Texas Rangers - Oakland Athletics,1 12,2.03,1.84
Cincinnati Reds - Chicago Cubs,4 9,2.60,1.54
Miami Marlins - Atlanta Braves,9 3,1.88,1.98
Los Angeles Angels - Cleveland Indians,7 1,2.32,1.66
Chicago White Sox - Detroit Tigers,1 5,1.56,2.58
St.Louis Cardinals - Milwaukee Brewers,9 3,2.28,1.68
San Francisco Giants - San Diego Padres,6 0,2.35,1.65
Los Angeles Angels - Cleveland Indians,6 4,2.13,1.76
Arizona Diamondbacks - Colorado Rockies,4 5,1.91,1.95
St.Louis Cardinals - Milwaukee Brewers,4 5,2.42,1.61
Chicago White Sox - Detroit Tigers,3 4,1.69,2.26
Houston Astros - Washington Nationals,3 4,1.68,2.28
Kansas City Royals - Toronto Blue Jays,10 7,2.25,1.70
Texas Rangers - Oakland Athletics,3 9,1.87,2.00
Boston Red Sox - Tampa Bay Rays,7 4,2.51,1.57
Cincinnati Reds - Chicago Cubs,3 2,2.19,1.74
Miami Marlins - Atlanta Braves,9 0,2.16,1.75
New York Yankees - Seattle Mariners,3 6,2.56,1.55
Philadelphia Phillies - New York Mets,1 6,2.23,1.70
San Francisco Giants - San Diego Padres,4 6,2.50,1.58
Los Angeles Angels - Cleveland Indians,6 3,2.09,1.80
Arizona Diamondbacks - Colorado Rockies,5 8,2.15,1.75
St.Louis Cardinals - Milwaukee Brewers,3 5,2.46,1.60
Chicago White Sox - Tampa Bay Rays,7 3,1.77,2.12
Texas Rangers - Oakland Athletics,0 4,2.10,1.79
New York Yankees - Los Angeles Angels,3 2,2.47,1.59
Arizona Diamondbacks - Philadelphia Phillies,0 2,2.17,1.74
Los Angeles Dodgers - Colorado Rockies,1 6,2.35,1.64
Seattle Mariners - Texas Rangers,6 5,1.90,1.96
San Francisco Giants - Cleveland Indians,4 1,1.85,2.02
St.Louis Cardinals - Pittsburgh Pirates,7 0,2.66,1.52
Chicago White Sox - Tampa Bay Rays,9 2,1.57,2.50
Houston Astros - Oakland Athletics,5 1,1.64,2.35
Milwaukee Brewers - Chicago Cubs,0 4,2.28,1.67
Atlanta Braves - Cincinnati Reds,1 0,1.94,1.92
Baltimore Orioles - Kansas City Royals,3 9,1.75,2.16
Washington Nationals - San Diego Padres,2 4,2.01,1.86
Philadelphia Phillies - Toronto Blue Jays,0 3,1.9009009009,1.97087378641
Pittsburgh Pirates - San Francisco Giants,10 11,1.91743119266,1.95238095238
Chicago Cubs - St.Louis Cardinals,4 5,1.71942446043,2.24
Cincinnati Reds - Milwaukee Brewers,4 3,1.9900990099,1.87719298246
