Season_Yr,Visitor_Team,V_PTS,Home_Team,H_PTS
2013,STL,2,ARI,6
2013,STL,6,ARI,1
2013,STL,9,ARI,10
2013,PIT,5,ARI,3
2013,PIT,6,ARI,5
2013,PIT,2,ARI,10
2013,LAD,0,ARI,3
2013,LAD,7,ARI,5
2013,LAD,0,ARI,1
2013,COL,2,ARI,3
2013,COL,6,ARI,3
2013,COL,2,ARI,3
2013,COL,2,ARI,4
2013,SFG,6,ARI,4
2013,SFG,2,ARI,1
2013,SFG,9,ARI,6
2013,PHI,1,ARI,2
2013,PHI,2,ARI,3
2013,PHI,3,ARI,1
2013,PHI,4,ARI,2
2013,ATL,10,ARI,1
2013,ATL,0,ARI,2
2013,ATL,3,ARI,5
2013,SDP,2,ARI,5
2013,SDP,10,ARI,4
2013,SDP,5,ARI,6
2013,TEX,3,ARI,5
2013,TEX,4,ARI,5
2013,SFG,1,ARI,3
2013,SFG,10,ARI,5
2013,SFG,6,ARI,2
2013,MIA,3,ARI,2
2013,MIA,2,ARI,3
2013,MIA,1,ARI,3
2013,CIN,5,ARI,11
2013,CIN,3,ARI,4
2013,CIN,4,ARI,2
2013,COL,0,ARI,5
2013,COL,1,ARI,11
2013,COL,1,ARI,6
2013,LAD,6,ARI,1
2013,LAD,6,ARI,1
2013,LAD,7,ARI,5
2013,MIL,3,ARI,5
2013,MIL,1,ARI,2
2013,MIL,4,ARI,5
2013,MIL,5,ARI,1
2013,CHC,4,ARI,2
2013,CHC,4,ARI,10
2013,CHC,7,ARI,6
2013,CHC,1,ARI,3
2013,SDP,0,ARI,10
2013,SDP,12,ARI,3
2013,SDP,1,ARI,0
2013,TBR,1,ARI,6
2013,TBR,8,ARI,9
2013,NYM,4,ARI,5
2013,NYM,4,ARI,1
2013,NYM,9,ARI,5
2013,BAL,6,ARI,7
2013,BAL,3,ARI,4
2013,BAL,4,ARI,5
2013,SDP,1,ARI,6
2013,SDP,9,ARI,10
2013,SDP,5,ARI,1
2013,SFG,1,ARI,0
2013,SFG,3,ARI,4
2013,SFG,8,ARI,2
2013,TOR,4,ARI,1
2013,TOR,10,ARI,4
2013,TOR,3,ARI,4
2013,COL,7,ARI,5
2013,COL,2,ARI,9
2013,COL,2,ARI,8
2013,LAD,1,ARI,2
2013,LAD,9,ARI,3
2013,LAD,4,ARI,9
2013,LAD,7,ARI,6
2013,WSN,8,ARI,4
2013,WSN,2,ARI,0
2013,WSN,2,ARI,3
2013,PHI,5,ATL,7
2013,PHI,2,ATL,9
2013,PHI,2,ATL,0
2013,CHC,1,ATL,4
2013,CHC,5,ATL,6
2013,CHC,1,ATL,5
2013,KCR,3,ATL,6
2013,KCR,1,ATL,0
2013,WSN,2,ATL,3
2013,WSN,1,ATL,8
2013,WSN,2,ATL,0
2013,WSN,3,ATL,1
2013,NYM,7,ATL,5
2013,NYM,4,ATL,9
2013,LAD,5,ATL,8
2013,LAD,1,ATL,3
2013,LAD,2,ATL,5
2013,MIN,1,ATL,5
2013,MIN,4,ATL,5
2013,MIN,3,ATL,8
2013,TOR,3,ATL,0
2013,TOR,3,ATL,11
2013,WSN,3,ATL,2
2013,WSN,1,ATL,2
2013,WSN,3,ATL,6
2013,PIT,2,ATL,7
2013,PIT,4,ATL,5
2013,PIT,0,ATL,5
2013,SFG,6,ATL,0
2013,SFG,5,ATL,6
2013,SFG,0,ATL,3
2013,NYM,1,ATL,2
2013,NYM,4,ATL,3
2013,NYM,6,ATL,1
2013,NYM,3,ATL,5
2013,NYM,4,ATL,3
2013,ARI,0,ATL,3
2013,ARI,5,ATL,11
2013,ARI,2,ATL,6
2013,MIA,3,ATL,11
2013,MIA,6,ATL,3
2013,MIA,4,ATL,3
2013,CIN,5,ATL,6
2013,CIN,4,ATL,2
2013,CIN,2,ATL,5
2013,CIN,8,ATL,4
2013,STL,1,ATL,4
2013,STL,0,ATL,2
2013,STL,2,ATL,5
2013,COL,8,ATL,9
2013,COL,3,ATL,11
2013,COL,0,ATL,9
2013,COL,2,ATL,11
2013,MIA,0,ATL,5
2013,MIA,1,ATL,0
2013,MIA,4,ATL,9
2013,PHI,5,ATL,1
2013,PHI,1,ATL,3
2013,PHI,3,ATL,6
2013,WSN,2,ATL,3
2013,WSN,8,ATL,7
2013,WSN,1,ATL,2
2013,CLE,0,ATL,2
2013,CLE,2,ATL,3
2013,CLE,1,ATL,3
2013,MIA,1,ATL,2
2013,MIA,4,ATL,5
2013,MIA,7,ATL,0
2013,NYM,5,ATL,13
2013,NYM,1,ATL,3
2013,NYM,5,ATL,2
2013,SDP,4,ATL,3
2013,SDP,1,ATL,2
2013,SDP,4,ATL,0
2013,MIL,5,ATL,0
2013,MIL,2,ATL,3
2013,MIL,4,ATL,0
2013,PHI,1,ATL,7
2013,PHI,0,ATL,1
2013,PHI,5,ATL,4
2013,PHI,5,ATL,12
2013,MIN,5,BAL,9
2013,MIN,6,BAL,5
2013,MIN,4,BAL,3
2013,TBR,4,BAL,5
2013,TBR,6,BAL,2
2013,TBR,6,BAL,10
2013,LAD,5,BAL,7
2013,LAD,1,BAL,6
2013,LAD,7,BAL,4
2013,TOR,1,BAL,2
2013,TOR,3,BAL,4
2013,TOR,6,BAL,5
2013,KCR,3,BAL,4
2013,KCR,3,BAL,5
2013,KCR,6,BAL,2
2013,SDP,3,BAL,2
2013,SDP,8,BAL,4
2013,TBR,12,BAL,10
2013,TBR,10,BAL,6
2013,TBR,3,BAL,1
2013,NYY,6,BAL,4
2013,NYY,2,BAL,3
2013,NYY,3,BAL,6
2013,WSN,6,BAL,9
2013,WSN,0,BAL,2
2013,DET,5,BAL,7
2013,DET,10,BAL,3
2013,DET,2,BAL,4
2013,LAA,3,BAL,4
2013,LAA,2,BAL,3
2013,LAA,9,BAL,5
2013,BOS,4,BAL,5
2013,BOS,0,BAL,2
2013,BOS,5,BAL,4
2013,BOS,3,BAL,6
2013,CLE,5,BAL,2
2013,CLE,3,BAL,6
2013,CLE,4,BAL,3
2013,CLE,3,BAL,7
2013,NYY,3,BAL,4
2013,NYY,3,BAL,11
2013,NYY,2,BAL,4
2013,TEX,8,BAL,5
2013,TEX,8,BAL,4
2013,TEX,1,BAL,6
2013,TEX,1,BAL,3
2013,TOR,5,BAL,8
2013,TOR,7,BAL,3
2013,TOR,4,BAL,7
2013,BOS,0,BAL,6
2013,BOS,7,BAL,3
2013,BOS,5,BAL,0
2013,HOU,3,BAL,4
2013,HOU,11,BAL,0
2013,HOU,3,BAL,6
2013,SEA,8,BAL,11
2013,SEA,8,BAL,4
2013,SEA,3,BAL,2
2013,COL,6,BAL,3
2013,COL,4,BAL,8
2013,COL,2,BAL,7
2013,TBR,4,BAL,3
2013,TBR,7,BAL,4
2013,TBR,2,BAL,4
2013,OAK,7,BAL,9
2013,OAK,2,BAL,1
2013,OAK,3,BAL,10
2013,CHW,1,BAL,3
2013,CHW,0,BAL,4
2013,CHW,3,BAL,4
2013,CHW,4,BAL,2
2013,NYY,2,BAL,4
2013,NYY,7,BAL,5
2013,NYY,5,BAL,4
2013,NYY,6,BAL,5
2013,TOR,3,BAL,2
2013,TOR,5,BAL,9
2013,TOR,2,BAL,3
2013,BOS,12,BAL,3
2013,BOS,5,BAL,6
2013,BOS,6,BAL,7
2013,BAL,1,BOS,3
2013,BAL,8,BOS,5
2013,BAL,3,BOS,2
2013,TBR,1,BOS,2
2013,TBR,0,BOS,5
2013,TBR,2,BOS,3
2013,KCR,3,BOS,4
2013,KCR,4,BOS,2
2013,KCR,5,BOS,4
2013,OAK,6,BOS,9
2013,OAK,13,BOS,0
2013,OAK,5,BOS,6
2013,HOU,2,BOS,7
2013,HOU,3,BOS,7
2013,HOU,4,BOS,8
2013,HOU,1,BOS,6
2013,MIN,5,BOS,6
2013,MIN,6,BOS,1
2013,MIN,15,BOS,8
2013,MIN,5,BOS,3
2013,TOR,0,BOS,5
2013,TOR,3,BOS,2
2013,TOR,12,BOS,4
2013,CLE,12,BOS,3
2013,CLE,1,BOS,8
2013,CLE,4,BOS,7
2013,CLE,5,BOS,6
2013,PHI,3,BOS,9
2013,PHI,3,BOS,1
2013,TEX,5,BOS,17
2013,TEX,3,BOS,2
2013,TEX,3,BOS,6
2013,LAA,9,BOS,5
2013,LAA,2,BOS,7
2013,LAA,5,BOS,10
2013,TBR,1,BOS,5
2013,TBR,1,BOS,3
2013,TBR,6,BOS,2
2013,COL,4,BOS,11
2013,COL,3,BOS,5
2013,TOR,4,BOS,7
2013,TOR,5,BOS,7
2013,TOR,6,BOS,2
2013,TOR,4,BOS,5
2013,SDP,1,BOS,4
2013,SDP,1,BOS,2
2013,SDP,2,BOS,8
2013,NYY,2,BOS,4
2013,NYY,5,BOS,2
2013,NYY,7,BOS,8
2013,TBR,3,BOS,0
2013,TBR,2,BOS,6
2013,TBR,5,BOS,1
2013,TBR,2,BOS,1
2013,SEA,2,BOS,8
2013,SEA,4,BOS,5
2013,SEA,7,BOS,8
2013,ARI,7,BOS,6
2013,ARI,2,BOS,5
2013,ARI,0,BOS,4
2013,NYY,10,BOS,3
2013,NYY,1,BOS,6
2013,NYY,9,BOS,6
2013,BAL,2,BOS,13
2013,BAL,3,BOS,4
2013,BAL,3,BOS,2
2013,CHW,3,BOS,4
2013,CHW,2,BOS,7
2013,CHW,6,BOS,7
2013,DET,3,BOS,0
2013,DET,1,BOS,2
2013,DET,4,BOS,20
2013,NYY,4,BOS,8
2013,NYY,1,BOS,5
2013,NYY,2,BOS,9
2013,BAL,3,BOS,2
2013,BAL,5,BOS,3
2013,BAL,1,BOS,3
2013,TOR,3,BOS,6
2013,TOR,4,BOS,2
