Season_Yr,Visitor_Team,V_PTS,Home_Team,H_PTS
2012,SFG,4,ARI,5
2012,SFG,4,ARI,5
2012,SFG,6,ARI,7
2012,PIT,1,ARI,5
2012,PIT,5,ARI,4
2012,PIT,2,ARI,1
2012,ATL,10,ARI,2
2012,ATL,9,ARI,1
2012,ATL,3,ARI,2
2012,ATL,4,ARI,6
2012,PHI,5,ARI,9
2012,PHI,8,ARI,5
2012,PHI,7,ARI,2
2012,STL,9,ARI,6
2012,STL,6,ARI,1
2012,STL,7,ARI,2
2012,SFG,1,ARI,5
2012,SFG,5,ARI,2
2012,SFG,7,ARI,3
2012,LAD,6,ARI,1
2012,LAD,8,ARI,7
2012,LAD,4,ARI,11
2012,MIL,7,ARI,1
2012,MIL,5,ARI,8
2012,MIL,3,ARI,4
2012,COL,4,ARI,0
2012,COL,0,ARI,10
2012,COL,1,ARI,6
2012,OAK,8,ARI,9
2012,OAK,3,ARI,8
2012,OAK,3,ARI,4
2012,SEA,1,ARI,7
2012,SEA,12,ARI,9
2012,SEA,10,ARI,14
2012,CHC,1,ARI,6
2012,CHC,5,ARI,10
2012,CHC,1,ARI,5
2012,SDP,6,ARI,2
2012,SDP,9,ARI,5
2012,SDP,8,ARI,6
2012,LAD,4,ARI,1
2012,LAD,3,ARI,5
2012,LAD,3,ARI,5
2012,LAD,1,ARI,7
2012,HOU,8,ARI,13
2012,HOU,3,ARI,12
2012,HOU,2,ARI,8
2012,COL,3,ARI,6
2012,COL,2,ARI,6
2012,COL,4,ARI,2
2012,NYM,3,ARI,1
2012,NYM,5,ARI,11
2012,NYM,3,ARI,6
2012,NYM,5,ARI,1
2012,WSN,9,ARI,1
2012,WSN,6,ARI,5
2012,WSN,4,ARI,7
2012,MIA,12,ARI,3
2012,MIA,6,ARI,5
2012,MIA,2,ARI,3
2012,MIA,0,ARI,3
2012,SDP,5,ARI,0
2012,SDP,9,ARI,3
2012,SDP,5,ARI,4
2012,CIN,3,ARI,2
2012,CIN,5,ARI,2
2012,CIN,6,ARI,2
2012,LAD,0,ARI,1
2012,LAD,2,ARI,3
2012,SFG,6,ARI,2
2012,SFG,3,ARI,2
2012,SFG,2,ARI,10
2012,SDP,2,ARI,3
2012,SDP,2,ARI,6
2012,SDP,6,ARI,5
2012,CHC,3,ARI,8
2012,CHC,2,ARI,8
2012,CHC,7,ARI,2
2012,COL,7,ARI,5
2012,COL,3,ARI,5
2012,COL,2,ARI,1
2012,MIL,8,ATL,10
2012,MIL,1,ATL,2
2012,MIL,4,ATL,7
2012,NYM,6,ATL,1
2012,NYM,3,ATL,9
2012,NYM,6,ATL,14
2012,PIT,1,ATL,6
2012,PIT,4,ATL,2
2012,PIT,3,ATL,4
2012,PIT,9,ATL,3
2012,PHI,4,ATL,2
2012,PHI,13,ATL,15
2012,PHI,4,ATL,0
2012,CIN,3,ATL,1
2012,CIN,2,ATL,6
2012,MIA,8,ATL,4
2012,MIA,0,ATL,7
2012,WSN,7,ATL,4
2012,WSN,8,ATL,4
2012,WSN,7,ATL,2
2012,STL,8,ATL,2
2012,STL,4,ATL,5
2012,STL,7,ATL,10
2012,TOR,3,ATL,4
2012,TOR,2,ATL,5
2012,TOR,12,ATL,4
2012,NYY,3,ATL,0
2012,NYY,6,ATL,4
2012,NYY,3,ATL,2
2012,BAL,2,ATL,4
2012,BAL,5,ATL,0
2012,BAL,2,ATL,0
2012,ARI,1,ATL,8
2012,ARI,4,ATL,6
2012,ARI,3,ATL,2
2012,WSN,5,ATL,4
2012,WSN,5,ATL,7
2012,WSN,8,ATL,4
2012,CHC,4,ATL,1
2012,CHC,3,ATL,10
2012,CHC,5,ATL,1
2012,CHC,3,ATL,7
2012,NYM,5,ATL,7
2012,NYM,7,ATL,8
2012,NYM,1,ATL,6
2012,SFG,9,ATL,0
2012,SFG,9,ATL,4
2012,SFG,2,ATL,3
2012,PHI,1,ATL,6
2012,PHI,1,ATL,2
2012,PHI,2,ATL,6
2012,MIA,2,ATL,8
2012,MIA,1,ATL,7
2012,MIA,4,ATL,2
2012,MIA,1,ATL,6
2012,HOU,1,ATL,4
2012,HOU,3,ATL,2
2012,HOU,1,ATL,6
2012,SDP,4,ATL,1
2012,SDP,0,ATL,6
2012,SDP,1,ATL,6
2012,SDP,0,ATL,6
2012,LAD,3,ATL,4
2012,LAD,6,ATL,2
2012,LAD,5,ATL,0
2012,PHI,8,ATL,5
2012,PHI,5,ATL,1
2012,PHI,7,ATL,8
2012,COL,1,ATL,6
2012,COL,6,ATL,0
2012,COL,0,ATL,1
2012,COL,0,ATL,1
2012,WSN,1,ATL,2
2012,WSN,4,ATL,5
2012,WSN,1,ATL,5
2012,MIA,3,ATL,4
2012,MIA,0,ATL,3
2012,MIA,2,ATL,6
2012,NYM,3,ATL,1
2012,NYM,0,ATL,2
2012,NYM,2,ATL,6
2012,MIN,2,BAL,4
2012,MIN,2,BAL,8
2012,MIN,1,BAL,3
2012,NYY,6,BAL,2
2012,NYY,5,BAL,4
2012,NYY,6,BAL,4
2012,TOR,1,BAL,2
2012,TOR,0,BAL,3
2012,TOR,2,BAL,5
2012,OAK,5,BAL,2
2012,OAK,1,BAL,10
2012,OAK,2,BAL,5
2012,TEX,14,BAL,3
2012,TEX,10,BAL,3
2012,TEX,5,BAL,6
2012,TEX,7,BAL,3
2012,TBR,3,BAL,4
2012,TBR,3,BAL,5
2012,TBR,9,BAL,8
2012,NYY,8,BAL,5
2012,NYY,2,BAL,5
2012,BOS,8,BAL,6
2012,BOS,1,BAL,4
2012,BOS,6,BAL,5
2012,KCR,2,BAL,8
2012,KCR,4,BAL,3
2012,KCR,4,BAL,2
2012,PHI,9,BAL,6
2012,PHI,4,BAL,6
2012,PHI,4,BAL,5
2012,PIT,6,BAL,8
2012,PIT,1,BAL,7
2012,PIT,6,BAL,12
2012,WSN,1,BAL,2
2012,WSN,3,BAL,1
2012,WSN,1,BAL,2
2012,LAA,7,BAL,3
2012,LAA,13,BAL,1
2012,CLE,7,BAL,2
2012,CLE,8,BAL,9
2012,CLE,11,BAL,5
2012,CLE,6,BAL,2
2012,DET,7,BAL,2
2012,DET,6,BAL,8
2012,DET,4,BAL,0
2012,TBR,3,BAL,1
2012,TBR,10,BAL,1
2012,TBR,2,BAL,6
2012,OAK,14,BAL,9
2012,OAK,6,BAL,1
2012,OAK,1,BAL,6
2012,SEA,1,BAL,3
2012,SEA,7,BAL,8
2012,SEA,2,BAL,9
2012,KCR,8,BAL,2
2012,KCR,1,BAL,7
2012,KCR,7,BAL,3
2012,KCR,3,BAL,5
2012,BOS,1,BAL,7
2012,BOS,3,BAL,5
2012,BOS,6,BAL,3
2012,TOR,4,BAL,6
2012,TOR,2,BAL,8
2012,CHW,3,BAL,4
2012,CHW,0,BAL,6
2012,CHW,8,BAL,1
2012,CHW,3,BAL,5
2012,NYY,6,BAL,10
2012,NYY,8,BAL,5
2012,NYY,4,BAL,5
2012,NYY,13,BAL,3
2012,TBR,2,BAL,9
2012,TBR,2,BAL,3
2012,TBR,2,BAL,3
2012,TOR,1,BAL,4
2012,TOR,9,BAL,5
2012,TOR,4,BAL,0
2012,TOR,2,BAL,12
2012,BOS,1,BAL,9
2012,BOS,3,BAL,4
2012,BOS,3,BAL,6
2012,TBR,2,BOS,12
2012,TBR,5,BOS,13
2012,TBR,4,BOS,6
2012,TBR,1,BOS,0
2012,TEX,18,BOS,3
2012,TEX,6,BOS,3
2012,NYY,6,BOS,2
2012,NYY,15,BOS,9
2012,OAK,6,BOS,11
2012,OAK,5,BOS,3
2012,OAK,4,BOS,2
2012,BAL,6,BOS,4
2012,BAL,8,BOS,2
2012,BAL,9,BOS,6
2012,CLE,8,BOS,3
2012,CLE,5,BOS,7
2012,CLE,1,BOS,4
2012,CLE,1,BOS,12
2012,SEA,1,BOS,6
2012,SEA,0,BOS,5
2012,TBR,7,BOS,4
2012,TBR,2,BOS,3
2012,TBR,4,BOS,3
2012,DET,4,BOS,7
2012,DET,3,BOS,6
2012,DET,4,BOS,6
2012,DET,7,BOS,3
2012,BAL,8,BOS,6
2012,BAL,2,BOS,1
2012,BAL,0,BOS,7
2012,WSN,7,BOS,4
2012,WSN,4,BOS,2
2012,WSN,4,BOS,3
2012,MIA,5,BOS,7
2012,MIA,5,BOS,15
2012,MIA,5,BOS,6
2012,ATL,4,BOS,1
2012,ATL,4,BOS,8
2012,ATL,4,BOS,9
2012,TOR,9,BOS,6
2012,TOR,1,BOS,5
2012,TOR,4,BOS,10
2012,NYY,10,BOS,8
2012,NYY,6,BOS,1
2012,NYY,5,BOS,9
2012,NYY,7,BOS,3
2012,CHW,1,BOS,5
2012,CHW,7,BOS,5
2012,CHW,1,BOS,10
2012,CHW,1,BOS,3
2012,TOR,6,BOS,1
2012,TOR,7,BOS,3
2012,TOR,15,BOS,7
2012,DET,3,BOS,7
2012,DET,1,BOS,4
2012,DET,7,BOS,5
2012,MIN,5,BOS,0
2012,MIN,6,BOS,5
2012,MIN,6,BOS,4
2012,MIN,4,BOS,6
2012,TEX,2,BOS,9
2012,TEX,6,BOS,3
2012,TEX,10,BOS,9
2012,LAA,5,BOS,3
2012,LAA,7,BOS,3
2012,LAA,14,BOS,13
2012,KCR,3,BOS,4
2012,KCR,10,BOS,9
2012,KCR,6,BOS,8
2012,KCR,1,BOS,5
2012,TOR,7,BOS,5
2012,TOR,9,BOS,2
2012,TOR,4,BOS,3
2012,NYY,3,BOS,4
2012,NYY,5,BOS,4
2012,NYY,2,BOS,0
2012,BAL,4,BOS,2
2012,BAL,9,BOS,6
2012,BAL,1,BOS,2
2012,TBR,5,BOS,2
2012,TBR,4,BOS,2
2012,WSN,2,CHC,1
2012,WSN,7,CHC,4
2012,WSN,3,CHC,4
2012,MIL,7,CHC,5
2012,MIL,7,CHC,4
2012,MIL,2,CHC,1
2012,MIL,0,CHC,8
2012,CIN,9,CHC,4
2012,CIN,1,CHC,6
2012,CIN,4,CHC,3
2012,STL,2,CHC,3
2012,STL,2,CHC,3
2012,STL,5,CHC,1
2012,LAD,4,CHC,5
2012,LAD,5,CHC,1
2012,LAD,3,CHC,4
2012,ATL,1,CHC,5
2012,ATL,3,CHC,1
2012,ATL,0,CHC,1
2012,PHI,9,CHC,2
2012,PHI,8,CHC,7
