Season_Yr,Visitor_Team,V_PTS,Home_Team,H_PTS
2006,COL,6,ARI,5
2006,COL,4,ARI,5
2006,COL,5,ARI,3
2006,HOU,1,ARI,5
2006,HOU,10,ARI,0
2006,HOU,8,ARI,5
2006,SFG,10,ARI,9
2006,SFG,4,ARI,7
2006,SFG,3,ARI,10
2006,SFG,9,ARI,7
2006,LAD,2,ARI,3
2006,LAD,8,ARI,10
2006,CHC,1,ARI,5
2006,CHC,0,ARI,6
2006,CIN,1,ARI,7
2006,CIN,1,ARI,3
2006,CIN,9,ARI,8
2006,SDP,5,ARI,6
2006,SDP,2,ARI,5
2006,SDP,14,ARI,10
2006,ATL,9,ARI,10
2006,ATL,0,ARI,13
2006,ATL,2,ARI,1
2006,PIT,3,ARI,4
2006,PIT,3,ARI,7
2006,PIT,7,ARI,8
2006,PHI,4,ARI,3
2006,PHI,10,ARI,1
2006,PHI,7,ARI,3
2006,NYM,7,ARI,1
2006,NYM,10,ARI,6
2006,NYM,5,ARI,0
2006,NYM,15,ARI,2
2006,SFG,1,ARI,2
2006,SFG,11,ARI,4
2006,SFG,8,ARI,2
2006,LAA,8,ARI,2
2006,LAA,6,ARI,4
2006,LAA,7,ARI,9
2006,SEA,11,ARI,7
2006,SEA,10,ARI,3
2006,SEA,3,ARI,2
2006,MIL,3,ARI,4
2006,MIL,1,ARI,8
2006,MIL,10,ARI,5
2006,LAD,3,ARI,8
2006,LAD,4,ARI,1
2006,LAD,0,ARI,8
2006,LAD,2,ARI,5
2006,COL,2,ARI,6
2006,COL,3,ARI,4
2006,COL,9,ARI,7
2006,HOU,8,ARI,7
2006,HOU,9,ARI,3
2006,HOU,3,ARI,4
2006,SFG,8,ARI,4
2006,SFG,1,ARI,5
2006,SFG,3,ARI,5
2006,FLA,4,ARI,1
2006,FLA,3,ARI,6
2006,FLA,6,ARI,5
2006,LAD,7,ARI,9
2006,LAD,4,ARI,3
2006,LAD,6,ARI,3
2006,SDP,4,ARI,7
2006,SDP,8,ARI,3
2006,SDP,4,ARI,1
2006,STL,6,ARI,2
2006,STL,1,ARI,13
2006,STL,0,ARI,3
2006,STL,7,ARI,9
2006,WSN,7,ARI,6
2006,WSN,5,ARI,4
2006,WSN,2,ARI,4
2006,COL,1,ARI,5
2006,COL,6,ARI,7
2006,COL,6,ARI,1
2006,SDP,12,ARI,4
2006,SDP,1,ARI,3
2006,SDP,3,ARI,1
2006,SDP,7,ARI,6
2006,PHI,3,ATL,5
2006,PHI,7,ATL,5
2006,PHI,7,ATL,6
2006,SDP,4,ATL,5
2006,SDP,0,ATL,2
2006,SDP,4,ATL,3
2006,NYM,5,ATL,2
2006,NYM,1,ATL,0
2006,NYM,5,ATL,8
2006,COL,0,ATL,2
2006,COL,4,ATL,5
2006,WSN,2,ATL,6
2006,WSN,5,ATL,8
2006,WSN,8,ATL,1
2006,FLA,8,ATL,11
2006,FLA,3,ATL,4
2006,FLA,4,ATL,6
2006,FLA,1,ATL,9
2006,LAD,12,ATL,5
2006,LAD,8,ATL,3
2006,LAD,3,ATL,9
2006,ARI,2,ATL,1
2006,ARI,4,ATL,2
2006,ARI,13,ATL,9
2006,ARI,9,ATL,3
2006,WSN,5,ATL,4
2006,WSN,3,ATL,5
2006,WSN,5,ATL,2
2006,BOS,4,ATL,1
2006,BOS,5,ATL,3
2006,BOS,10,ATL,7
2006,TOR,6,ATL,5
2006,TOR,6,ATL,3
2006,TOR,3,ATL,2
2006,BAL,3,ATL,5
2006,BAL,7,ATL,4
2006,BAL,3,ATL,10
2006,STL,3,ATL,6
2006,STL,6,ATL,3
2006,STL,4,ATL,14
2006,CIN,7,ATL,8
2006,CIN,10,ATL,5
2006,CIN,1,ATL,4
2006,CIN,3,ATL,8
2006,FLA,2,ATL,1
2006,FLA,5,ATL,6
2006,FLA,6,ATL,1
2006,NYM,6,ATL,4
2006,NYM,11,ATL,3
2006,NYM,10,ATL,6
2006,PHI,9,ATL,6
2006,PHI,1,ATL,3
2006,PHI,9,ATL,3
2006,MIL,1,ATL,2
2006,MIL,8,ATL,5
2006,MIL,4,ATL,7
2006,PIT,0,ATL,3
2006,PIT,5,ATL,3
2006,PIT,5,ATL,4
2006,WSN,7,ATL,6
2006,WSN,1,ATL,10
2006,WSN,6,ATL,13
2006,SFG,8,ATL,13
2006,SFG,3,ATL,5
2006,SFG,8,ATL,6
2006,CHC,4,ATL,8
2006,CHC,3,ATL,7
2006,CHC,1,ATL,2
2006,CHC,8,ATL,3
2006,PHI,6,ATL,5
2006,PHI,7,ATL,2
2006,PHI,1,ATL,4
2006,FLA,6,ATL,4
2006,FLA,1,ATL,2
2006,FLA,7,ATL,8
2006,NYM,0,ATL,12
2006,NYM,1,ATL,13
2006,NYM,7,ATL,4
2006,HOU,1,ATL,4
2006,HOU,5,ATL,4
2006,HOU,1,ATL,3
2006,TBD,6,BAL,9
2006,TBD,6,BAL,16
2006,TBD,2,BAL,0
2006,BOS,14,BAL,8
2006,BOS,2,BAL,1
2006,BOS,4,BAL,1
2006,LAA,5,BAL,6
2006,LAA,2,BAL,3
2006,LAA,9,BAL,3
2006,LAA,2,BAL,4
2006,CLE,15,BAL,1
2006,CLE,9,BAL,18
2006,CLE,4,BAL,9
2006,SEA,2,BAL,5
2006,SEA,8,BAL,6
2006,SEA,4,BAL,3
2006,TOR,9,BAL,7
2006,TOR,2,BAL,9
2006,DET,6,BAL,7
2006,DET,6,BAL,3
2006,KCR,5,BAL,6
2006,KCR,1,BAL,11
2006,KCR,7,BAL,8
2006,BOS,11,BAL,1
2006,BOS,6,BAL,5
2006,BOS,3,BAL,4
2006,TBD,5,BAL,7
2006,TBD,5,BAL,6
2006,TBD,8,BAL,6
2006,NYY,6,BAL,5
2006,NYY,6,BAL,5
2006,NYY,4,BAL,11
2006,TOR,0,BAL,4
2006,TOR,6,BAL,4
2006,TOR,5,BAL,3
2006,TOR,5,BAL,7
2006,FLA,6,BAL,2
2006,FLA,0,BAL,4
2006,FLA,8,BAL,5
2006,WSN,1,BAL,2
2006,WSN,2,BAL,3
2006,WSN,9,BAL,5
2006,PHI,4,BAL,7
2006,PHI,5,BAL,12
2006,PHI,4,BAL,0
2006,TEX,15,BAL,1
2006,TEX,2,BAL,1
2006,TEX,1,BAL,8
2006,TEX,0,BAL,4
2006,OAK,3,BAL,5
2006,OAK,5,BAL,4
2006,OAK,5,BAL,1
2006,CHW,6,BAL,4
2006,CHW,13,BAL,11
2006,CHW,7,BAL,8
2006,SEA,10,BAL,5
2006,SEA,0,BAL,2
2006,SEA,2,BAL,1
2006,NYY,5,BAL,4
2006,NYY,0,BAL,5
2006,NYY,6,BAL,1
2006,TOR,2,BAL,7
2006,TOR,0,BAL,15
2006,TOR,9,BAL,2
2006,MIN,3,BAL,6
2006,MIN,4,BAL,1
2006,MIN,11,BAL,2
2006,TBD,0,BAL,4
2006,TBD,2,BAL,3
2006,TBD,4,BAL,5
2006,NYY,4,BAL,9
2006,NYY,3,BAL,2
2006,NYY,9,BAL,4
2006,NYY,9,BAL,6
2006,BOS,6,BAL,5
2006,BOS,0,BAL,4
2006,BOS,6,BAL,5
2006,DET,3,BAL,4
2006,MIN,3,BAL,7
2006,MIN,8,BAL,5
2006,MIN,6,BAL,3
2006,TOR,3,BOS,5
2006,TOR,8,BOS,4
2006,TOR,8,BOS,6
2006,SEA,1,BOS,2
2006,SEA,3,BOS,0
2006,SEA,2,BOS,3
2006,SEA,6,BOS,7
2006,TBD,4,BOS,7
2006,TBD,1,BOS,9
2006,TBD,5,BOS,1
2006,NYY,3,BOS,7
2006,TOR,7,BOS,6
2006,TOR,4,BOS,7
2006,BAL,3,BOS,6
2006,BAL,3,BOS,9
2006,BAL,3,BOS,10
2006,TEX,6,BOS,0
2006,NYY,5,BOS,9
2006,NYY,7,BOS,5
2006,NYY,8,BOS,6
2006,TBD,1,BOS,4
2006,TBD,4,BOS,8
2006,TBD,4,BOS,6
2006,TBD,4,BOS,5
2006,TEX,3,BOS,4
2006,TEX,7,BOS,4
2006,TEX,4,BOS,5
2006,TEX,13,BOS,6
2006,WSN,3,BOS,6
2006,WSN,3,BOS,11
2006,WSN,3,BOS,9
2006,PHI,2,BOS,10
2006,PHI,3,BOS,5
2006,PHI,7,BOS,8
2006,NYM,4,BOS,9
2006,NYM,2,BOS,10
2006,NYM,2,BOS,4
2006,OAK,5,BOS,4
2006,OAK,15,BOS,3
2006,OAK,0,BOS,7
2006,OAK,8,BOS,1
2006,KCR,4,BOS,5
2006,KCR,0,BOS,1
2006,KCR,0,BOS,1
2006,TEX,4,BOS,6
2006,LAA,8,BOS,3
2006,LAA,6,BOS,7
2006,LAA,10,BOS,4
2006,CLE,8,BOS,9
2006,CLE,6,BOS,3
2006,CLE,5,BOS,6
2006,CLE,7,BOS,6
2006,BAL,2,BOS,9
2006,BAL,7,BOS,8
2006,BAL,9,BOS,11
2006,DET,7,BOS,4
2006,DET,3,BOS,2
2006,DET,4,BOS,6
2006,NYY,12,BOS,4
2006,NYY,14,BOS,11
2006,NYY,13,BOS,5
2006,NYY,8,BOS,5
2006,NYY,2,BOS,1
2006,TOR,4,BOS,6
2006,TOR,1,BOS,2
2006,TOR,5,BOS,1
2006,TOR,6,BOS,1
2006,CHW,2,BOS,3
2006,CHW,0,BOS,1
2006,CHW,8,BOS,1
2006,KCR,10,BOS,9
2006,KCR,10,BOS,4
2006,KCR,3,BOS,9
2006,MIN,7,BOS,3
