ID,Date,Time,Matchup_US_P,Visitor_Team,Home_Team,Visitor_Odd,Home_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,True_Result,Winner_Odd
35,2016-10-18,01:00,Los Angeles Kings @ Minnesota Wild,Los Angeles Kings,Minnesota Wild,3.13,2.54,Minnesota Wild,Minnesota Wild,0.683,N,Minnesota Wild,2.54
36,2016-10-18,01:00,Dallas Stars @ Nashville Predators,Dallas Stars,Nashville Predators,2.06,3.85,Dallas Stars,Nashville Predators,0.631,Y,Dallas Stars,2.06
37,2016-10-18,01:30,Philadelphia Flyers @ Chicago Blackhawks,Philadelphia Flyers,Chicago Blackhawks,3.98,2.39,Chicago Blackhawks,Chicago Blackhawks,0.692,N,Chicago Blackhawks,2.39
38,2016-10-18,02:00,Buffalo Sabres @ Calgary Flames,Buffalo Sabres,Calgary Flames,1.97,2.3,Buffalo Sabres,Calgary Flames,0.513,Y,Calgary Flames,2.3
39,2016-10-18,02:00,Carolina Hurricanes @ Edmonton Oilers,Carolina Hurricanes,Edmonton Oilers,3.26,4.06,Carolina Hurricanes,Edmonton Oilers,0.637,Y,Edmonton Oilers,4.06
40,2016-10-18,03:00,St. Louis Blues @ Vancouver Canucks,St. Louis Blues,Vancouver Canucks,3.89,2.67,Vancouver Canucks,St. Louis Blues,0.609,Y,Vancouver Canucks,2.67
41,2016-10-19,01:00,Detroit Red Wings @ New York Rangers,Detroit Red Wings,New York Rangers,2.39,3.21,Detroit Red Wings,New York Rangers,0.798,Y,Detroit Red Wings,2.39
42,2016-10-19,01:00,Toronto Maple Leafs @ Winnipeg Jets,Toronto Maple Leafs,Winnipeg Jets,2.6,3.81,Toronto Maple Leafs,Winnipeg Jets,0.578,Y,Winnipeg Jets,3.81
43,2016-10-20,00:00,New Jersey Devils @ Boston Bruins,New Jersey Devils,Boston Bruins,1.85,3.74,New Jersey Devils,Boston Bruins,0.636,Y,Boston Bruins,3.74
44,2016-10-20,00:00,Anaheim Ducks @ Philadelphia Flyers,Anaheim Ducks,Philadelphia Flyers,3.61,4.08,Anaheim Ducks,Anaheim Ducks,0.57,N,Anaheim Ducks,3.61
45,2016-10-20,00:00,San Jose Sharks @ Pittsburgh Penguins,San Jose Sharks,Pittsburgh Penguins,3.83,2.04,Pittsburgh Penguins,Pittsburgh Penguins,0.526,N,Pittsburgh Penguins,2.04
46,2016-10-20,00:30,Washington Capitals @ Florida Panthers,Washington Capitals,Florida Panthers,2.69,3.64,Washington Capitals,Washington Capitals,0.543,N,Washington Capitals,2.69
47,2016-10-20,00:30,Arizona Coyotes @ Montreal Canadiens,Arizona Coyotes,Montreal Canadiens,2.35,3.76,Arizona Coyotes,Montreal Canadiens,0.854,Y,Montreal Canadiens,3.76
48,2016-10-20,00:30,Colorado Avalanche @ Tampa Bay Lightning,Colorado Avalanche,Tampa Bay Lightning,4.16,1.81,Tampa Bay Lightning,Tampa Bay Lightning,0.773,N,Colorado Avalanche,4.16
49,2016-10-20,01:00,Toronto Maple Leafs @ Minnesota Wild,Toronto Maple Leafs,Minnesota Wild,4.14,1.84,Minnesota Wild,Minnesota Wild,0.691,N,Minnesota Wild,1.84
50,2016-10-20,01:30,Los Angeles Kings @ Dallas Stars,Los Angeles Kings,Dallas Stars,1.84,3.4,Los Angeles Kings,Los Angeles Kings,0.535,N,Los Angeles Kings,1.84
51,2016-10-20,02:00,Carolina Hurricanes @ Calgary Flames,Carolina Hurricanes,Calgary Flames,2.24,3.89,Carolina Hurricanes,Carolina Hurricanes,0.536,N,Carolina Hurricanes,2.24
52,2016-10-20,02:00,St. Louis Blues @ Edmonton Oilers,St. Louis Blues,Edmonton Oilers,3.93,1.95,Edmonton Oilers,Edmonton Oilers,0.547,N,Edmonton Oilers,1.95
53,2016-10-20,03:00,Buffalo Sabres @ Vancouver Canucks,Buffalo Sabres,Vancouver Canucks,2.79,2.47,Vancouver Canucks,Vancouver Canucks,0.53,N,Vancouver Canucks,2.47
54,2016-10-21,00:00,Chicago Blackhawks @ Columbus Blue Jackets,Chicago Blackhawks,Columbus Blue Jackets,2.85,3.85,Chicago Blackhawks,Columbus Blue Jackets,0.657,Y,Columbus Blue Jackets,3.85
55,2016-10-21,00:00,Arizona Coyotes @ New York Islanders,Arizona Coyotes,New York Islanders,3.9,2.47,New York Islanders,New York Islanders,0.664,N,New York Islanders,2.47
56,2016-10-21,00:30,Nashville Predators @ Detroit Red Wings,Nashville Predators,Detroit Red Wings,2.2,3.39,Nashville Predators,Detroit Red Wings,0.585,Y,Detroit Red Wings,3.39
57,2016-10-22,00:00,Montreal Canadiens @ Boston Bruins,Montreal Canadiens,Boston Bruins,3.3,3.81,Montreal Canadiens,Boston Bruins,0.523,Y,Montreal Canadiens,3.3
58,2016-10-22,00:00,Toronto Maple Leafs @ Chicago Blackhawks,Toronto Maple Leafs,Chicago Blackhawks,3.86,1.99,Chicago Blackhawks,Chicago Blackhawks,0.652,N,Chicago Blackhawks,1.99
59,2016-10-22,00:00,San Jose Sharks @ Detroit Red Wings,San Jose Sharks,Detroit Red Wings,1.83,3.3,San Jose Sharks,San Jose Sharks,0.528,N,Detroit Red Wings,3.3
60,2016-10-22,00:00,Colorado Avalanche @ Florida Panthers,Colorado Avalanche,Florida Panthers,3.62,4.02,Colorado Avalanche,Florida Panthers,0.683,Y,Florida Panthers,4.02
61,2016-10-22,00:00,Minnesota Wild @ New Jersey Devils,Minnesota Wild,New Jersey Devils,3.91,1.89,New Jersey Devils,New Jersey Devils,0.526,N,New Jersey Devils,1.89
62,2016-10-22,00:00,Tampa Bay Lightning @ Ottawa Senators,Tampa Bay Lightning,Ottawa Senators,1.86,3.52,Tampa Bay Lightning,Tampa Bay Lightning,0.606,N,Tampa Bay Lightning,1.86
63,2016-10-22,00:00,Carolina Hurricanes @ Philadelphia Flyers,Carolina Hurricanes,Philadelphia Flyers,3.66,3.96,Carolina Hurricanes,Philadelphia Flyers,0.562,Y,Philadelphia Flyers,3.96
64,2016-10-22,00:00,New York Rangers @ Washington Capitals,New York Rangers,Washington Capitals,4.11,1.9,Washington Capitals,New York Rangers,0.616,Y,New York Rangers,4.11
65,2016-10-22,01:00,Columbus Blue Jackets @ Dallas Stars,Columbus Blue Jackets,Dallas Stars,3.83,2.67,Dallas Stars,Columbus Blue Jackets,0.722,Y,Columbus Blue Jackets,3.83
66,2016-10-22,01:00,Pittsburgh Penguins @ Nashville Predators,Pittsburgh Penguins,Nashville Predators,2.0,2.33,Pittsburgh Penguins,Pittsburgh Penguins,0.531,N,Nashville Predators,2.33
67,2016-10-22,03:00,St. Louis Blues @ Calgary Flames,St. Louis Blues,Calgary Flames,2.79,3.1,St. Louis Blues,St. Louis Blues,0.626,N,St. Louis Blues,2.79
68,2016-10-22,03:00,Vancouver Canucks @ Los Angeles Kings,Vancouver Canucks,Los Angeles Kings,2.22,3.91,Vancouver Canucks,Los Angeles Kings,0.679,Y,Los Angeles Kings,3.91
69,2016-10-23,00:00,Arizona Coyotes @ New York Rangers,Arizona Coyotes,New York Rangers,2.08,3.88,Arizona Coyotes,New York Rangers,0.891,Y,New York Rangers,3.88
70,2016-10-23,01:00,Vancouver Canucks @ Anaheim Ducks,Vancouver Canucks,Anaheim Ducks,4.07,1.77,Anaheim Ducks,Anaheim Ducks,0.737,N,Anaheim Ducks,1.77
71,2016-10-23,20:00,Edmonton Oilers @ Winnipeg Jets,Edmonton Oilers,Winnipeg Jets,3.88,2.07,Winnipeg Jets,Winnipeg Jets,0.546,N,Edmonton Oilers,3.88
72,2016-10-23,23:00,Minnesota Wild @ New York Islanders,Minnesota Wild,New York Islanders,3.1,3.82,Minnesota Wild,Minnesota Wild,0.626,N,New York Islanders,3.82
73,2016-10-24,00:30,Philadelphia Flyers @ Montreal Canadiens,Philadelphia Flyers,Montreal Canadiens,2.96,3.95,Philadelphia Flyers,Montreal Canadiens,0.793,Y,Montreal Canadiens,3.95
74,2016-10-24,01:30,Calgary Flames @ Chicago Blackhawks,Calgary Flames,Chicago Blackhawks,2.09,2.47,Calgary Flames,Chicago Blackhawks,0.769,Y,Calgary Flames,2.09
75,2016-10-25,00:00,Minnesota Wild @ Boston Bruins,Minnesota Wild,Boston Bruins,2.05,3.16,Minnesota Wild,Boston Bruins,0.61,Y,Minnesota Wild,2.05
76,2016-10-25,00:00,Arizona Coyotes @ New Jersey Devils,Arizona Coyotes,New Jersey Devils,3.23,3.77,Arizona Coyotes,New Jersey Devils,0.786,Y,New Jersey Devils,3.77
77,2016-10-25,00:00,Florida Panthers @ Pittsburgh Penguins,Florida Panthers,Pittsburgh Penguins,3.74,2.54,Pittsburgh Penguins,Pittsburgh Penguins,0.586,N,Pittsburgh Penguins,2.54
78,2016-10-25,00:30,Carolina Hurricanes @ Detroit Red Wings,Carolina Hurricanes,Detroit Red Wings,2.41,3.81,Carolina Hurricanes,Detroit Red Wings,0.636,Y,Detroit Red Wings,3.81
79,2016-10-25,00:30,Buffalo Sabres @ Philadelphia Flyers,Buffalo Sabres,Philadelphia Flyers,2.57,3.8,Buffalo Sabres,Philadelphia Flyers,0.608,Y,Philadelphia Flyers,3.8
80,2016-10-25,00:30,Tampa Bay Lightning @ Toronto Maple Leafs,Tampa Bay Lightning,Toronto Maple Leafs,3.88,2.03,Toronto Maple Leafs,Tampa Bay Lightning,0.611,Y,Tampa Bay Lightning,3.88
81,2016-10-25,01:00,Calgary Flames @ St. Louis Blues,Calgary Flames,St. Louis Blues,4.04,1.8,St. Louis Blues,St. Louis Blues,0.721,N,Calgary Flames,4.04
82,2016-10-25,01:30,Winnipeg Jets @ Dallas Stars,Winnipeg Jets,Dallas Stars,1.99,3.92,Winnipeg Jets,Winnipeg Jets,0.551,N,Dallas Stars,3.92
83,2016-10-25,03:00,Anaheim Ducks @ San Jose Sharks,Anaheim Ducks,San Jose Sharks,3.79,2.61,San Jose Sharks,San Jose Sharks,0.588,N,San Jose Sharks,2.61
84,2016-10-25,03:00,Ottawa Senators @ Vancouver Canucks,Ottawa Senators,Vancouver Canucks,3.25,2.38,Vancouver Canucks,Ottawa Senators,0.576,Y,Ottawa Senators,3.25
85,2016-10-25,03:30,Columbus Blue Jackets @ Los Angeles Kings,Columbus Blue Jackets,Los Angeles Kings,3.57,4.19,Columbus Blue Jackets,Columbus Blue Jackets,0.645,N,Los Angeles Kings,4.19
86,2016-10-26,00:00,Montreal Canadiens @ New York Islanders,Montreal Canadiens,New York Islanders,1.83,3.38,Montreal Canadiens,Montreal Canadiens,0.705,N,Montreal Canadiens,1.83
87,2016-10-26,01:00,Boston Bruins @ New York Rangers,Boston Bruins,New York Rangers,4.13,1.91,New York Rangers,New York Rangers,0.664,N,New York Rangers,1.91
88,2016-10-26,02:30,Washington Capitals @ Edmonton Oilers,Washington Capitals,Edmonton Oilers,2.16,3.88,Washington Capitals,Washington Capitals,0.562,N,Edmonton Oilers,3.88
89,2016-10-26,03:30,Nashville Predators @ Anaheim Ducks,Nashville Predators,Anaheim Ducks,2.91,2.44,Anaheim Ducks,Anaheim Ducks,0.629,N,Anaheim Ducks,2.44
90,2016-10-27,00:00,Minnesota Wild @ Buffalo Sabres,Minnesota Wild,Buffalo Sabres,2.45,2.59,Minnesota Wild,Minnesota Wild,0.686,N,Minnesota Wild,2.45
91,2016-10-27,00:00,Arizona Coyotes @ Philadelphia Flyers,Arizona Coyotes,Philadelphia Flyers,2.55,3.8,Arizona Coyotes,Philadelphia Flyers,0.655,Y,Arizona Coyotes,2.55
92,2016-10-27,00:00,New York Islanders @ Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,3.86,2.53,Pittsburgh Penguins,Pittsburgh Penguins,0.668,N,Pittsburgh Penguins,2.53
93,2016-10-27,00:30,Tampa Bay Lightning @ Montreal Canadiens,Tampa Bay Lightning,Montreal Canadiens,3.3,3.98,Tampa Bay Lightning,Montreal Canadiens,0.621,Y,Montreal Canadiens,3.98
94,2016-10-27,00:30,Florida Panthers @ Toronto Maple Leafs,Florida Panthers,Toronto Maple Leafs,3.91,2.36,Toronto Maple Leafs,Toronto Maple Leafs,0.501,N,Toronto Maple Leafs,2.36
95,2016-10-27,01:00,Detroit Red Wings @ St. Louis Blues,Detroit Red Wings,St. Louis Blues,4.14,1.79,St. Louis Blues,St. Louis Blues,0.562,N,Detroit Red Wings,4.14
96,2016-10-27,01:00,Dallas Stars @ Winnipeg Jets,Dallas Stars,Winnipeg Jets,1.96,3.81,Dallas Stars,Winnipeg Jets,0.654,Y,Winnipeg Jets,3.81
97,2016-10-27,03:30,Nashville Predators @ Los Angeles Kings,Nashville Predators,Los Angeles Kings,2.15,2.28,Nashville Predators,Los Angeles Kings,0.562,Y,Los Angeles Kings,2.28
98,2016-10-27,03:30,Columbus Blue Jackets @ San Jose Sharks,Columbus Blue Jackets,San Jose Sharks,2.94,3.85,Columbus Blue Jackets,Columbus Blue Jackets,0.545,N,San Jose Sharks,3.85
99,2016-10-28,00:30,New York Rangers @ Carolina Hurricanes,New York Rangers,Carolina Hurricanes,3.76,2.78,Carolina Hurricanes,New York Rangers,0.783,Y,Carolina Hurricanes,2.78
100,2016-10-28,02:00,Ottawa Senators @ Calgary Flames,Ottawa Senators,Calgary Flames,4.0,1.94,Calgary Flames,Ottawa Senators,0.594,Y,Calgary Flames,1.94
101,2016-10-28,02:00,Winnipeg Jets @ Colorado Avalanche,Winnipeg Jets,Colorado Avalanche,2.19,3.36,Winnipeg Jets,Winnipeg Jets,0.556,N,Winnipeg Jets,2.19
