,ID,Date,Time,League,Matchup_US_P,Visitor_Team,Home_Team,Visitor_Odd,Draw_Odd,Home_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,True_Result
8,94,2016-11-27,20:45:00,primera-division,FC Barcelona @ Real Sociedad,FC Barcelona,Real Sociedad,1.57,5.14,7.1,FC Barcelona,Real Sociedad,0.398,Y,Upcoming
