ID,Date,Time,Matchup_US_P,Visitor_Team,Home_Team,Visitor_Odd,Home_Odd,Bookies_choice,Sibyl,Confidence,Divergence_Y/N,Visi_Team_PTS,Home_Team_PTS,True_Result,Winner_Odd
673,2016-05-29,20:10,SDP @ ARI,SDP,ARI,1.94,1.92,ARI,ARI,0.537,N,3,6,ARI,1.92
674,2016-05-29,20:10,SFG @ COL,SFG,COL,1.59,2.47,SFG,COL,0.506,Y,8,3,SFG,2.47
675,2016-05-29,20:10,MIN @ SEA,MIN,SEA,2.68,1.52,SEA,SEA,0.67,N,5,4,MIN,1.52
676,2016-05-29,21:05,MIA @ ATL,MIA,ATL,2.16,1.75,ATL,MIA,0.567,Y,7,3,MIA,1.75
677,2016-05-30,17:10,SFG @ ATL,SFG,ATL,1.63,2.37,SFG,SFG,0.582,N,3,5,ATL,2.37
678,2016-05-30,17:10,CHW @ NYM,CHW,NYM,1.84,2.03,CHW,NYM,0.56,Y,0,1,NYM,2.03
679,2016-05-30,17:35,BOS @ BAL,BOS,BAL,1.88,1.98,BOS,BOS,0.519,N,7,2,BOS,1.98
680,2016-05-30,18:10,STL @ MIL,STL,MIL,1.71,2.22,STL,STL,0.51,N,6,0,STL,2.22
681,2016-05-30,20:05,MIN @ OAK,MIN,OAK,2.15,1.75,OAK,OAK,0.6,N,2,3,OAK,1.75
682,2016-05-30,20:10,HOU @ ARI,HOU,ARI,1.64,2.35,HOU,HOU,0.565,N,8,3,HOU,2.35
683,2016-05-30,20:10,CIN @ COL,CIN,COL,2.18,1.73,COL,COL,0.588,N,11,8,CIN,1.73
684,2016-05-30,20:10,SDP @ SEA,SDP,SEA,2.91,1.44,SEA,SEA,0.643,N,3,9,SEA,1.44
685,2016-05-30,21:05,LAD @ CHC,LAD,CHC,2.13,1.76,CHC,CHC,0.612,N,0,2,CHC,1.76
686,2016-05-30,22:10,TEX @ CLE,TEX,CLE,2.46,1.59,CLE,CLE,0.543,N,9,2,TEX,1.59
687,2016-05-30,23:05,WSN @ PHI,WSN,PHI,1.65,2.34,WSN,WSN,0.621,N,4,3,WSN,2.34
688,2016-05-30,23:07,NYY @ TOR,NYY,TOR,2.27,1.68,TOR,TOR,0.559,N,2,4,TOR,1.68
689,2016-05-30,23:10,PIT @ MIA,PIT,MIA,1.69,2.27,PIT,MIA,0.532,Y,10,0,PIT,2.27
690,2016-05-31,00:15,TBR @ KCR,TBR,KCR,2.08,1.81,KCR,KCR,0.552,N,2,6,KCR,1.81
691,2016-05-31,01:05,DET @ LAA,DET,LAA,1.92,1.95,DET,DET,0.556,N,1,5,LAA,1.95
692,2016-05-31,19:40,HOU @ ARI,HOU,ARI,1.72,2.19,HOU,HOU,0.565,N,8,5,HOU,2.19
693,2016-05-31,19:40,SDP @ SEA,SDP,SEA,2.68,1.52,SEA,SEA,0.643,N,4,16,SEA,1.52
694,2016-05-31,22:10,TEX @ CLE,TEX,CLE,2.8,1.48,CLE,CLE,0.543,N,7,3,TEX,1.48
695,2016-05-31,23:05,BOS @ BAL,BOS,BAL,2.06,1.82,BAL,BOS,0.519,Y,6,2,BOS,1.82
696,2016-05-31,23:05,WSN @ PHI,WSN,PHI,1.95,1.91,PHI,WSN,0.621,Y,5,1,WSN,1.91
697,2016-05-31,23:07,NYY @ TOR,NYY,TOR,2.47,1.59,TOR,TOR,0.559,N,1,4,TOR,1.59
698,2016-05-31,23:10,SFG @ ATL,SFG,ATL,1.76,2.13,SFG,SFG,0.582,N,4,0,SFG,2.13
699,2016-05-31,23:10,PIT @ MIA,PIT,MIA,2.09,1.8,MIA,MIA,0.532,N,1,3,MIA,1.8
700,2016-05-31,23:10,CHW @ NYM,CHW,NYM,2.59,1.54,NYM,NYM,0.56,N,6,4,CHW,1.54
701,2016-06-01,00:05,LAD @ CHC,LAD,CHC,2.89,1.45,CHC,CHC,0.612,N,5,0,CHC,1.45
702,2016-06-01,00:10,STL @ MIL,STL,MIL,1.66,2.32,STL,STL,0.51,N,10,3,MIL,2.32
703,2016-06-01,00:15,TBR @ KCR,TBR,KCR,1.79,2.1,TBR,KCR,0.552,Y,5,10,KCR,2.1
704,2016-06-01,00:40,CIN @ COL,CIN,COL,2.9,1.44,COL,COL,0.588,N,4,17,CIN,1.44
705,2016-06-01,02:05,DET @ LAA,DET,LAA,1.97,1.89,LAA,DET,0.556,Y,9,11,DET,1.89
706,2016-06-01,02:05,MIN @ OAK,MIN,OAK,1.92,1.95,MIN,OAK,0.6,Y,4,7,OAK,1.95
707,2016-06-01,17:40,STL @ MIL,STL,MIL,1.56,2.56,STL,STL,0.51,N,1,3,MIL,2.56
708,2016-06-01,19:35,MIN @ OAK,MIN,OAK,2.47,1.6,OAK,OAK,0.6,N,1,5,OAK,1.6
709,2016-06-01,22:10,TEX @ CLE,TEX,CLE,1.85,2.0,TEX,CLE,0.543,Y,4,5,CLE,2.0
710,2016-06-01,23:05,BOS @ BAL,BOS,BAL,1.9,1.94,BOS,BOS,0.519,N,9,13,BAL,1.94
711,2016-06-01,23:05,DET @ LAA,DET,LAA,1.99,1.88,LAA,DET,0.556,Y,3,0,DET,1.88
712,2016-06-01,23:05,WSN @ PHI,WSN,PHI,1.41,3.03,WSN,WSN,0.621,N,7,2,WSN,3.03
713,2016-06-01,23:07,NYY @ TOR,NYY,TOR,1.9,1.95,NYY,TOR,0.559,Y,0,7,TOR,1.95
714,2016-06-01,23:10,SFG @ ATL,SFG,ATL,1.74,2.17,SFG,SFG,0.582,N,4,5,ATL,2.17
715,2016-06-01,23:10,PIT @ MIA,PIT,MIA,2.02,1.84,MIA,MIA,0.532,N,2,3,MIA,1.84
716,2016-06-02,00:05,LAD @ CHC,LAD,CHC,2.82,1.47,CHC,CHC,0.612,N,1,2,CHC,1.47
717,2016-06-02,00:10,ARI @ HOU,ARI,HOU,2.62,1.54,HOU,HOU,0.641,N,4,5,ARI,1.54
718,2016-06-02,00:40,CIN @ COL,CIN,COL,2.72,1.5,COL,COL,0.588,N,7,2,CIN,1.5
719,2016-06-02,02:10,SEA @ SDP,SEA,SDP,1.74,2.18,SEA,SEA,0.567,N,6,14,SEA,2.18
720,2016-06-02,16:10,SFG @ ATL,SFG,ATL,1.4,3.09,SFG,SFG,0.582,N,6,0,SFG,3.09
721,2016-06-02,18:10,ARI @ HOU,ARI,HOU,2.21,1.71,HOU,HOU,0.641,N,3,0,ARI,1.71
722,2016-06-02,18:20,LAD @ CHC,LAD,CHC,2.45,1.59,CHC,CHC,0.612,N,2,7,CHC,1.59
723,2016-06-02,23:05,BOS @ BAL,BOS,BAL,1.76,2.13,BOS,BOS,0.519,N,7,12,BAL,2.13
724,2016-06-02,23:05,MIL @ PHI,MIL,PHI,1.93,1.92,PHI,MIL,0.51,Y,4,1,MIL,1.92
725,2016-06-02,23:10,KCR @ CLE,KCR,CLE,2.67,1.51,CLE,CLE,0.627,N,4,5,CLE,1.51
726,2016-06-02,23:10,PIT @ MIA,PIT,MIA,1.8,2.08,PIT,MIA,0.532,Y,3,4,MIA,2.08
727,2016-06-02,23:40,NYY @ DET,NYY,DET,1.79,2.09,NYY,DET,0.541,Y,5,4,NYY,2.09
728,2016-06-03,00:10,TBR @ MIN,TBR,MIN,1.85,2.02,TBR,TBR,0.531,N,4,6,TBR,2.02
729,2016-06-03,18:20,ARI @ CHC,ARI,CHC,3.18,1.38,CHC,CHC,0.734,N,0,6,CHC,1.38
730,2016-06-03,23:05,NYY @ BAL,NYY,BAL,2.14,1.76,BAL,BAL,0.533,N,5,6,BAL,1.76
731,2016-06-03,23:05,MIL @ PHI,MIL,PHI,2.09,1.79,PHI,MIL,0.51,Y,3,6,PHI,1.79
732,2016-06-03,23:05,LAA @ PIT,LAA,PIT,2.37,1.63,PIT,PIT,0.603,N,9,2,LAA,1.63
733,2016-06-03,23:10,TOR @ BOS,TOR,BOS,2.54,1.56,BOS,BOS,0.573,N,5,2,TOR,1.56
734,2016-06-03,23:10,WSN @ CIN,WSN,CIN,1.59,2.45,WSN,WSN,0.621,N,2,7,CIN,2.45
735,2016-06-03,23:10,KCR @ CLE,KCR,CLE,2.58,1.54,CLE,CLE,0.627,N,1,6,CLE,1.54
736,2016-06-03,23:10,CHW @ DET,CHW,DET,2.27,1.68,DET,DET,0.569,N,3,10,DET,1.68
737,2016-06-03,23:10,NYM @ MIA,NYM,MIA,1.54,2.58,NYM,MIA,0.509,Y,6,2,NYM,2.58
738,2016-06-04,00:05,SEA @ TEX,SEA,TEX,2.3,1.66,TEX,TEX,0.573,N,3,7,TEX,1.66
739,2016-06-04,00:10,OAK @ HOU,OAK,HOU,2.19,1.72,HOU,HOU,0.608,N,2,12,HOU,1.72
740,2016-06-04,00:10,TBR @ MIN,TBR,MIN,1.83,2.02,TBR,TBR,0.531,N,4,2,TBR,2.02
741,2016-06-04,00:15,SFG @ STL,SFG,STL,1.87,2.0,SFG,STL,0.558,Y,5,1,STL,2.0
742,2016-06-04,02:10,ATL @ LAD,ATL,LAD,2.68,1.51,LAD,LAD,0.701,N,2,4,LAD,1.51
743,2016-06-04,02:40,COL @ SDP,COL,SDP,2.27,1.68,SDP,COL,0.512,Y,0,4,SDP,1.68
744,2016-06-04,18:20,ARI @ CHC,ARI,CHC,3.41,1.34,CHC,CHC,0.734,N,3,5,CHC,1.34
745,2016-06-04,19:05,MIL @ PHI,MIL,PHI,1.85,2.01,MIL,MIL,0.51,N,6,3,MIL,2.01
746,2016-06-04,20:05,TOR @ BOS,TOR,BOS,2.2,1.72,BOS,BOS,0.573,N,4,6,BOS,1.72
747,2016-06-04,20:05,LAA @ PIT,LAA,PIT,1.89,1.97,LAA,PIT,0.603,Y,7,8,PIT,1.97
748,2016-06-04,20:10,WSN @ CIN,WSN,CIN,1.51,2.69,WSN,WSN,0.621,N,3,6,CIN,2.69
749,2016-06-04,20:10,CHW @ DET,CHW,DET,1.67,2.28,CHW,DET,0.569,Y,4,7,DET,2.28
750,2016-06-04,20:10,OAK @ HOU,OAK,HOU,2.48,1.59,HOU,HOU,0.608,N,5,6,HOU,1.59
751,2016-06-04,20:10,NYM @ MIA,NYM,MIA,1.9,1.95,NYM,MIA,0.509,Y,6,4,NYM,1.95
752,2016-06-04,20:10,TBR @ MIN,TBR,MIN,1.9,1.95,TBR,TBR,0.531,N,7,4,TBR,1.95
753,2016-06-04,23:15,NYY @ BAL,NYY,BAL,2.17,1.74,BAL,BAL,0.533,N,8,6,NYY,1.74
754,2016-06-04,23:15,KCR @ CLE,KCR,CLE,2.03,1.82,CLE,CLE,0.627,N,1,7,CLE,1.82
755,2016-06-05,01:05,SEA @ TEX,SEA,TEX,1.9,1.95,SEA,TEX,0.573,Y,4,10,TEX,1.95
756,2016-06-05,02:10,ATL @ LAD,ATL,LAD,4.7,1.21,LAD,LAD,0.701,N,0,4,LAD,1.21
757,2016-06-05,02:10,COL @ SDP,COL,SDP,1.84,2.03,COL,COL,0.512,N,3,4,COL,2.03
758,2016-06-05,17:10,WSN @ CIN,WSN,CIN,1.5,2.7,WSN,WSN,0.621,N,10,9,WSN,2.7
759,2016-06-05,17:10,KCR @ CLE,KCR,CLE,2.7,1.5,CLE,CLE,0.627,N,0,7,CLE,1.5
760,2016-06-05,17:10,CHW @ DET,CHW,DET,2.12,1.77,DET,DET,0.569,N,2,5,DET,1.77
761,2016-06-05,17:10,NYM @ MIA,NYM,MIA,2.45,1.59,MIA,MIA,0.509,N,0,1,MIA,1.59
762,2016-06-05,17:35,NYY @ BAL,NYY,BAL,2.19,1.72,BAL,BAL,0.533,N,1,3,BAL,1.72
763,2016-06-05,17:35,TOR @ BOS,TOR,BOS,1.96,1.9,BOS,BOS,0.573,N,5,4,TOR,1.9
764,2016-06-05,17:35,MIL @ PHI,MIL,PHI,2.47,1.58,PHI,MIL,0.51,Y,1,8,PHI,1.58
765,2016-06-05,17:35,LAA @ PIT,LAA,PIT,2.27,1.68,PIT,PIT,0.603,N,5,4,LAA,1.68
766,2016-06-05,18:10,OAK @ HOU,OAK,HOU,2.5,1.58,HOU,HOU,0.608,N,2,5,HOU,1.58
767,2016-06-05,18:10,TBR @ MIN,TBR,MIN,1.83,2.04,TBR,TBR,0.531,N,7,5,TBR,2.04
768,2016-06-05,18:20,ARI @ CHC,ARI,CHC,3.71,1.3,CHC,CHC,0.734,N,3,2,ARI,1.3
769,2016-06-05,19:05,SEA @ TEX,SEA,TEX,1.83,2.04,SEA,TEX,0.573,Y,2,3,TEX,2.04
770,2016-06-05,20:10,ATL @ LAD,ATL,LAD,3.14,1.39,LAD,LAD,0.701,N,6,12,LAD,1.39
771,2016-06-06,23:05,KCR @ BAL,KCR,BAL,2.01,1.85,BAL,BAL,0.589,N,1,4,BAL,1.85
772,2016-06-06,23:05,LAA @ NYY,LAA,NYY,2.39,1.62,NYY,NYY,0.632,N,2,5,NYY,1.62
773,2016-06-06,23:05,CHC @ PHI,CHC,PHI,1.37,3.29,CHC,CHC,0.662,N,6,4,CHC,3.29
774,2016-06-06,23:10,TOR @ DET,TOR,DET,2.19,1.72,DET,DET,0.522,N,0,11,DET,1.72
775,2016-06-07,00:05,HOU @ TEX,HOU,TEX,1.75,2.14,HOU,TEX,0.578,Y,5,6,TEX,2.14
776,2016-06-07,01:40,TBR @ ARI,TBR,ARI,2.05,1.82,ARI,TBR,0.505,Y,6,4,ARI,1.82
777,2016-06-07,02:10,COL @ LAD,COL,LAD,2.15,1.75,LAD,LAD,0.623,N,6,1,LAD,1.75
778,2016-06-07,02:10,ATL @ SDP,ATL,SDP,2.18,1.73,SDP,SDP,0.576,N,2,7,SDP,1.73
779,2016-06-07,02:10,CLE @ SEA,CLE,SEA,2.15,1.75,SEA,SEA,0.504,N,3,1,SEA,1.75
780,2016-06-07,20:05,NYM @ PIT,NYM,PIT,2.06,1.83,PIT,PIT,0.516,N,1,3,PIT,1.83
781,2016-06-07,23:05,KCR @ BAL,KCR,BAL,2.18,1.73,BAL,BAL,0.589,N,1,9,BAL,1.73
782,2016-06-07,23:05,LAA @ NYY,LAA,NYY,2.35,1.64,NYY,NYY,0.632,N,3,6,NYY,1.64
783,2016-06-07,23:05,CHC @ PHI,CHC,PHI,1.49,2.73,CHC,CHC,0.662,N,2,3,PHI,2.73
784,2016-06-07,23:05,NYM @ PIT,NYM,PIT,1.81,2.08,NYM,PIT,0.516,Y,1,3,PIT,2.08
785,2016-06-07,23:10,STL @ CIN,STL,CIN,1.64,2.36,STL,STL,0.56,N,6,7,CIN,2.36
786,2016-06-07,23:10,TOR @ DET,TOR,DET,1.68,2.25,TOR,DET,0.522,Y,2,3,DET,2.25
787,2016-06-08,00:05,HOU @ TEX,HOU,TEX,1.86,1.99,HOU,TEX,0.578,Y,3,4,HOU,1.99
788,2016-06-08,00:10,WSN @ CHW,WSN,CHW,1.68,2.28,WSN,WSN,0.544,N,10,5,WSN,2.28
789,2016-06-08,00:10,OAK @ MIL,OAK,MIL,2.17,1.74,MIL,MIL,0.562,N,4,5,MIL,1.74
790,2016-06-08,00:10,MIA @ MIN,MIA,MIN,1.83,2.02,MIA,MIA,0.56,N,4,6,MIN,2.02
791,2016-06-08,01:40,TBR @ ARI,TBR,ARI,2.57,1.55,ARI,TBR,0.505,Y,0,5,TBR,1.55
792,2016-06-08,02:10,COL @ LAD,COL,LAD,2.65,1.51,LAD,LAD,0.623,N,3,4,COL,1.51
793,2016-06-08,02:10,ATL @ SDP,ATL,SDP,2.29,1.66,SDP,SDP,0.576,N,3,4,ATL,1.66
794,2016-06-08,02:10,CLE @ SEA,CLE,SEA,2.09,1.8,SEA,SEA,0.504,N,1,7,SEA,1.8
795,2016-06-08,02:15,BOS @ SFG,BOS,SFG,1.75,2.14,BOS,BOS,0.536,N,5,3,SFG,2.14
796,2016-06-08,17:05,CHC @ PHI,CHC,PHI,1.53,2.61,CHC,CHC,0.662,N,8,1,CHC,2.61
797,2016-06-08,17:10,TOR @ DET,TOR,DET,2.16,1.74,DET,DET,0.522,N,7,2,TOR,1.74
798,2016-06-08,19:40,TBR @ ARI,TBR,ARI,1.99,1.87,ARI,TBR,0.505,Y,6,3,TBR,1.87
799,2016-06-08,19:40,ATL @ SDP,ATL,SDP,2.37,1.63,SDP,SDP,0.576,N,4,2,ATL,1.63
800,2016-06-08,23:05,KCR @ BAL,KCR,BAL,2.33,1.64,BAL,BAL,0.589,N,0,4,BAL,1.64
801,2016-06-08,23:05,LAA @ NYY,LAA,NYY,2.69,1.5,NYY,NYY,0.632,N,6,12,NYY,1.5
802,2016-06-08,23:10,STL @ CIN,STL,CIN,1.5,2.69,STL,STL,0.56,N,12,7,STL,2.69
803,2016-06-09,00:05,HOU @ TEX,HOU,TEX,2.46,1.59,TEX,TEX,0.578,N,3,1,TEX,1.59
804,2016-06-09,00:10,WSN @ CHW,WSN,CHW,1.58,2.49,WSN,WSN,0.544,N,11,4,CHW,2.49
805,2016-06-09,00:10,MIA @ MIN,MIA,MIN,1.92,1.94,MIA,MIA,0.56,N,5,7,MIA,1.94
806,2016-06-09,02:10,CLE @ SEA,CLE,SEA,1.94,1.92,SEA,SEA,0.504,N,0,5,CLE,1.92
807,2016-06-09,18:05,HOU @ TEX,HOU,TEX,1.77,2.12,HOU,TEX,0.578,Y,3,5,TEX,2.12
808,2016-06-09,21:10,PIT @ COL,PIT,COL,1.97,1.88,COL,COL,0.513,N,5,11,COL,1.88
809,2016-06-09,23:05,LAA @ NYY,LAA,NYY,2.15,1.75,NYY,NYY,0.632,N,3,6,NYY,1.75
810,2016-06-09,23:07,BAL @ TOR,BAL,TOR,2.48,1.58,TOR,TOR,0.566,N,6,5,BAL,1.58
811,2016-06-09,23:10,STL @ CIN,STL,CIN,1.55,2.57,STL,STL,0.56,N,3,2,STL,2.57
812,2016-06-10,00:10,NYM @ MIL,NYM,MIL,1.97,1.89,MIL,NYM,0.509,Y,5,2,NYM,1.89
813,2016-06-10,23:05,PHI @ WSN,PHI,WSN,3.26,1.37,WSN,WSN,0.693,N,6,9,WSN,1.37
814,2016-06-10,23:05,DET @ NYY,DET,NYY,2.19,1.73,NYY,NYY,0.539,N,0,4,NYY,1.73
815,2016-06-10,23:05,STL @ PIT,STL,PIT,2.45,1.59,PIT,PIT,0.515,N,9,3,STL,1.59
816,2016-06-10,23:07,BAL @ TOR,BAL,TOR,1.97,1.88,TOR,TOR,0.566,N,3,4,TOR,1.88
817,2016-06-10,23:10,OAK @ CIN,OAK,CIN,1.86,1.99,OAK,CIN,0.512,Y,1,2,CIN,1.99
818,2016-06-10,23:10,HOU @ TBR,HOU,TBR,1.91,1.95,HOU,HOU,0.52,N,3,4,TBR,1.95
819,2016-06-10,23:35,CHC @ ATL,CHC,ATL,1.47,2.78,CHC,CHC,0.696,N,1,5,ATL,2.78
820,2016-06-11,00:10,KCR @ CHW,KCR,CHW,2.44,1.6,CHW,CHW,0.569,N,5,7,KCR,1.6
821,2016-06-11,00:10,NYM @ MIL,NYM,MIL,2.01,1.85,MIL,NYM,0.509,Y,2,1,MIL,1.85
822,2016-06-11,00:10,BOS @ MIN,BOS,MIN,1.69,2.24,BOS,BOS,0.647,N,8,1,BOS,2.24
823,2016-06-11,00:40,SDP @ COL,SDP,COL,2.77,1.48,COL,COL,0.591,N,7,5,COL,1.48
824,2016-06-11,01:40,MIA @ ARI,MIA,ARI,2.33,1.65,ARI,MIA,0.534,Y,8,6,ARI,1.65
825,2016-06-11,02:05,CLE @ LAA,CLE,LAA,1.7,2.23,CLE,CLE,0.587,N,6,2,LAA,2.23
826,2016-06-11,02:10,TEX @ SEA,TEX,SEA,2.3,1.66,SEA,SEA,0.507,N,5,7,TEX,1.66
827,2016-06-11,02:15,LAD @ SFG,LAD,SFG,1.62,2.38,LAD,LAD,0.511,N,3,2,SFG,2.38
828,2016-06-11,16:05,PHI @ WSN,PHI,WSN,2.3,1.66,WSN,WSN,0.693,N,0,8,WSN,1.66
829,2016-06-11,17:07,BAL @ TOR,BAL,TOR,2.2,1.72,TOR,TOR,0.566,N,6,11,TOR,1.72
830,2016-06-11,18:10,KCR @ CHW,KCR,CHW,2.17,1.74,CHW,CHW,0.569,N,4,1,KCR,1.74
831,2016-06-11,18:10,BOS @ MIN,BOS,MIN,1.72,2.2,BOS,BOS,0.647,N,15,4,BOS,2.2
832,2016-06-11,20:10,CHC @ ATL,CHC,ATL,1.33,3.49,CHC,CHC,0.696,N,8,2,CHC,3.49
833,2016-06-11,20:10,OAK @ CIN,OAK,CIN,2.03,1.83,CIN,CIN,0.512,N,1,2,CIN,1.83
834,2016-06-11,20:10,SDP @ COL,SDP,COL,2.58,1.54,COL,COL,0.591,N,3,5,COL,1.54
835,2016-06-11,20:10,NYM @ MIL,NYM,MIL,1.84,2.02,NYM,NYM,0.509,N,4,7,MIL,2.02
836,2016-06-11,20:10,HOU @ TBR,HOU,TBR,2.14,1.75,TBR,HOU,0.52,Y,4,3,HOU,1.75
837,2016-06-11,23:15,DET @ NYY,DET,NYY,2.19,1.72,NYY,NYY,0.539,N,6,1,DET,1.72
838,2016-06-11,23:15,STL @ PIT,STL,PIT,1.92,1.94,STL,PIT,0.515,Y,5,1,STL,1.94
839,2016-06-11,23:15,LAD @ SFG,LAD,SFG,2.02,1.85,SFG,LAD,0.511,Y,4,5,SFG,1.85
840,2016-06-12,02:05,CLE @ LAA,CLE,LAA,2.15,1.75,LAA,CLE,0.587,Y,3,4,CLE,1.75
841,2016-06-12,02:10,MIA @ ARI,MIA,ARI,1.49,2.72,MIA,MIA,0.534,N,3,5,ARI,2.72
842,2016-06-12,02:10,TEX @ SEA,TEX,SEA,2.56,1.56,SEA,SEA,0.507,N,2,1,TEX,1.56
843,2016-06-12,17:10,OAK @ CIN,OAK,CIN,1.81,2.06,OAK,CIN,0.512,Y,6,1,OAK,2.06
844,2016-06-12,17:10,HOU @ TBR,HOU,TBR,1.74,2.17,HOU,HOU,0.52,N,0,5,TBR,2.17
845,2016-06-12,17:35,CHC @ ATL,CHC,ATL,1.38,3.21,CHC,CHC,0.696,N,13,2,CHC,3.21
846,2016-06-12,18:05,DET @ NYY,DET,NYY,2.12,1.77,NYY,NYY,0.539,N,4,1,DET,1.77
847,2016-06-12,18:10,KCR @ CHW,KCR,CHW,2.1,1.79,CHW,CHW,0.569,N,3,1,KCR,1.79
848,2016-06-12,18:10,NYM @ MIL,NYM,MIL,1.79,2.09,NYM,NYM,0.509,N,3,5,MIL,2.09
849,2016-06-12,18:10,BOS @ MIN,BOS,MIN,1.53,2.61,BOS,BOS,0.647,N,4,7,MIN,2.61
850,2016-06-12,19:35,CLE @ LAA,CLE,LAA,1.67,2.29,CLE,CLE,0.587,N,8,3,CLE,2.29
851,2016-06-12,20:05,PHI @ WSN,PHI,WSN,3.1,1.4,WSN,WSN,0.693,N,4,5,WSN,1.4
852,2016-06-12,20:10,MIA @ ARI,MIA,ARI,1.93,1.92,ARI,MIA,0.534,Y,0,6,ARI,1.92
853,2016-06-12,20:10,SDP @ COL,SDP,COL,2.39,1.63,COL,COL,0.591,N,1,2,COL,1.63
854,2016-06-12,20:10,TEX @ SEA,TEX,SEA,2.01,1.85,SEA,SEA,0.507,N,6,4,TEX,1.85
855,2016-06-12,21:05,STL @ PIT,STL,PIT,1.89,1.97,STL,PIT,0.515,Y,8,3,STL,1.97
856,2016-06-13,23:05,CHC @ WSN,CHC,WSN,2.13,1.77,WSN,CHC,0.504,Y,1,4,WSN,1.77
857,2016-06-13,23:07,PHI @ TOR,PHI,TOR,2.62,1.53,TOR,TOR,0.661,N,7,0,PHI,1.53
858,2016-06-13,23:10,CIN @ ATL,CIN,ATL,1.92,1.93,CIN,ATL,0.5,Y,9,8,CIN,1.93
859,2016-06-14,00:10,DET @ CHW,DET,CHW,1.94,1.92,CHW,CHW,0.511,N,9,10,DET,1.92
860,2016-06-14,00:15,CLE @ KCR,CLE,KCR,1.72,2.2,CLE,CLE,0.549,N,1,2,KCR,2.2
861,2016-06-14,01:40,LAD @ ARI,LAD,ARI,2.24,1.69,ARI,LAD,0.599,Y,2,3,LAD,1.69
862,2016-06-14,02:05,MIN @ LAA,MIN,LAA,2.03,1.84,LAA,LAA,0.584,N,9,4,LAA,1.84
863,2016-06-14,02:05,TEX @ OAK,TEX,OAK,2.28,1.68,OAK,TEX,0.567,Y,5,14,TEX,1.68
864,2016-06-14,02:10,MIA @ SDP,MIA,SDP,1.87,2.0,MIA,MIA,0.531,N,13,4,MIA,2.0
865,2016-06-14,02:15,MIL @ SFG,MIL,SFG,2.34,1.65,SFG,SFG,0.572,N,5,11,SFG,1.65
866,2016-06-14,16:37,PHI @ TOR,PHI,TOR,3.48,1.34,TOR,TOR,0.661,N,3,11,TOR,1.34
867,2016-06-14,23:05,CHC @ WSN,CHC,WSN,1.76,2.13,CHC,CHC,0.504,N,4,3,CHC,2.13
868,2016-06-14,23:10,CIN @ ATL,CIN,ATL,2.17,1.74,ATL,ATL,0.5,N,3,1,CIN,1.74
869,2016-06-14,23:10,BAL @ BOS,BAL,BOS,2.67,1.51,BOS,BOS,0.598,N,3,2,BAL,1.51
870,2016-06-14,23:10,PIT @ NYM,PIT,NYM,2.16,1.74,NYM,NYM,0.564,N,4,0,PIT,1.74
871,2016-06-14,23:10,SEA @ TBR,SEA,TBR,2.04,1.84,TBR,SEA,0.525,Y,7,8,TBR,1.84
872,2016-06-15,00:10,DET @ CHW,DET,CHW,1.79,2.09,DET,CHW,0.511,Y,11,8,CHW,2.09
873,2016-06-15,00:15,CLE @ KCR,CLE,KCR,1.8,2.07,CLE,CLE,0.549,N,2,3,KCR,2.07
874,2016-06-15,00:15,HOU @ STL,HOU,STL,2.34,1.64,STL,STL,0.542,N,5,2,HOU,1.64
875,2016-06-15,00:40,NYY @ COL,NYY,COL,1.97,1.89,COL,NYY,0.518,Y,10,13,COL,1.89
876,2016-06-15,01:40,LAD @ ARI,LAD,ARI,1.65,2.32,LAD,LAD,0.599,N,7,4,LAD,2.32
877,2016-06-15,02:05,MIN @ LAA,MIN,LAA,2.19,1.73,LAA,LAA,0.584,N,4,5,LAA,1.73
878,2016-06-15,02:05,TEX @ OAK,TEX,OAK,2.07,1.81,OAK,TEX,0.567,Y,10,6,TEX,1.81
879,2016-06-15,02:10,MIA @ SDP,MIA,SDP,2.18,1.73,SDP,MIA,0.531,Y,5,2,SDP,1.73
880,2016-06-15,02:15,MIL @ SFG,MIL,SFG,3.29,1.36,SFG,SFG,0.572,N,2,3,SFG,1.36
881,2016-06-15,19:10,NYY @ COL,NYY,COL,1.91,1.95,NYY,NYY,0.518,N,3,6,COL,1.95
882,2016-06-15,19:40,LAD @ ARI,LAD,ARI,1.4,3.09,LAD,LAD,0.599,N,3,2,LAD,3.09
883,2016-06-15,19:40,MIA @ SDP,MIA,SDP,2.09,1.78,SDP,MIA,0.531,Y,3,6,SDP,1.78
884,2016-06-15,19:45,MIL @ SFG,MIL,SFG,2.9,1.44,SFG,SFG,0.572,N,1,10,SFG,1.44
885,2016-06-15,20:05,CHC @ WSN,CHC,WSN,2.31,1.66,WSN,CHC,0.504,Y,4,5,WSN,1.66
886,2016-06-15,23:05,TOR @ PHI,TOR,PHI,1.58,2.49,TOR,TOR,0.585,N,7,2,TOR,2.49
887,2016-06-15,23:10,CIN @ ATL,CIN,ATL,2.05,1.82,ATL,ATL,0.5,N,8,9,ATL,1.82
888,2016-06-15,23:10,BAL @ BOS,BAL,BOS,2.27,1.68,BOS,BOS,0.598,N,4,6,BOS,1.68
889,2016-06-15,23:10,PIT @ NYM,PIT,NYM,2.45,1.6,NYM,NYM,0.564,N,2,11,NYM,1.6
890,2016-06-15,23:10,SEA @ TBR,SEA,TBR,2.17,1.73,TBR,SEA,0.525,Y,2,3,TBR,1.73
